Date,Team,Player,Notes,reg_games_missed,post_games_missed,Season,Year,Game_number,Out_for_Season,note_keyword,category,Acquired,Reg_games_missed,Post_games_missed,Out_for_season,Pos,Age,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
2014-01-29,Houston Rockets,James Harden,bruised left thumb (DNP),1.0,0.0,regular,2013.0,48,,finger,hand,,,,,SG,24.0,73.0,73.0,38.0,84.0,2774.0,3230.3999999999996
2014-01-29,Houston Rockets,Greg Smith,sore right knee (DNP),1.0,0.0,regular,2013.0,48,,knee,knee,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2014-01-29,Houston Rockets,Francisco Garcia,sore left knee (DNP),1.0,0.0,regular,2013.0,48,,knee,knee,,,,,SF,32.0,55.0,4.0,19.7,64.0,1083.5,1190.3999999999996
2014-01-29,Toronto Raptors,Patrick Patterson,fractured nose (DNP),1.0,0.0,regular,2013.0,45,,nose,head,,,,,PF,24.0,65.0,13.0,23.6,71.0,1534.0,1775.0
2014-01-29,New Orleans Pelicans,Jrue Holiday,stress fracture in right ankle/tibia (DNP),1.0,0.0,regular,2013.0,45,,ankle,lower leg,,,,,PG,23.0,34.0,34.0,33.6,78.0,1142.4,2925.0
2014-01-29,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013.0,45,,knee,knee,,,,,PF,27.0,31.0,27.0,26.8,51.0,830.8000000000001,877.1999999999999
2014-01-29,Denver Nuggets,Ty Lawson,strained left rotator cuff (DNP),1.0,0.0,regular,2013.0,44,,shoulder,torso,,,,,PG,26.0,62.0,61.0,35.8,79.0,2219.6,2747.0000000000005
2014-01-29,Orlando Magic,Ronnie Price,sprained right foot (DNP),1.0,0.0,regular,2013.0,47,,foot,foot,,,,,SG,30.0,31.0,2.0,12.2,39.0,378.2,510.8999999999999
2014-01-29,New Orleans Pelicans,Anthony Davis,finger injury (DNP),1.0,0.0,regular,2013.0,45,,finger,hand,,,,,PF,20.0,67.0,66.0,35.2,64.0,2358.4,1843.2000000000005
2014-01-29,Los Angeles Clippers,Antawn Jamison,illness (DNP),1.0,0.0,regular,2013.0,48,,sick,sick,,,,,PF,37.0,22.0,0.0,11.3,80.0,248.6,1713.2000000000005
2014-01-29,Boston Celtics,Rajon Rondo,rest / sore right knee (DNP),1.0,0.0,regular,2013.0,48,,rest,rest,,,,,PG,27.0,30.0,30.0,33.3,38.0,999.0,1421.1999999999998
2014-01-29,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013.0,45,,sick,sick,,,,,Unknown,,,,,,,
2014-01-29,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013.0,45,,ankle,lower leg,,,,,PF,26.0,42.0,14.0,19.1,80.0,802.2,1368.8
2014-01-29,Charlotte Bobcats,Kemba Walker,sprained left ankle (DNP),1.0,0.0,regular,2013.0,47,,ankle,lower leg,,,,,PG,23.0,73.0,73.0,35.8,82.0,2613.3999999999996,2861.7999999999993
2014-01-29,Charlotte Bobcats,Ben Gordon,illness (DNP),1.0,0.0,regular,2013.0,47,,sick,sick,,,,,SG,30.0,19.0,0.0,14.7,75.0,279.3,1560.0
2014-01-29,Philadelphia 76ers,Brandon Davies,fractured right pinky finger (DNP),1.0,0.0,regular,2013.0,46,,finger,hand,,,,,PF,22.0,51.0,0.0,11.3,0.0,576.3000000000001,0.0
2014-01-29,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013.0,44,,hand,hand,,,,,SG,32.0,55.0,28.0,23.2,94.0,1276.0,2530.7999999999997
2014-01-30,New York Knicks,Kenyon Martin,sprained left ankle (DNP),1.0,0.0,regular,2013.0,46,,ankle,lower leg,,,,,PF,36.0,32.0,15.0,19.8,30.0,633.6,683.4
2014-01-30,New York Knicks,Beno Udrih,illness (DNP),1.0,0.0,regular,2013.0,46,,sick,sick,,,,,SG,31.0,41.0,12.0,15.7,66.0,643.6999999999999,1458.6000000000004
2014-01-30,New York Knicks,Iman Shumpert,sprained right shoulder (DNP),1.0,0.0,regular,2013.0,46,,shoulder,torso,,,,,SG,23.0,74.0,58.0,26.5,57.0,1961.0,1331.7000000000005
2014-01-31,Denver Nuggets,Nate Robinson,surgery on left knee to repair torn ACL (out indefinitely),1.0,0.0,regular,2013.0,45,,ACL,knee,,,,,PG,29.0,44.0,1.0,19.7,94.0,866.8,2487.2
2014-01-31,Denver Nuggets,Nate Robinson,torn ACL in left knee (out indefinitely),1.0,0.0,regular,2013.0,45,,ACL,knee,,,,,PG,29.0,44.0,1.0,19.7,94.0,866.8,2487.2
2014-01-31,Golden State Warriors,David Lee,sore/sprained left shoulder (DNP),1.0,0.0,regular,2013.0,48,,shoulder,torso,,,,,PF,30.0,69.0,67.0,33.2,85.0,2290.8,2972.0
2014-01-31,Denver Nuggets,Ty Lawson,strained left rotator cuff (DNP),1.0,0.0,regular,2013.0,45,,shoulder,torso,,,,,PG,26.0,62.0,61.0,35.8,79.0,2219.6,2747.0000000000005
2014-01-31,Nets,Andrei Kirilenko,sore right calf (DNP),0.0,0.0,off,,-1,,calf,lower leg,,,,,Unknown,,,,,,,
2014-01-31,Los Angeles Lakers,Xavier Henry,bone bruise in right knee (DNP),1.0,0.0,regular,2013.0,47,,knee,knee,,,,,SF,22.0,43.0,5.0,21.1,50.0,907.3,625.0000000000001
2014-01-31,Los Angeles Lakers,Jordan Farmar,torn left hamstring (DNP),1.0,0.0,regular,2013.0,47,,hamstring,upper leg,,,,,PG,27.0,41.0,5.0,22.2,0.0,910.2,0.0
2014-01-31,Los Angeles Lakers,Steve Blake,torn ligament in right elbow (DNP),1.0,0.0,regular,2013.0,47,,elbow,arm,,,,,PG,33.0,55.0,28.0,27.2,47.0,1496.0,1249.5
2014-01-31,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013.0,45,,hand,hand,,,,,SG,32.0,55.0,28.0,23.2,94.0,1276.0,2530.7999999999997
2014-01-31,Philadelphia 76ers,Brandon Davies,fractured right pinky finger (DNP),1.0,0.0,regular,2013.0,47,,finger,hand,,,,,PF,22.0,51.0,0.0,11.3,0.0,576.3000000000001,0.0
2014-01-31,Charlotte Bobcats,Kemba Walker,sprained left ankle (DNP),1.0,0.0,regular,2013.0,48,,ankle,lower leg,,,,,PG,23.0,73.0,73.0,35.8,82.0,2613.3999999999996,2861.7999999999993
2014-01-31,Utah Jazz,John Lucas,sore back (DNP),1.0,0.0,regular,2013.0,46,,back,torso,,,,,Unknown,,,,,,,
2014-01-31,Milwaukee Bucks,John Henson,sprained right wrist (DNP),1.0,0.0,regular,2013.0,46,,wrist,arm,,,,,PF,23.0,70.0,23.0,26.5,67.0,1855.0,858.5
2014-01-31,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013.0,46,,sick,sick,,,,,Unknown,,,,,,,
2014-01-31,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013.0,46,,ankle,lower leg,,,,,PF,26.0,42.0,14.0,19.1,80.0,802.2,1368.8
2014-02-01,Sacramento Kings,DeMarcus Cousins,sprained left ankle (DNP),1.0,0.0,regular,2013.0,47,,ankle,lower leg,,,,,C,23.0,71.0,71.0,32.4,75.0,2300.4,2287.4999999999995
2014-02-01,Houston Rockets,Greg Smith,sore right knee (DNP),1.0,0.0,regular,2013.0,49,,knee,knee,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2014-02-01,New Orleans Pelicans,Jrue Holiday,stress fracture in right ankle/tibia (DNP),1.0,0.0,regular,2013.0,46,,ankle,lower leg,,,,,PG,23.0,34.0,34.0,33.6,78.0,1142.4,2925.0
2014-02-01,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013.0,46,,knee,knee,,,,,PF,27.0,31.0,27.0,26.8,51.0,830.8000000000001,877.1999999999999
2014-02-01,Nets,Andrei Kirilenko,sore right calf (DNP),0.0,0.0,off,,-1,,calf,lower leg,,,,,Unknown,,,,,,,
2014-02-01,Nets,Andray Blatche,hip injury (DNP),0.0,0.0,off,,-1,,hip,upper leg,,,,,Unknown,,,,,,,
2014-02-01,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013.0,48,,groin,upper leg,,,,,C,33.0,60.0,60.0,31.4,53.0,1884.0,1802.2
2014-02-01,Cleveland Cavaliers,Anderson Varejao,bruised left knee (DNP),1.0,0.0,regular,2013.0,47,,knee,knee,,,,,C,31.0,65.0,29.0,27.7,25.0,1800.5,900.0
2014-02-01,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013.0,46,,hand,hand,,,,,SG,32.0,55.0,28.0,23.2,94.0,1276.0,2530.7999999999997
2014-02-01,Utah Jazz,John Lucas,sore back (DNP),1.0,0.0,regular,2013.0,47,,back,torso,,,,,Unknown,,,,,,,
2014-02-01,Philadelphia 76ers,Brandon Davies,fractured right pinky finger (DNP),1.0,0.0,regular,2013.0,48,,finger,hand,,,,,PF,22.0,51.0,0.0,11.3,0.0,576.3000000000001,0.0
2014-02-01,Philadelphia 76ers,Michael Carter-Williams,sore right shoulder (DNP),1.0,0.0,regular,2013.0,48,,shoulder,torso,,,,,PG,22.0,70.0,70.0,34.5,0.0,2415.0,0.0
2014-02-01,Houston Rockets,Francisco Garcia,sore left knee (DNP),1.0,0.0,regular,2013.0,49,,knee,knee,,,,,SF,32.0,55.0,4.0,19.7,64.0,1083.5,1190.3999999999996
2014-02-01,Charlotte Bobcats,Kemba Walker,sprained left ankle (DNP),1.0,0.0,regular,2013.0,49,,ankle,lower leg,,,,,PG,23.0,73.0,73.0,35.8,82.0,2613.3999999999996,2861.7999999999993
2014-02-01,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013.0,47,,ankle,lower leg,,,,,PF,26.0,42.0,14.0,19.1,80.0,802.2,1368.8
2014-02-01,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013.0,47,,sick,sick,,,,,Unknown,,,,,,,
2014-02-02,Orlando Magic,Jameer Nelson,sore left knee (DNP),1.0,0.0,regular,2013.0,49,,knee,knee,,,,,PG,31.0,68.0,68.0,32.0,56.0,2176.0,1976.7999999999993
2014-02-03,Atlanta Hawks,John Jenkins,back injury (out for season),1.0,0.0,regular,2013.0,47,,back,torso,,,,,SG,22.0,13.0,0.0,12.2,65.0,158.6,926.8
2014-02-03,Detroit Pistons,Josh Harrellson,knee injury (DTD),1.0,0.0,regular,2013.0,47,,knee,knee,,,,,C,24.0,32.0,0.0,9.9,6.0,316.8,31.19999999999999
2014-02-03,Detroit Pistons,Chauncey Billups,left knee injury (DNP),1.0,0.0,regular,2013.0,47,,knee,knee,,,,,SG,37.0,19.0,7.0,16.3,28.0,309.7,533.2
2014-02-03,New Orleans Pelicans,Jrue Holiday,stress fracture in right ankle/tibia (DNP),1.0,0.0,regular,2013.0,47,,ankle,lower leg,,,,,PG,23.0,34.0,34.0,33.6,78.0,1142.4,2925.0
2014-02-03,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013.0,47,,knee,knee,,,,,PF,27.0,31.0,27.0,26.8,51.0,830.8000000000001,877.1999999999999
2014-02-03,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013.0,46,,ACL,knee,,,,,PG,29.0,44.0,1.0,19.7,94.0,866.8,2487.2
2014-02-03,Nets,Joe Johnson,right knee tendinitis (DNP),0.0,0.0,off,,-1,,knee,knee,,,,,Unknown,,,,,,,
2014-02-03,Nets,Andray Blatche,hip injury (DNP),0.0,0.0,off,,-1,,hip,upper leg,,,,,Unknown,,,,,,,
2014-02-03,Atlanta Hawks,John Jenkins,surgery on lower back (out for season),1.0,0.0,regular,2013.0,47,,back,torso,,,,,SG,22.0,13.0,0.0,12.2,65.0,158.6,926.8
2014-02-03,Orlando Magic,Jameer Nelson,sore left knee (DNP),1.0,0.0,regular,2013.0,50,,knee,knee,,,,,PG,31.0,68.0,68.0,32.0,56.0,2176.0,1976.7999999999993
2014-02-03,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013.0,47,,hand,hand,,,,,SG,32.0,55.0,28.0,23.2,94.0,1276.0,2530.7999999999997
2014-02-03,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013.0,48,,sick,sick,,,,,Unknown,,,,,,,
2014-02-03,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013.0,48,,ankle,lower leg,,,,,PF,26.0,42.0,14.0,19.1,80.0,802.2,1368.8
2014-02-03,Nets,Andrei Kirilenko,sore right calf (DNP),0.0,0.0,off,,-1,,calf,lower leg,,,,,Unknown,,,,,,,
2014-02-03,Utah Jazz,John Lucas,sore back (DNP),1.0,0.0,regular,2013.0,48,,back,torso,,,,,Unknown,,,,,,,
2014-02-04,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013.0,48,,groin,upper leg,,,,,C,33.0,60.0,60.0,31.4,53.0,1884.0,1802.2
2014-02-04,Los Angeles Lakers,Jordan Farmar,torn left hamstring (DNP),1.0,0.0,regular,2013.0,48,,hamstring,upper leg,,,,,PG,27.0,41.0,5.0,22.2,0.0,910.2,0.0
2014-02-05,Philadelphia 76ers,Brandon Davies,fractured right pinky finger (DNP),1.0,0.0,regular,2013.0,50,,finger,hand,,,,,PF,22.0,51.0,0.0,11.3,0.0,576.3000000000001,0.0
2014-02-05,Minnesota Timberwolves,Kevin Love,stiff neck (DNP),1.0,0.0,regular,2013.0,49,,neck,head,,,,,PF,25.0,77.0,77.0,36.3,18.0,2795.1,617.4000000000001
2014-02-05,Houston Rockets,Greg Smith,sore right knee (DNP),1.0,0.0,regular,2013.0,50,,knee,knee,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2014-02-05,Houston Rockets,Francisco Garcia,sore left knee (DNP),1.0,0.0,regular,2013.0,50,,knee,knee,,,,,SF,32.0,55.0,4.0,19.7,64.0,1083.5,1190.3999999999996
2014-02-05,Detroit Pistons,Chauncey Billups,left knee injury (DNP),1.0,0.0,regular,2013.0,48,,knee,knee,,,,,SG,37.0,19.0,7.0,16.3,28.0,309.7,533.2
2014-02-05,New Orleans Pelicans,Tyreke Evans,rib injury (DNP),1.0,0.0,regular,2013.0,48,,ribs,torso,,,,,SF,24.0,72.0,22.0,28.2,65.0,2030.4,2015.0
2014-02-05,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013.0,48,,knee,knee,,,,,PF,27.0,31.0,27.0,26.8,51.0,830.8000000000001,877.1999999999999
2014-02-05,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013.0,47,,ACL,knee,,,,,PG,29.0,44.0,1.0,19.7,94.0,866.8,2487.2
2014-02-05,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013.0,49,,groin,upper leg,,,,,C,33.0,60.0,60.0,31.4,53.0,1884.0,1802.2
2014-02-05,Los Angeles Lakers,Jordan Hill,cervical strain (DNP),1.0,0.0,regular,2013.0,49,,other,other,,,,,PF,26.0,72.0,32.0,20.8,32.0,1497.6,489.10000000000014
2014-02-05,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013.0,49,,ankle,lower leg,,,,,SG,26.0,77.0,70.0,33.2,79.0,2556.4,1681.4
2014-02-05,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013.0,48,,hand,hand,,,,,SG,32.0,55.0,28.0,23.2,94.0,1276.0,2530.7999999999997
2014-02-05,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013.0,49,,sick,sick,,,,,Unknown,,,,,,,
2014-02-05,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013.0,49,,ankle,lower leg,,,,,PF,26.0,42.0,14.0,19.1,80.0,802.2,1368.8
2014-02-05,Los Angeles Lakers,Steve Nash,rest (DNP),1.0,0.0,regular,2013.0,49,,rest,rest,,,,,PG,39.0,15.0,10.0,20.9,52.0,313.5,1686.0
2014-02-06,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013.0,50,,hamstring,upper leg,,,,,SG,22.0,24.0,0.0,5.9,0.0,141.60000000000002,0.0
2014-02-06,San Antonio Spurs,Boris Diaw,food poisoning (DNP),1.0,0.0,regular,2013.0,50,,sick,sick,,,,,PF,31.0,79.0,24.0,25.0,91.0,1975.0,1983.6
2014-02-06,San Antonio Spurs,Tim Duncan,rest (DNP),1.0,0.0,regular,2013.0,50,,rest,rest,,,,,C,37.0,74.0,74.0,29.2,90.0,2160.7999999999997,2811.9
2014-02-06,Chicago Bulls,Carlos Boozer,strained left calf (DNP),1.0,0.0,regular,2013.0,49,,calf,lower leg,,,,,PF,32.0,76.0,76.0,28.2,91.0,2143.2,2974.6000000000004
2014-02-06,Los Angeles Lakers,Nick Young,fractured patella in left knee (out indefinitely),1.0,0.0,regular,2013.0,50,,knee,knee,,,,,SG,28.0,64.0,9.0,28.3,59.0,1811.2,1410.1
2014-02-07,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013.0,50,,knee,knee,,,,,SG,28.0,64.0,9.0,28.3,59.0,1811.2,1410.1
2014-02-07,Philadelphia 76ers,Brandon Davies,fractured right pinky finger (DNP),1.0,0.0,regular,2013.0,51,,finger,hand,,,,,PF,22.0,51.0,0.0,11.3,0.0,576.3000000000001,0.0
2014-02-07,Cleveland Cavaliers,Luol Deng,flu (DNP),1.0,0.0,regular,2013.0,50,,sick,sick,,,,,SF,28.0,63.0,63.0,35.1,80.0,2211.3,3126.5
2014-02-07,Boston Celtics,Avery Bradley,sore right ankle (DNP),1.0,0.0,regular,2013.0,51,,ankle,lower leg,,,,,SG,23.0,60.0,58.0,30.9,56.0,1854.0,1625.8000000000002
2014-02-07,Boston Celtics,Rajon Rondo,rest / sore right knee (DNP),1.0,0.0,regular,2013.0,51,,rest,rest,,,,,PG,27.0,30.0,30.0,33.3,38.0,999.0,1421.1999999999998
2014-02-07,Los Angeles Clippers,Hidayet Turkoglu,bruised right knee (DNP),1.0,0.0,regular,2013.0,53,,knee,knee,,,,,Unknown,,,,,,,
2014-02-07,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013.0,50,,ankle,lower leg,,,,,SG,26.0,77.0,70.0,33.2,79.0,2556.4,1681.4
2014-02-07,Los Angeles Lakers,Jordan Farmar,rest / torn left hamstring (DNP),1.0,0.0,regular,2013.0,50,,rest,rest,,,,,PG,27.0,41.0,5.0,22.2,0.0,910.2,0.0
2014-02-07,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013.0,50,,groin,upper leg,,,,,C,33.0,60.0,60.0,31.4,53.0,1884.0,1802.2
2014-02-07,Nets,Kevin Garnett,rest (DNP),0.0,0.0,off,,-1,,rest,rest,,,,,Unknown,,,,,,,
2014-02-07,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013.0,48,,ACL,knee,,,,,PG,29.0,44.0,1.0,19.7,94.0,866.8,2487.2
2014-02-07,Indiana Pacers,Lance Stephenson,sore lower back (DNP),1.0,0.0,regular,2013.0,49,,back,torso,,,,,SG,23.0,78.0,78.0,35.3,97.0,2753.3999999999996,2950.2
2014-02-07,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013.0,49,,knee,knee,,,,,PF,27.0,31.0,27.0,26.8,51.0,830.8000000000001,877.1999999999999
2014-02-08,San Antonio Spurs,Marco Belinelli,back spasms (DNP),1.0,0.0,regular,2013.0,51,,back,torso,,,,,SF,27.0,80.0,25.0,25.2,85.0,2016.0,2208.6000000000004
2014-02-08,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013.0,51,,hamstring,upper leg,,,,,SG,22.0,24.0,0.0,5.9,0.0,141.60000000000002,0.0
2014-02-08,Minnesota Timberwolves,Kevin Love,bruised left quadriceps (DNP),1.0,0.0,regular,2013.0,51,,quad,upper leg,,,,,PF,25.0,77.0,77.0,36.3,18.0,2795.1,617.4000000000001
2014-02-08,San Antonio Spurs,Tiago Splitter,bruised right calf (DNP),1.0,0.0,regular,2013.0,51,,calf,lower leg,,,,,C,29.0,59.0,50.0,21.5,100.0,1268.5,2388.3
2014-02-08,Houston Rockets,Francisco Garcia,sore left knee (DNP),1.0,0.0,regular,2013.0,51,,knee,knee,,,,,SF,32.0,55.0,4.0,19.7,64.0,1083.5,1190.3999999999996
2014-02-08,Houston Rockets,Greg Smith,sore right knee (DNP),1.0,0.0,regular,2013.0,51,,knee,knee,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2014-02-08,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013.0,49,,hand,hand,,,,,SG,32.0,55.0,28.0,23.2,94.0,1276.0,2530.7999999999997
2014-02-08,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013.0,50,,sick,sick,,,,,Unknown,,,,,,,
2014-02-08,Milwaukee Bucks,Luke Ridnour,back injury (DNP),1.0,0.0,regular,2013.0,50,,back,torso,,,,,PG,32.0,61.0,14.0,18.7,82.0,1140.7,2476.4000000000005
2014-02-08,Milwaukee Bucks,Ersan Ilyasova,back injury (DNP),1.0,0.0,regular,2013.0,50,,back,torso,,,,,PF,26.0,55.0,47.0,26.9,77.0,1479.5,2132.0
2014-02-08,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013.0,50,,ankle,lower leg,,,,,PF,26.0,42.0,14.0,19.1,80.0,802.2,1368.8
2014-02-08,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013.0,49,,ACL,knee,,,,,PG,29.0,44.0,1.0,19.7,94.0,866.8,2487.2
2014-02-09,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013.0,50,,knee,knee,,,,,PF,27.0,31.0,27.0,26.8,51.0,830.8000000000001,877.1999999999999
2014-02-09,Denver Nuggets,Ty Lawson,fractured left rib (out indefinitely),1.0,0.0,regular,2013.0,50,,ribs,torso,,,,,PG,26.0,62.0,61.0,35.8,79.0,2219.6,2747.0000000000005
2014-02-09,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013.0,51,,groin,upper leg,,,,,C,33.0,60.0,60.0,31.4,53.0,1884.0,1802.2
2014-02-09,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013.0,51,,knee,knee,,,,,SG,28.0,64.0,9.0,28.3,59.0,1811.2,1410.1
2014-02-09,Los Angeles Lakers,Jordan Farmar,sore left hamstring (DNP),1.0,0.0,regular,2013.0,51,,hamstring,upper leg,,,,,PG,27.0,41.0,5.0,22.2,0.0,910.2,0.0
2014-02-09,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013.0,51,,ankle,lower leg,,,,,SG,26.0,77.0,70.0,33.2,79.0,2556.4,1681.4
2014-02-09,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013.0,50,,hand,hand,,,,,SG,32.0,55.0,28.0,23.2,94.0,1276.0,2530.7999999999997
2014-02-09,Chicago Bulls,Carlos Boozer,strained left calf (DNP),1.0,0.0,regular,2013.0,50,,calf,lower leg,,,,,PF,32.0,76.0,76.0,28.2,91.0,2143.2,2974.6000000000004
2014-02-10,Golden State Warriors,Nemanja Nedovic,right foot inflammation / strained left hamstring (DNP),1.0,0.0,regular,2013.0,52,,foot,foot,,,,,SG,22.0,24.0,0.0,5.9,0.0,141.60000000000002,0.0
2014-02-10,San Antonio Spurs,Tiago Splitter,bruised right calf/shin (DNP),1.0,0.0,regular,2013.0,52,,calf,lower leg,,,,,C,29.0,59.0,50.0,21.5,100.0,1268.5,2388.3
2014-02-10,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013.0,51,,knee,knee,,,,,PF,27.0,31.0,27.0,26.8,51.0,830.8000000000001,877.1999999999999
2014-02-10,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013.0,50,,ribs,torso,,,,,PG,26.0,62.0,61.0,35.8,79.0,2219.6,2747.0000000000005
2014-02-10,Boston Celtics,Rajon Rondo,rest / sore right knee (DNP),1.0,0.0,regular,2013.0,53,,rest,rest,,,,,PG,27.0,30.0,30.0,33.3,38.0,999.0,1421.1999999999998
2014-02-10,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013.0,50,,ACL,knee,,,,,PG,29.0,44.0,1.0,19.7,94.0,866.8,2487.2
2014-02-10,Milwaukee Bucks,OJ Mayo,conditioning (DNP),1.0,0.0,regular,2013.0,51,,other,other,,,,,Unknown,,,,,,,
2014-02-10,Milwaukee Bucks,Larry Sanders,fractured right orbital bone (DNP),1.0,0.0,regular,2013.0,51,,other,other,,,,,C,25.0,23.0,20.0,25.4,75.0,584.1999999999999,2051.5
2014-02-10,Milwaukee Bucks,Ersan Ilyasova,back injury (DNP),1.0,0.0,regular,2013.0,51,,back,torso,,,,,PF,26.0,55.0,47.0,26.9,77.0,1479.5,2132.0
2014-02-10,Philadelphia 76ers,Hollis Thompson,sprained right ankle (DNP),1.0,0.0,regular,2013.0,53,,ankle,lower leg,,,,,SF,22.0,77.0,41.0,22.6,0.0,1740.2,0.0
2014-02-10,Boston Celtics,Avery Bradley,sore right ankle (DNP),1.0,0.0,regular,2013.0,53,,ankle,lower leg,,,,,SG,23.0,60.0,58.0,30.9,56.0,1854.0,1625.8000000000002
2014-02-11,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013.0,52,,ankle,lower leg,,,,,SG,26.0,77.0,70.0,33.2,79.0,2556.4,1681.4
2014-02-11,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013.0,52,,groin,upper leg,,,,,C,33.0,60.0,60.0,31.4,53.0,1884.0,1802.2
2014-02-11,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013.0,52,,knee,knee,,,,,SG,28.0,64.0,9.0,28.3,59.0,1811.2,1410.1
2014-02-11,Los Angeles Lakers,Jordan Farmar,sore left hamstring (DNP),1.0,0.0,regular,2013.0,52,,hamstring,upper leg,,,,,PG,27.0,41.0,5.0,22.2,0.0,910.2,0.0
2014-02-11,Cleveland Cavaliers,CJ Miles,sore right foot (DNP),1.0,0.0,regular,2013.0,52,,foot,foot,,,,,Unknown,,,,,,,
2014-02-11,Cleveland Cavaliers,Anderson Varejao,sore back (DNP),1.0,0.0,regular,2013.0,52,,back,torso,,,,,C,31.0,65.0,29.0,27.7,25.0,1800.5,900.0
2014-02-11,Chicago Bulls,Carlos Boozer,strained left calf (DNP),1.0,0.0,regular,2013.0,51,,calf,lower leg,,,,,PF,32.0,76.0,76.0,28.2,91.0,2143.2,2974.6000000000004
2014-02-11,Milwaukee Bucks,John Henson,foot injury (DNP),1.0,0.0,regular,2013.0,52,,foot,foot,,,,,PF,23.0,70.0,23.0,26.5,67.0,1855.0,858.5
