Team,Year,Season,Game_num,Date,Away_flag,Opponent,OT_flag
Phoenix Suns,2022,regular,34,2022-12-25,1.0,Denver Nuggets,OT
Phoenix Suns,2022,regular,35,2022-12-27,1.0,Memphis Grizzlies,
Phoenix Suns,2022,regular,36,2022-12-28,1.0,Washington Wizards,
Phoenix Suns,2022,regular,37,2022-12-30,1.0,Toronto Raptors,
Phoenix Suns,2022,regular,38,2023-01-02,1.0,New York Knicks,
Phoenix Suns,2022,regular,39,2023-01-04,1.0,Cleveland Cavaliers,
Phoenix Suns,2022,regular,40,2023-01-06,,Miami Heat,
Phoenix Suns,2022,regular,41,2023-01-08,,Cleveland Cavaliers,
Phoenix Suns,2022,regular,42,2023-01-10,1.0,Golden State Warriors,
Phoenix Suns,2022,regular,43,2023-01-11,1.0,Denver Nuggets,
Phoenix Suns,2022,regular,44,2023-01-13,1.0,Minnesota Timberwolves,
Phoenix Suns,2022,regular,45,2023-01-16,1.0,Memphis Grizzlies,
Phoenix Suns,2022,regular,46,2023-01-19,,Brooklyn Nets,
Phoenix Suns,2022,regular,47,2023-01-21,,Indiana Pacers,
Phoenix Suns,2022,regular,48,2023-01-22,,Memphis Grizzlies,
Phoenix Suns,2022,regular,49,2023-01-24,,Charlotte Hornets,
Phoenix Suns,2022,regular,50,2023-01-26,,Dallas Mavericks,
Phoenix Suns,2022,regular,51,2023-01-28,1.0,San Antonio Spurs,OT
Phoenix Suns,2022,regular,52,2023-01-30,,Toronto Raptors,
Phoenix Suns,2022,regular,53,2023-02-01,,Atlanta Hawks,
Phoenix Suns,2022,regular,54,2023-02-03,1.0,Boston Celtics,
Phoenix Suns,2022,regular,55,2023-02-04,1.0,Detroit Pistons,
Phoenix Suns,2022,regular,56,2023-02-07,1.0,Brooklyn Nets,
Phoenix Suns,2022,regular,57,2023-02-09,1.0,Atlanta Hawks,
Phoenix Suns,2022,regular,58,2023-02-10,1.0,Indiana Pacers,
Phoenix Suns,2022,regular,59,2023-02-14,,Sacramento Kings,
Phoenix Suns,2022,regular,60,2023-02-16,,Los Angeles Clippers,
Phoenix Suns,2022,regular,61,2023-02-24,,Oklahoma City Thunder,
Phoenix Suns,2022,regular,62,2023-02-26,1.0,Milwaukee Bucks,
Phoenix Suns,2022,regular,63,2023-03-01,1.0,Charlotte Hornets,
Phoenix Suns,2022,regular,64,2023-03-03,1.0,Chicago Bulls,
Phoenix Suns,2022,regular,65,2023-03-05,1.0,Dallas Mavericks,
Phoenix Suns,2022,regular,66,2023-03-08,,Oklahoma City Thunder,
Phoenix Suns,2022,regular,67,2023-03-11,,Sacramento Kings,
Phoenix Suns,2022,regular,68,2023-03-13,1.0,Golden State Warriors,
Phoenix Suns,2022,regular,69,2023-03-14,,Milwaukee Bucks,
Phoenix Suns,2022,regular,70,2023-03-16,,Orlando Magic,
Phoenix Suns,2022,regular,71,2023-03-19,1.0,Oklahoma City Thunder,
Phoenix Suns,2022,regular,72,2023-03-22,1.0,Los Angeles Lakers,
Phoenix Suns,2022,regular,73,2023-03-24,1.0,Sacramento Kings,
Phoenix Suns,2022,regular,74,2023-03-25,,Philadelphia 76ers,
Phoenix Suns,2022,regular,75,2023-03-27,1.0,Utah Jazz,
Phoenix Suns,2022,regular,76,2023-03-29,,Minnesota Timberwolves,
Phoenix Suns,2022,regular,77,2023-03-31,,Denver Nuggets,
Phoenix Suns,2022,regular,78,2023-04-02,1.0,Oklahoma City Thunder,
Phoenix Suns,2022,regular,79,2023-04-04,,San Antonio Spurs,
Phoenix Suns,2022,regular,80,2023-04-06,,Denver Nuggets,
Phoenix Suns,2022,regular,81,2023-04-07,1.0,Los Angeles Lakers,
Phoenix Suns,2022,regular,82,2023-04-09,,Los Angeles Clippers,
Phoenix Suns,2022,post,83,2023-04-16,,Los Angeles Clippers,
Phoenix Suns,2022,post,84,2023-04-18,,Los Angeles Clippers,
Phoenix Suns,2022,post,85,2023-04-20,1.0,Los Angeles Clippers,
Phoenix Suns,2022,post,86,2023-04-22,1.0,Los Angeles Clippers,
Phoenix Suns,2022,post,87,2023-04-25,,Los Angeles Clippers,
Phoenix Suns,2022,post,88,2023-04-29,1.0,Denver Nuggets,
Phoenix Suns,2022,post,89,2023-05-01,1.0,Denver Nuggets,
Phoenix Suns,2022,post,90,2023-05-05,,Denver Nuggets,
Phoenix Suns,2022,post,91,2023-05-07,,Denver Nuggets,
Phoenix Suns,2022,post,92,2023-05-09,1.0,Denver Nuggets,
Phoenix Suns,2022,post,93,2023-05-11,,Denver Nuggets,
Phoenix Suns,2012,regular,1,2012-10-31,,Golden State Warriors,
Phoenix Suns,2012,regular,2,2012-11-02,,Detroit Pistons,
Phoenix Suns,2012,regular,3,2012-11-04,1.0,Orlando Magic,
Phoenix Suns,2012,regular,4,2012-11-05,1.0,Miami Heat,
Phoenix Suns,2012,regular,5,2012-11-07,1.0,Charlotte Bobcats,
Phoenix Suns,2012,regular,6,2012-11-09,,Cleveland Cavaliers,
Phoenix Suns,2012,regular,7,2012-11-10,1.0,Utah Jazz,
Phoenix Suns,2012,regular,8,2012-11-12,,Denver Nuggets,
Phoenix Suns,2012,regular,9,2012-11-14,,Chicago Bulls,OT
Phoenix Suns,2012,regular,10,2012-11-16,1.0,Los Angeles Lakers,
Phoenix Suns,2012,regular,11,2012-11-17,,Miami Heat,
Phoenix Suns,2012,regular,12,2012-11-21,,Portland Trail Blazers,
Phoenix Suns,2012,regular,13,2012-11-23,,New Orleans Hornets,OT
Phoenix Suns,2012,regular,14,2012-11-25,1.0,Philadelphia 76ers,
Phoenix Suns,2012,regular,15,2012-11-27,1.0,Cleveland Cavaliers,
Phoenix Suns,2012,regular,16,2012-11-28,1.0,Detroit Pistons,
Phoenix Suns,2012,regular,17,2012-11-30,1.0,Toronto Raptors,
Phoenix Suns,2012,regular,18,2012-12-02,1.0,New York Knicks,
Phoenix Suns,2012,regular,19,2012-12-04,1.0,Memphis Grizzlies,OT
Phoenix Suns,2012,regular,20,2012-12-06,,Dallas Mavericks,
Phoenix Suns,2012,regular,21,2012-12-08,1.0,Los Angeles Clippers,
Phoenix Suns,2012,regular,22,2012-12-09,,Orlando Magic,
Phoenix Suns,2012,regular,23,2012-12-12,,Memphis Grizzlies,
Phoenix Suns,2012,regular,24,2012-12-14,,Utah Jazz,
Phoenix Suns,2012,regular,25,2012-12-17,,Sacramento Kings,
Phoenix Suns,2012,regular,26,2012-12-19,,Charlotte Bobcats,
Phoenix Suns,2012,regular,27,2012-12-22,1.0,Portland Trail Blazers,
Phoenix Suns,2012,regular,28,2012-12-23,,Los Angeles Clippers,
Phoenix Suns,2012,regular,29,2012-12-26,,New York Knicks,
Phoenix Suns,2012,regular,30,2012-12-28,1.0,Indiana Pacers,
Phoenix Suns,2012,regular,31,2012-12-29,1.0,Minnesota Timberwolves,
Phoenix Suns,2012,regular,32,2012-12-31,1.0,Oklahoma City Thunder,
Phoenix Suns,2012,regular,33,2013-01-02,,Philadelphia 76ers,
Phoenix Suns,2012,regular,34,2013-01-04,,Utah Jazz,
Phoenix Suns,2012,regular,35,2013-01-06,,Memphis Grizzlies,
Phoenix Suns,2012,regular,36,2013-01-08,1.0,Milwaukee Bucks,
Phoenix Suns,2012,regular,37,2013-01-09,1.0,Boston Celtics,
Phoenix Suns,2012,regular,38,2013-01-11,1.0,Brooklyn Nets,
Phoenix Suns,2012,regular,39,2013-01-12,1.0,Chicago Bulls,
Phoenix Suns,2012,regular,40,2013-01-14,,Oklahoma City Thunder,
Phoenix Suns,2012,regular,41,2013-01-17,,Milwaukee Bucks,
Phoenix Suns,2012,regular,42,2013-01-23,1.0,Sacramento Kings,
Phoenix Suns,2012,regular,43,2013-01-24,,Los Angeles Clippers,
Phoenix Suns,2012,regular,44,2013-01-26,1.0,San Antonio Spurs,
Phoenix Suns,2012,regular,45,2013-01-27,1.0,Dallas Mavericks,
Phoenix Suns,2012,regular,46,2013-01-30,,Los Angeles Lakers,
Phoenix Suns,2012,regular,47,2013-02-01,,Dallas Mavericks,
Phoenix Suns,2012,regular,48,2013-02-02,1.0,Golden State Warriors,
Phoenix Suns,2012,regular,49,2013-02-05,1.0,Memphis Grizzlies,
Phoenix Suns,2012,regular,50,2013-02-06,1.0,New Orleans Hornets,
Phoenix Suns,2012,regular,51,2013-02-08,1.0,Oklahoma City Thunder,
Phoenix Suns,2012,regular,52,2013-02-10,,Oklahoma City Thunder,
Phoenix Suns,2012,regular,53,2013-02-12,1.0,Los Angeles Lakers,
Phoenix Suns,2012,regular,54,2013-02-19,1.0,Portland Trail Blazers,
Phoenix Suns,2012,regular,55,2013-02-20,1.0,Golden State Warriors,
Phoenix Suns,2012,regular,56,2013-02-22,,Boston Celtics,
Phoenix Suns,2012,regular,57,2013-02-24,,San Antonio Spurs,
Phoenix Suns,2012,regular,58,2013-02-26,,Minnesota Timberwolves,OT
Phoenix Suns,2012,regular,59,2013-02-27,1.0,San Antonio Spurs,OT
Phoenix Suns,2012,regular,60,2013-03-01,,Atlanta Hawks,
Phoenix Suns,2012,regular,61,2013-03-06,,Toronto Raptors,
Phoenix Suns,2012,regular,62,2013-03-08,1.0,Sacramento Kings,
Phoenix Suns,2012,regular,63,2013-03-09,,Houston Rockets,
Phoenix Suns,2012,regular,64,2013-03-11,,Denver Nuggets,
Phoenix Suns,2012,regular,65,2013-03-13,1.0,Houston Rockets,
Phoenix Suns,2012,regular,66,2013-03-15,1.0,Atlanta Hawks,
Phoenix Suns,2012,regular,67,2013-03-16,1.0,Washington Wizards,
Phoenix Suns,2012,regular,68,2013-03-18,,Los Angeles Lakers,
Phoenix Suns,2012,regular,69,2013-03-20,,Washington Wizards,
Phoenix Suns,2012,regular,70,2013-03-22,,Minnesota Timberwolves,
Phoenix Suns,2012,regular,71,2013-03-24,,Brooklyn Nets,
Phoenix Suns,2012,regular,72,2013-03-27,1.0,Utah Jazz,
Phoenix Suns,2012,regular,73,2013-03-28,,Sacramento Kings,
Phoenix Suns,2012,regular,74,2013-03-30,,Indiana Pacers,
Phoenix Suns,2012,regular,75,2013-04-03,1.0,Los Angeles Clippers,
Phoenix Suns,2012,regular,76,2013-04-05,,Golden State Warriors,
Phoenix Suns,2012,regular,77,2013-04-07,,New Orleans Hornets,
Phoenix Suns,2012,regular,78,2013-04-09,1.0,Houston Rockets,
Phoenix Suns,2012,regular,79,2013-04-10,1.0,Dallas Mavericks,
Phoenix Suns,2012,regular,80,2013-04-13,1.0,Minnesota Timberwolves,
Phoenix Suns,2012,regular,81,2013-04-15,,Houston Rockets,
Phoenix Suns,2012,regular,82,2013-04-17,1.0,Denver Nuggets,
Phoenix Suns,2013,regular,1,2013-10-30,,Portland Trail Blazers,
Phoenix Suns,2013,regular,2,2013-11-01,,Utah Jazz,
Phoenix Suns,2013,regular,3,2013-11-03,1.0,Oklahoma City Thunder,
Phoenix Suns,2013,regular,4,2013-11-05,1.0,New Orleans Pelicans,
Phoenix Suns,2013,regular,5,2013-11-06,1.0,San Antonio Spurs,
Phoenix Suns,2013,regular,6,2013-11-08,,Denver Nuggets,
Phoenix Suns,2013,regular,7,2013-11-10,,New Orleans Pelicans,
Phoenix Suns,2013,regular,8,2013-11-13,1.0,Portland Trail Blazers,
Phoenix Suns,2013,regular,9,2013-11-15,,Brooklyn Nets,OT
Phoenix Suns,2013,regular,10,2013-11-19,1.0,Sacramento Kings,
Phoenix Suns,2013,regular,11,2013-11-20,,Sacramento Kings,
Phoenix Suns,2013,regular,12,2013-11-22,1.0,Charlotte Bobcats,
Phoenix Suns,2013,regular,13,2013-11-24,1.0,Orlando Magic,
Phoenix Suns,2013,regular,14,2013-11-25,1.0,Miami Heat,
Phoenix Suns,2013,regular,15,2013-11-27,,Portland Trail Blazers,
Phoenix Suns,2013,regular,16,2013-11-29,1.0,Utah Jazz,
Phoenix Suns,2013,regular,17,2013-11-30,,Utah Jazz,
Phoenix Suns,2013,regular,18,2013-12-03,1.0,Memphis Grizzlies,
Phoenix Suns,2013,regular,19,2013-12-04,1.0,Houston Rockets,
Phoenix Suns,2013,regular,20,2013-12-06,,Toronto Raptors,
Phoenix Suns,2013,regular,21,2013-12-10,1.0,Los Angeles Lakers,
Phoenix Suns,2013,regular,22,2013-12-13,,Sacramento Kings,
Phoenix Suns,2013,regular,23,2013-12-15,,Golden State Warriors,
Phoenix Suns,2013,regular,24,2013-12-18,,San Antonio Spurs,
Phoenix Suns,2013,regular,25,2013-12-20,1.0,Denver Nuggets,
Phoenix Suns,2013,regular,26,2013-12-21,,Dallas Mavericks,
Phoenix Suns,2013,regular,27,2013-12-23,,Los Angeles Lakers,
Phoenix Suns,2013,regular,28,2013-12-27,1.0,Golden State Warriors,
Phoenix Suns,2013,regular,29,2013-12-28,,Philadelphia 76ers,
Phoenix Suns,2013,regular,30,2013-12-30,1.0,Los Angeles Clippers,
Phoenix Suns,2013,regular,31,2014-01-02,,Memphis Grizzlies,
Phoenix Suns,2013,regular,32,2014-01-04,,Milwaukee Bucks,
Phoenix Suns,2013,regular,33,2014-01-07,1.0,Chicago Bulls,
Phoenix Suns,2013,regular,34,2014-01-08,1.0,Minnesota Timberwolves,
Phoenix Suns,2013,regular,35,2014-01-10,1.0,Memphis Grizzlies,
Phoenix Suns,2013,regular,36,2014-01-11,1.0,Detroit Pistons,
Phoenix Suns,2013,regular,37,2014-01-13,1.0,New York Knicks,OT
Phoenix Suns,2013,regular,38,2014-01-15,,Los Angeles Lakers,
Phoenix Suns,2013,regular,39,2014-01-17,,Dallas Mavericks,
Phoenix Suns,2013,regular,40,2014-01-19,,Denver Nuggets,
Phoenix Suns,2013,regular,41,2014-01-22,,Indiana Pacers,
Phoenix Suns,2013,regular,42,2014-01-24,,Washington Wizards,
Phoenix Suns,2013,regular,43,2014-01-26,1.0,Cleveland Cavaliers,
Phoenix Suns,2013,regular,44,2014-01-27,1.0,Philadelphia 76ers,
Phoenix Suns,2013,regular,45,2014-01-29,1.0,Milwaukee Bucks,
Phoenix Suns,2013,regular,46,2014-01-30,1.0,Indiana Pacers,
Phoenix Suns,2013,regular,47,2014-02-01,,Charlotte Bobcats,
Phoenix Suns,2013,regular,48,2014-02-04,,Chicago Bulls,
Phoenix Suns,2013,regular,49,2014-02-05,1.0,Houston Rockets,
Phoenix Suns,2013,regular,50,2014-02-08,,Golden State Warriors,
Phoenix Suns,2013,regular,51,2014-02-11,,Miami Heat,
Phoenix Suns,2013,regular,52,2014-02-18,1.0,Denver Nuggets,OT
Phoenix Suns,2013,regular,53,2014-02-19,,Boston Celtics,
Phoenix Suns,2013,regular,54,2014-02-21,,San Antonio Spurs,
Phoenix Suns,2013,regular,55,2014-02-23,,Houston Rockets,
Phoenix Suns,2013,regular,56,2014-02-25,,Minnesota Timberwolves,
Phoenix Suns,2013,regular,57,2014-02-26,1.0,Utah Jazz,
Phoenix Suns,2013,regular,58,2014-02-28,,New Orleans Pelicans,
Phoenix Suns,2013,regular,59,2014-03-02,,Atlanta Hawks,
Phoenix Suns,2013,regular,60,2014-03-04,,Los Angeles Clippers,
Phoenix Suns,2013,regular,61,2014-03-06,,Oklahoma City Thunder,
Phoenix Suns,2013,regular,62,2014-03-09,1.0,Golden State Warriors,
Phoenix Suns,2013,regular,63,2014-03-10,1.0,Los Angeles Clippers,
Phoenix Suns,2013,regular,64,2014-03-12,,Cleveland Cavaliers,
Phoenix Suns,2013,regular,65,2014-03-14,1.0,Boston Celtics,
Phoenix Suns,2013,regular,66,2014-03-16,1.0,Toronto Raptors,
Phoenix Suns,2013,regular,67,2014-03-17,1.0,Brooklyn Nets,
Phoenix Suns,2013,regular,68,2014-03-19,,Orlando Magic,
Phoenix Suns,2013,regular,69,2014-03-21,,Detroit Pistons,
Phoenix Suns,2013,regular,70,2014-03-23,1.0,Minnesota Timberwolves,
Phoenix Suns,2013,regular,71,2014-03-24,1.0,Atlanta Hawks,
Phoenix Suns,2013,regular,72,2014-03-26,1.0,Washington Wizards,
Phoenix Suns,2013,regular,73,2014-03-28,,New York Knicks,
Phoenix Suns,2013,regular,74,2014-03-30,1.0,Los Angeles Lakers,
Phoenix Suns,2013,regular,75,2014-04-02,,Los Angeles Clippers,
Phoenix Suns,2013,regular,76,2014-04-04,1.0,Portland Trail Blazers,
Phoenix Suns,2013,regular,77,2014-04-06,,Oklahoma City Thunder,
Phoenix Suns,2013,regular,78,2014-04-09,1.0,New Orleans Pelicans,
Phoenix Suns,2013,regular,79,2014-04-11,1.0,San Antonio Spurs,
Phoenix Suns,2013,regular,80,2014-04-12,1.0,Dallas Mavericks,
Phoenix Suns,2013,regular,81,2014-04-14,,Memphis Grizzlies,
Phoenix Suns,2013,regular,82,2014-04-16,1.0,Sacramento Kings,
Phoenix Suns,2014,regular,1,2014-10-29,,Los Angeles Lakers,
Phoenix Suns,2014,regular,2,2014-10-31,,San Antonio Spurs,
Phoenix Suns,2014,regular,3,2014-11-01,1.0,Utah Jazz,
Phoenix Suns,2014,regular,4,2014-11-04,1.0,Los Angeles Lakers,
Phoenix Suns,2014,regular,5,2014-11-05,,Memphis Grizzlies,
Phoenix Suns,2014,regular,6,2014-11-07,,Sacramento Kings,2OT
Phoenix Suns,2014,regular,7,2014-11-09,,Golden State Warriors,
Phoenix Suns,2014,regular,8,2014-11-12,,Brooklyn Nets,
Phoenix Suns,2014,regular,9,2014-11-14,,Charlotte Hornets,
Phoenix Suns,2014,regular,10,2014-11-15,1.0,Los Angeles Clippers,
Phoenix Suns,2014,regular,11,2014-11-17,1.0,Boston Celtics,
Phoenix Suns,2014,regular,12,2014-11-19,1.0,Detroit Pistons,
Phoenix Suns,2014,regular,13,2014-11-21,1.0,Philadelphia 76ers,
Phoenix Suns,2014,regular,14,2014-11-22,1.0,Indiana Pacers,
Phoenix Suns,2014,regular,15,2014-11-24,1.0,Toronto Raptors,
Phoenix Suns,2014,regular,16,2014-11-26,,Denver Nuggets,
Phoenix Suns,2014,regular,17,2014-11-28,1.0,Denver Nuggets,
Phoenix Suns,2014,regular,18,2014-11-30,,Orlando Magic,
Phoenix Suns,2014,regular,19,2014-12-02,,Indiana Pacers,
Phoenix Suns,2014,regular,20,2014-12-05,1.0,Dallas Mavericks,
Phoenix Suns,2014,regular,21,2014-12-06,1.0,Houston Rockets,
Phoenix Suns,2014,regular,22,2014-12-08,1.0,Los Angeles Clippers,OT
Phoenix Suns,2014,regular,23,2014-12-09,,Miami Heat,
Phoenix Suns,2014,regular,24,2014-12-12,,Detroit Pistons,
Phoenix Suns,2014,regular,25,2014-12-14,1.0,Oklahoma City Thunder,
Phoenix Suns,2014,regular,26,2014-12-15,,Milwaukee Bucks,
Phoenix Suns,2014,regular,27,2014-12-17,1.0,Charlotte Hornets,
Phoenix Suns,2014,regular,28,2014-12-20,1.0,New York Knicks,
Phoenix Suns,2014,regular,29,2014-12-21,1.0,Washington Wizards,
Phoenix Suns,2014,regular,30,2014-12-23,,Dallas Mavericks,
Phoenix Suns,2014,regular,31,2014-12-26,1.0,Sacramento Kings,
Phoenix Suns,2014,regular,32,2014-12-28,1.0,Los Angeles Lakers,
Phoenix Suns,2014,regular,33,2014-12-30,1.0,New Orleans Pelicans,
Phoenix Suns,2014,regular,34,2014-12-31,1.0,Oklahoma City Thunder,OT
Phoenix Suns,2014,regular,35,2015-01-02,,Philadelphia 76ers,
Phoenix Suns,2014,regular,36,2015-01-04,,Toronto Raptors,
Phoenix Suns,2014,regular,37,2015-01-06,1.0,Milwaukee Bucks,
Phoenix Suns,2014,regular,38,2015-01-07,1.0,Minnesota Timberwolves,
Phoenix Suns,2014,regular,39,2015-01-09,1.0,San Antonio Spurs,
Phoenix Suns,2014,regular,40,2015-01-11,1.0,Memphis Grizzlies,2OT
Phoenix Suns,2014,regular,41,2015-01-13,,Cleveland Cavaliers,
Phoenix Suns,2014,regular,42,2015-01-16,,Minnesota Timberwolves,
Phoenix Suns,2014,regular,43,2015-01-19,,Los Angeles Lakers,
Phoenix Suns,2014,regular,44,2015-01-21,,Portland Trail Blazers,
Phoenix Suns,2014,regular,45,2015-01-23,,Houston Rockets,
Phoenix Suns,2014,regular,46,2015-01-25,,Los Angeles Clippers,
Phoenix Suns,2014,regular,47,2015-01-28,,Washington Wizards,
Phoenix Suns,2014,regular,48,2015-01-30,,Chicago Bulls,
Phoenix Suns,2014,regular,49,2015-01-31,1.0,Golden State Warriors,
Phoenix Suns,2014,regular,50,2015-02-02,,Memphis Grizzlies,
Phoenix Suns,2014,regular,51,2015-02-05,1.0,Portland Trail Blazers,
Phoenix Suns,2014,regular,52,2015-02-06,,Utah Jazz,
Phoenix Suns,2014,regular,53,2015-02-08,1.0,Sacramento Kings,
Phoenix Suns,2014,regular,54,2015-02-10,,Houston Rockets,
Phoenix Suns,2014,regular,55,2015-02-20,1.0,Minnesota Timberwolves,
Phoenix Suns,2014,regular,56,2015-02-21,1.0,Chicago Bulls,
Phoenix Suns,2014,regular,57,2015-02-23,,Boston Celtics,
Phoenix Suns,2014,regular,58,2015-02-25,1.0,Denver Nuggets,
Phoenix Suns,2014,regular,59,2015-02-26,,Oklahoma City Thunder,OT
Phoenix Suns,2014,regular,60,2015-02-28,,San Antonio Spurs,
Phoenix Suns,2014,regular,61,2015-03-02,1.0,Miami Heat,
Phoenix Suns,2014,regular,62,2015-03-04,1.0,Orlando Magic,
Phoenix Suns,2014,regular,63,2015-03-06,1.0,Brooklyn Nets,OT
Phoenix Suns,2014,regular,64,2015-03-07,1.0,Cleveland Cavaliers,
Phoenix Suns,2014,regular,65,2015-03-09,,Golden State Warriors,
Phoenix Suns,2014,regular,66,2015-03-11,,Minnesota Timberwolves,
Phoenix Suns,2014,regular,67,2015-03-13,,Atlanta Hawks,
Phoenix Suns,2014,regular,68,2015-03-15,,New York Knicks,
Phoenix Suns,2014,regular,69,2015-03-19,,New Orleans Pelicans,
Phoenix Suns,2014,regular,70,2015-03-21,1.0,Houston Rockets,
Phoenix Suns,2014,regular,71,2015-03-22,,Dallas Mavericks,
Phoenix Suns,2014,regular,72,2015-03-25,,Sacramento Kings,
Phoenix Suns,2014,regular,73,2015-03-27,,Portland Trail Blazers,
Phoenix Suns,2014,regular,74,2015-03-29,,Oklahoma City Thunder,
Phoenix Suns,2014,regular,75,2015-03-30,1.0,Portland Trail Blazers,
Phoenix Suns,2014,regular,76,2015-04-02,1.0,Golden State Warriors,
Phoenix Suns,2014,regular,77,2015-04-04,,Utah Jazz,
Phoenix Suns,2014,regular,78,2015-04-07,1.0,Atlanta Hawks,
Phoenix Suns,2014,regular,79,2015-04-08,1.0,Dallas Mavericks,
Phoenix Suns,2014,regular,80,2015-04-10,1.0,New Orleans Pelicans,
Phoenix Suns,2014,regular,81,2015-04-12,1.0,San Antonio Spurs,
Phoenix Suns,2014,regular,82,2015-04-14,,Los Angeles Clippers,
Phoenix Suns,2015,regular,1,2015-10-28,,Dallas Mavericks,
Phoenix Suns,2015,regular,2,2015-10-30,,Portland Trail Blazers,
Phoenix Suns,2015,regular,3,2015-10-31,1.0,Portland Trail Blazers,
Phoenix Suns,2015,regular,4,2015-11-02,1.0,Los Angeles Clippers,
Phoenix Suns,2015,regular,5,2015-11-04,,Sacramento Kings,
Phoenix Suns,2015,regular,6,2015-11-06,,Detroit Pistons,
Phoenix Suns,2015,regular,7,2015-11-08,1.0,Oklahoma City Thunder,
Phoenix Suns,2015,regular,8,2015-11-12,,Los Angeles Clippers,
Phoenix Suns,2015,regular,9,2015-11-14,,Denver Nuggets,
Phoenix Suns,2015,regular,10,2015-11-16,,Los Angeles Lakers,
Phoenix Suns,2015,regular,11,2015-11-18,,Chicago Bulls,
Phoenix Suns,2015,regular,12,2015-11-20,1.0,Denver Nuggets,
Phoenix Suns,2015,regular,13,2015-11-22,1.0,New Orleans Pelicans,
Phoenix Suns,2015,regular,14,2015-11-23,1.0,San Antonio Spurs,
Phoenix Suns,2015,regular,15,2015-11-25,,New Orleans Pelicans,
Phoenix Suns,2015,regular,16,2015-11-27,,Golden State Warriors,
Phoenix Suns,2015,regular,17,2015-11-29,1.0,Toronto Raptors,
Phoenix Suns,2015,regular,18,2015-12-01,1.0,Brooklyn Nets,
Phoenix Suns,2015,regular,19,2015-12-02,1.0,Detroit Pistons,OT
Phoenix Suns,2015,regular,20,2015-12-04,1.0,Washington Wizards,
Phoenix Suns,2015,regular,21,2015-12-06,1.0,Memphis Grizzlies,
Phoenix Suns,2015,regular,22,2015-12-07,1.0,Chicago Bulls,
Phoenix Suns,2015,regular,23,2015-12-09,,Orlando Magic,
Phoenix Suns,2015,regular,24,2015-12-11,,Portland Trail Blazers,
Phoenix Suns,2015,regular,25,2015-12-13,,Minnesota Timberwolves,
Phoenix Suns,2015,regular,26,2015-12-14,1.0,Dallas Mavericks,
Phoenix Suns,2015,regular,27,2015-12-16,1.0,Golden State Warriors,
Phoenix Suns,2015,regular,28,2015-12-18,,New Orleans Pelicans,
Phoenix Suns,2015,regular,29,2015-12-20,,Milwaukee Bucks,
Phoenix Suns,2015,regular,30,2015-12-21,1.0,Utah Jazz,
Phoenix Suns,2015,regular,31,2015-12-23,,Denver Nuggets,
Phoenix Suns,2015,regular,32,2015-12-26,,Philadelphia 76ers,
Phoenix Suns,2015,regular,33,2015-12-28,,Cleveland Cavaliers,
Phoenix Suns,2015,regular,34,2015-12-30,1.0,San Antonio Spurs,
Phoenix Suns,2015,regular,35,2015-12-31,1.0,Oklahoma City Thunder,
Phoenix Suns,2015,regular,36,2016-01-02,1.0,Sacramento Kings,
Phoenix Suns,2015,regular,37,2016-01-03,1.0,Los Angeles Lakers,
Phoenix Suns,2015,regular,38,2016-01-06,,Charlotte Hornets,
Phoenix Suns,2015,regular,39,2016-01-08,,Miami Heat,
Phoenix Suns,2015,regular,40,2016-01-12,1.0,Indiana Pacers,
Phoenix Suns,2015,regular,41,2016-01-15,1.0,Boston Celtics,
Phoenix Suns,2015,regular,42,2016-01-17,1.0,Minnesota Timberwolves,
Phoenix Suns,2015,regular,43,2016-01-19,,Indiana Pacers,
Phoenix Suns,2015,regular,44,2016-01-21,,San Antonio Spurs,
Phoenix Suns,2015,regular,45,2016-01-23,,Atlanta Hawks,
Phoenix Suns,2015,regular,46,2016-01-26,1.0,Philadelphia 76ers,
Phoenix Suns,2015,regular,47,2016-01-27,1.0,Cleveland Cavaliers,
Phoenix Suns,2015,regular,48,2016-01-29,1.0,New York Knicks,
Phoenix Suns,2015,regular,49,2016-01-31,1.0,Dallas Mavericks,
Phoenix Suns,2015,regular,50,2016-02-02,,Toronto Raptors,
Phoenix Suns,2015,regular,51,2016-02-04,,Houston Rockets,
Phoenix Suns,2015,regular,52,2016-02-06,,Utah Jazz,
Phoenix Suns,2015,regular,53,2016-02-08,,Oklahoma City Thunder,
Phoenix Suns,2015,regular,54,2016-02-10,,Golden State Warriors,
Phoenix Suns,2015,regular,55,2016-02-19,,Houston Rockets,
Phoenix Suns,2015,regular,56,2016-02-21,,San Antonio Spurs,
Phoenix Suns,2015,regular,57,2016-02-22,1.0,Los Angeles Clippers,
Phoenix Suns,2015,regular,58,2016-02-25,,Brooklyn Nets,
Phoenix Suns,2015,regular,59,2016-02-27,,Memphis Grizzlies,
Phoenix Suns,2015,regular,60,2016-03-01,1.0,Charlotte Hornets,
Phoenix Suns,2015,regular,61,2016-03-03,1.0,Miami Heat,
Phoenix Suns,2015,regular,62,2016-03-04,1.0,Orlando Magic,
Phoenix Suns,2015,regular,63,2016-03-06,1.0,Memphis Grizzlies,
Phoenix Suns,2015,regular,64,2016-03-09,,New York Knicks,
Phoenix Suns,2015,regular,65,2016-03-10,1.0,Denver Nuggets,
Phoenix Suns,2015,regular,66,2016-03-12,1.0,Golden State Warriors,
Phoenix Suns,2015,regular,67,2016-03-14,,Minnesota Timberwolves,
