Year,Season,Player,Pos,Age,Team,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
2021,regular,Tre Jones,PG,22,San Antonio Spurs,69,11,16.6,37.0,1145.4,270.0999999999999
2021,regular,Tyus Jones,PG,25,Memphis Grizzlies,73,23,21.2,391.0,1547.6,6934.699999999999
2021,regular,DeAndre Jordan,C,33,TOT,48,20,13.0,709.0,624.0,21347.0
2021,regular,Cory Joseph,PG,30,Detroit Pistons,65,39,24.6,716.0,1599.0,15500.199999999997
2021,regular,Georgios Kalaitzakis,SF,23,TOT,13,4,16.4,0.0,213.2,0.0
2021,regular,Frank Kaminsky,C,28,Phoenix Suns,9,0,20.1,385.0,180.9,8004.299999999999
2021,regular,Luke Kennard,SG,25,Los Angeles Clippers,70,13,27.4,246.0,1918.0,5404.6
2021,regular,Braxton Key,SF,24,TOT,11,0,17.9,0.0,196.89999999999998,0.0
2021,regular,George King,SF,28,Dallas Mavericks,4,0,4.8,1.0,19.2,6.0
2021,regular,Louis King,SF,22,Sacramento Kings,10,0,10.4,16.0,104.0,147.2
2021,regular,Corey Kispert,SF,22,Washington Wizards,77,36,23.4,0.0,1801.8,0.0
2021,regular,Maxi Kleber,PF,30,Dallas Mavericks,59,21,24.6,280.0,1451.4,6331.5
2021,regular,Brandon Knight,PG,30,Dallas Mavericks,5,0,13.0,380.0,65.0,11006.0
2021,regular,Nathan Knight,PF,24,Minnesota Timberwolves,37,2,7.2,39.0,266.40000000000003,294.3
2021,regular,Kevin Knox,SF,22,TOT,30,0,7.4,183.0,222.0,3789.5
2021,regular,John Konchar,SG,25,Memphis Grizzlies,72,7,17.9,63.0,1288.8,759.7
2021,regular,Furkan Korkmaz,SG,24,Philadelphia 76ers,67,19,21.1,210.0,1413.7,3654.1000000000004
2021,regular,Luke Kornet,C,26,TOT,15,0,6.9,135.0,103.5,2018.1999999999998
2021,regular,Vit Krejci,SG,21,Oklahoma City Thunder,30,8,23.0,0.0,690.0,0.0
2021,regular,Arnoldas Kulboka,SF,24,Charlotte Hornets,2,0,2.5,0.0,5.0,0.0
2021,regular,Jonathan Kuminga,SF,19,Golden State Warriors,70,12,16.9,0.0,1183.0,0.0
2021,regular,Kyle Kuzma,PF,26,Washington Wizards,66,66,33.4,303.0,2204.4,8808.0
2021,regular,Anthony Lamb,SF,24,San Antonio Spurs,2,0,4.0,24.0,8.0,415.20000000000005
2021,regular,Jeremy Lamb,SF-SG,29,TOT,56,0,16.7,531.0,935.1999999999999,11077.699999999999
2021,regular,Jock Landale,C,26,San Antonio Spurs,54,1,10.9,0.0,588.6,0.0
2021,regular,Romeo Langford,SG,22,TOT,48,5,16.1,61.0,772.8000000000001,809.1999999999999
2021,regular,Zach LaVine,SG,26,Chicago Bulls,67,67,34.7,411.0,2324.9,12898.8
2021,regular,Jake Layman,SF,27,Minnesota Timberwolves,34,1,6.8,218.0,231.2,2912.5
2021,regular,Damion Lee,SG,29,Golden State Warriors,63,5,19.9,153.0,1253.6999999999998,3276.2
2021,regular,Saben Lee,PG,22,Detroit Pistons,37,0,16.3,48.0,603.1,782.4
2021,regular,Alex Len,C,28,Sacramento Kings,39,10,15.9,536.0,620.1,10190.400000000001
2021,regular,Caris LeVert,SG,27,TOT,58,49,30.7,269.0,1780.6,7269.4
2021,regular,Kira Lewis Jr.,PG,20,New Orleans Pelicans,24,0,14.2,54.0,340.79999999999995,901.8
2021,regular,Scottie Lewis,SG,21,Charlotte Hornets,2,0,3.5,0.0,7.0,0.0
2021,regular,Damian Lillard,PG,31,Portland Trailblazers,29,29,36.4,743.0,1055.6,27241.5
2021,regular,Nassir Little,SF,21,Portland Trailblazers,42,23,25.9,99.0,1087.8,1218.6000000000001
2021,regular,Isaiah Livers,SF,23,Detroit Pistons,19,5,20.2,0.0,383.8,0.0
2021,regular,Kevon Looney,C,25,Golden State Warriors,82,80,21.1,327.0,1730.2,5097.0
2021,regular,Brook Lopez,C,33,Milwaukee Bucks,13,11,22.9,665.0,297.7,19272.0
2021,regular,Robin Lopez,C,33,Orlando Magic,36,9,17.0,691.0,612.0,17210.699999999997
2021,regular,Didi Louzada,SG-SF,22,TOT,9,1,14.3,3.0,128.70000000000002,56.099999999999994
2021,regular,Kevin Love,C,33,Cleveland Cavaliers,74,4,22.5,532.0,1665.0,16869.1
2021,regular,Kyle Lowry,PG,35,Miami Heat,63,63,33.9,685.0,2135.7,23950.999999999996
2021,regular,Gabriel Lundberg,SG,27,Phoenix Suns,4,0,11.0,0.0,44.0,0.0
2021,regular,Timothe Luwawu-Cabarrot,SF,26,Atlanta Hawks,52,18,13.2,287.0,686.4,4719.7
2021,regular,Trey Lyles,PF,26,TOT,75,23,20.5,379.0,1537.5,6705.100000000002
2021,regular,Theo Maledon,PG,20,Oklahoma City Thunder,51,7,17.8,65.0,907.8000000000001,1781.0
2021,regular,Sandro Mamukelashvili,PF,22,Milwaukee Bucks,41,3,9.9,0.0,405.90000000000003,0.0
2021,regular,Terance Mann,SF,25,Los Angeles Clippers,81,33,28.6,140.0,2316.6,2032.5000000000005
2021,regular,Tre Mann,PG,20,Oklahoma City Thunder,60,26,22.8,0.0,1368.0,0.0
2021,regular,Boban Marjanovic,C,33,Dallas Mavericks,23,0,5.6,291.0,128.79999999999998,2820.4999999999995
2021,regular,Lauri Markkanen,SF,24,Cleveland Cavaliers,61,61,30.8,221.0,1878.8,6504.999999999999
2021,regular,Naji Marshall,SF,24,New Orleans Pelicans,55,4,13.4,32.0,737.0,700.8
2021,regular,Caleb Martin,SF,26,Miami Heat,60,12,22.9,71.0,1374.0,1133.0
2021,regular,Cody Martin,SF,26,Charlotte Hornets,71,11,26.3,100.0,1867.3,1750.0000000000002
2021,regular,Kelan Martin,SF,26,TOT,30,1,15.0,66.0,450.0,818.0
2021,regular,KJ Martin,SF,21,Houston Rockets,79,2,21.0,45.0,1659.0,1066.5
2021,regular,Garrison Mathews,SG,25,Houston Rockets,65,33,26.3,85.0,1709.5,1280.6999999999998
2021,regular,Dakota Mathias,SG,26,Memphis Grizzlies,6,0,2.7,8.0,16.200000000000003,123.2
2021,regular,Wesley Matthews,SG,35,Milwaukee Bucks,49,14,20.4,655.0,999.5999999999999,20403.399999999998
2021,regular,Tyrese Maxey,PG,21,Philadelphia 76ers,75,74,35.3,73.0,2647.5,1089.3000000000002
2021,regular,Skylar Mays,SG,24,Atlanta Hawks,28,5,7.9,40.0,221.20000000000002,287.4
2021,regular,Miles McBride,PG,21,New York Knicks,40,2,9.3,0.0,372.0,0.0
2021,regular,Mac McClung,SG-PG,23,TOT,2,0,12.0,0.0,24.0,0.0
2021,regular,CJ McCollum,SG-PG,30,TOT,62,62,34.6,585.0,2145.2000000000003,18481.1
2021,regular,T.J. McConnell,PG,29,Indiana Pacers,27,8,24.1,476.0,650.7,10282.6
2021,regular,Jaden McDaniels,PF,21,Minnesota Timberwolves,70,31,25.8,63.0,1806.0,1512.0
2021,regular,Jalen McDaniels,SF,24,Charlotte Hornets,55,2,16.3,63.0,896.5,1195.1999999999998
2021,regular,Doug McDermott,PF,30,San Antonio Spurs,51,51,24.0,491.0,1224.0,9942.900000000001
2021,regular,JaVale McGee,C,34,Phoenix Suns,74,17,15.8,527.0,1169.2,7571.000000000001
2021,regular,Cameron McGriff,SF,24,Portland Trailblazers,3,0,15.3,0.0,45.900000000000006,0.0
2021,regular,Rodney McGruder,SG,30,Detroit Pistons,51,2,14.8,243.0,754.8000000000001,4914.6
2021,regular,Alfonzo McKinnie,SF,29,Chicago Bulls,17,3,12.1,189.0,205.7,2150.8
2021,regular,JaQuori McLaughlin,PG,24,Dallas Mavericks,4,0,2.8,0.0,11.2,0.0
2021,regular,Jordan McLaughlin,PG,25,Minnesota Timberwolves,62,3,14.5,81.0,899.0,1529.4
2021,regular,Ben McLemore,SG,28,Portland Trailblazers,64,6,20.1,507.0,1286.4,11422.099999999999
2021,regular,De'Anthony Melton,SG,23,Memphis Grizzlies,73,15,22.7,167.0,1657.1,3283.1999999999994
2021,regular,Sam Merrill,SG,25,Memphis Grizzlies,6,0,9.7,38.0,58.199999999999996,264.4
2021,regular,Chimezie Metu,C,24,Sacramento Kings,60,20,21.3,83.0,1278.0,739.0
2021,regular,Khris Middleton,SF,30,Milwaukee Bucks,66,66,32.4,652.0,2138.4,21089.9
2021,regular,C.J. Miles,SG,34,Boston Celtics,1,0,2.0,480.0,2.0,10191.6
2021,regular,Patty Mills,SG,33,Brooklyn Nets,81,48,29.0,726.0,2349.0,14983.3
2021,regular,Paul Millsap,C,36,TOT,33,1,11.4,671.0,376.2,20131.7
2021,regular,Shake Milton,SG,25,Philadelphia 76ers,55,6,21.4,139.0,1177.0,2780.7999999999997
2021,regular,Davion Mitchell,PG,23,Sacramento Kings,75,19,27.7,0.0,2077.5,0.0
2021,regular,Donovan Mitchell,SG,25,Utah Jazz,67,67,33.8,311.0,2264.6,10584.699999999997
2021,regular,Evan Mobley,PF,20,Cleveland Cavaliers,69,69,33.8,0.0,2332.2,0.0
2021,regular,Malik Monk,SG,23,Los Angeles Lakers,76,37,28.1,233.0,2135.6,4161.699999999999
2021,regular,Greg Monroe,C,31,TOT,14,0,13.9,513.0,194.6,13512.5
2021,regular,Moses Moody,SG,19,Golden State Warriors,52,11,11.7,0.0,608.4,0.0
2021,regular,Xavier Moon,SG,27,Los Angeles Clippers,10,0,13.7,0.0,137.0,0.0
2021,regular,Matt Mooney,SG,25,New York Knicks,1,0,2.0,4.0,2.0,19.2
2021,regular,Ja Morant,PG,22,Memphis Grizzlies,57,57,33.1,135.0,1886.7,4333.8
2021,regular,Juwan Morgan,PF,24,TOT,2,0,15.5,59.0,31.0,374.4
2021,regular,Jaylen Morris,SG,26,San Antonio Spurs,3,0,5.3,10.0,15.899999999999999,127.0
2021,regular,Marcus Morris,PF,32,Los Angeles Clippers,54,54,29.0,711.0,1566.0,19718.6
2021,regular,Markieff Morris,PF,32,Miami Heat,17,1,17.5,684.0,297.5,17245.1
2021,regular,Monte Morris,PG,26,Denver Nuggets,75,74,29.9,248.0,2242.5,5738.5
2021,regular,Emmanuel Mudiay,PG,25,Sacramento Kings,2,0,5.5,303.0,11.0,7209.7
2021,regular,Mychal Mulder,PG,27,TOT,17,3,14.1,67.0,239.7,971.7
2021,regular,Ade Murkey,SG,24,Sacramento Kings,1,0,1.0,0.0,1.0,0.0
2021,regular,Trey Murphy III,SF,21,New Orleans Pelicans,62,1,13.9,0.0,861.8000000000001,0.0
2021,regular,Dejounte Murray,PG,25,San Antonio Spurs,68,68,34.8,268.0,2366.3999999999996,6155.700000000001
2021,regular,Mike Muscala,C,30,Oklahoma City Thunder,43,0,13.8,418.0,593.4,6380.599999999999
2021,regular,Svi Mykhailiuk,SF,24,Toronto Raptors,56,5,12.8,164.0,716.8000000000001,3033.2000000000003
2021,regular,Abdel Nader,SF,28,Phoenix Suns,14,0,10.4,210.0,145.6,2534.8
2021,regular,Larry Nance Jr.,C-PF,29,TOT,46,11,22.6,370.0,1039.6000000000001,8796.400000000001
2021,regular,RJ Nembhard Jr.,SG,22,Cleveland Cavaliers,14,0,4.5,0.0,63.0,0.0
2021,regular,Aaron Nesmith,SF,22,Boston Celtics,52,3,11.0,51.0,572.0,742.0
2021,regular,Raul Neto,PG,29,Washington Wizards,70,19,19.6,344.0,1372.0,5177.799999999999
2021,regular,Malik Newman,PG,24,Cleveland Cavaliers,1,0,8.0,1.0,8.0,4.0
2021,regular,Georges Niang,PF,28,Philadelphia 76ers,76,7,22.8,252.0,1732.8,3011.499999999999
2021,regular,Daishen Nix,SG,19,Houston Rockets,24,0,10.9,0.0,261.6,0.0
2021,regular,Zeke Nnaji,PF,21,Denver Nuggets,41,1,17.0,47.0,697.0,417.0
2021,regular,Nerlens Noel,C,27,New York Knicks,25,11,22.5,442.0,562.5,9771.1
2021,regular,Jaylen Nowell,SG,22,Minnesota Timberwolves,62,1,15.7,57.0,973.4,911.6999999999999
2021,regular,Frank Ntilikina,SG,23,Dallas Mavericks,58,5,11.8,214.0,684.4000000000001,4124.1
2021,regular,Jusuf Nurkic,C,27,Portland Trailblazers,56,56,28.2,371.0,1579.2,8678.4
2021,regular,David Nwaba,SF,29,Houston Rockets,46,4,13.2,191.0,607.1999999999999,3973.3
2021,regular,Jordan Nwora,SF,23,Milwaukee Bucks,62,13,19.1,35.0,1184.2,304.0
2021,regular,Royce O'Neale,SF,28,Utah Jazz,77,77,31.2,327.0,2402.4,8169.0
2021,regular,Semi Ojeleye,PF,27,TOT,30,0,13.5,292.0,405.0,4111.2
2021,regular,Chuma Okeke,PF,23,Orlando Magic,70,20,25.0,45.0,1750.0,1134.0
2021,regular,Josh Okogie,SG,23,Minnesota Timberwolves,49,6,10.5,195.0,514.5,4501.5
2021,regular,Onyeka Okongwu,C,21,Atlanta Hawks,48,6,20.7,68.0,993.5999999999999,765.5999999999999
2021,regular,Isaac Okoro,SF,21,Cleveland Cavaliers,67,61,29.6,67.0,1983.2,2170.8
2021,regular,KZ Okpala,PF,22,Miami Heat,21,0,11.6,44.0,243.6,479.69999999999993
2021,regular,Victor Oladipo,SG,29,Miami Heat,8,1,21.6,470.0,172.8,15529.800000000001
2021,regular,Cameron Oliver,SF,25,Atlanta Hawks,2,0,21.5,4.0,43.0,87.19999999999999
2021,regular,Kelly Olynyk,C,30,Detroit Pistons,40,1,19.1,618.0,764.0,13469.599999999999
2021,regular,Eugene Omoruyi,SF,24,Dallas Mavericks,4,0,4.5,0.0,18.0,0.0
2021,regular,Miye Oni,SG,24,Utah Jazz,16,0,2.8,74.0,44.8,682.1999999999999
2021,regular,Cedi Osman,SF,26,Cleveland Cavaliers,66,3,22.2,275.0,1465.2,6601.200000000001
2021,regular,Daniel Oturu,C,22,Toronto Raptors,3,0,9.0,38.0,27.0,177.2
2021,regular,Kelly Oubre Jr.,SF,26,Charlotte Hornets,76,13,26.3,421.0,1998.8,10389.599999999999
2021,regular,Jaysean Paige,PG,27,Detroit Pistons,1,0,7.0,0.0,7.0,0.0
2021,regular,Trayvon Palmer,SG,27,Detroit Pistons,1,0,17.0,0.0,17.0,0.0
2021,regular,Kevin Pangos,PG,29,Cleveland Cavaliers,24,3,6.9,0.0,165.60000000000002,0.0
2021,regular,Jabari Parker,PF,26,Boston Celtics,12,0,9.3,309.0,111.60000000000001,8648.6
2021,regular,Eric Paschall,PF,25,Utah Jazz,58,3,12.7,100.0,736.5999999999999,2352.0
2021,regular,Chris Paul,PG,36,Phoenix Suns,65,65,32.9,700.0,2138.5,23191.799999999996
2021,regular,Cameron Payne,PG,27,Phoenix Suns,58,12,22.0,254.0,1276.0,4201.0
2021,regular,Elfrid Payton,PG,27,Phoenix Suns,50,1,11.0,452.0,550.0,12855.8
2021,regular,Gary Payton II,SG,29,Golden State Warriors,71,16,17.6,71.0,1249.6000000000001,807.8
2021,regular,Norvel Pelle,C,28,Utah Jazz,3,0,6.3,38.0,18.9,324.29999999999995
2021,regular,Reggie Perry,PF,21,TOT,10,1,18.7,31.0,187.0,232.60000000000002
2021,regular,Jamorko Pickett,PF,24,Detroit Pistons,13,0,13.5,0.0,175.5,0.0
2021,regular,Theo Pinson,SF,26,Dallas Mavericks,19,0,7.8,71.0,148.2,632.8
2021,regular,Mason Plumlee,C,31,Charlotte Hornets,73,73,24.6,648.0,1795.8000000000002,13864.400000000001
2021,regular,Jakob Poeltl,C,26,San Antonio Spurs,68,67,29.0,370.0,1972.0,6775.9000000000015
2021,regular,Aleksej Pokusevski,PF,20,Oklahoma City Thunder,61,12,20.2,45.0,1232.2,1088.9999999999998
2021,regular,Yves Pons,SF,22,Memphis Grizzlies,12,0,5.9,0.0,70.80000000000001,0.0
2021,regular,Jordan Poole,SG,22,Golden State Warriors,76,51,30.0,108.0,2280.0,2266.2
2021,regular,Kevin Porter Jr.,PG,21,Houston Rockets,61,61,31.3,76.0,1909.3,1994.5999999999997
2021,regular,Michael Porter Jr.,SF,23,Denver Nuggets,9,9,29.4,145.0,264.59999999999997,3593.6
2021,regular,Otto Porter Jr.,PF,28,Golden State Warriors,63,15,22.2,472.0,1398.6,12611.0
2021,regular,Bobby Portis,C,26,Milwaukee Bucks,72,59,28.2,407.0,2030.3999999999999,8297.1
2021,regular,Kristaps Porzingis,PF,26,TOT,51,51,29.0,296.0,1479.0,9233.1
2021,regular,Micah Potter,C,23,Detroit Pistons,3,0,10.3,0.0,30.900000000000002,0.0
2021,regular,Dwight Powell,C,30,Dallas Mavericks,82,71,21.9,442.0,1795.8,8046.000000000001
2021,regular,Myles Powell,PG,24,Philadelphia 76ers,11,0,4.7,0.0,51.7,0.0
2021,regular,Norman Powell,SF-SG,28,TOT,45,41,32.4,449.0,1458.0,9296.7
2021,regular,Joshua Primo,SF,19,San Antonio Spurs,50,16,19.3,0.0,965.0,0.0
2021,regular,Taurean Prince,PF,27,Minnesota Timberwolves,69,8,17.1,307.0,1179.9,7939.700000000001
2021,regular,Payton Pritchard,PG,24,Boston Celtics,71,2,14.1,71.0,1001.1,1334.2000000000003
2021,regular,Trevelin Queen,SG,24,Houston Rockets,10,0,7.4,0.0,74.0,0.0
2021,regular,Neemias Queta,C,22,Sacramento Kings,15,0,8.0,0.0,120.0,0.0
2021,regular,Immanuel Quickley,PG,22,New York Knicks,78,3,23.1,69.0,1801.8000000000002,1318.6
2021,regular,Jahmi'us Ramsey,SG,20,Sacramento Kings,19,0,7.1,13.0,134.9,93.6
2021,regular,Julius Randle,PF,27,New York Knicks,72,72,35.3,451.0,2541.6,13782.199999999999
2021,regular,Austin Reaves,SG,23,Los Angeles Lakers,61,19,23.2,0.0,1415.2,0.0
2021,regular,Cam Reddish,SF,22,TOT,49,7,20.7,88.0,1014.3,2389.3999999999996
2021,regular,Davon Reed,SG,26,Denver Nuggets,48,5,13.9,31.0,667.2,288.5
2021,regular,Paul Reed,C,22,Philadelphia 76ers,38,2,7.9,29.0,300.2,187.89999999999998
2021,regular,Naz Reid,C,22,Minnesota Timberwolves,77,6,15.8,100.0,1216.6000000000001,1839.0000000000002
2021,regular,Nick Richards,C,24,Charlotte Hornets,50,5,7.3,18.0,365.0,63.0
2021,regular,Josh Richardson,SG,28,TOT,65,7,24.6,403.0,1599.0,12189.6
2021,regular,Austin Rivers,SG,29,Denver Nuggets,67,18,22.1,643.0,1480.7,15581.800000000003
2021,regular,Duncan Robinson,SG,27,Miami Heat,79,68,25.9,185.0,2046.1,5290.0
2021,regular,Justin Robinson,PG,24,TOT,25,0,12.2,18.0,305.0,136.8
2021,regular,Mitchell Robinson,C,23,New York Knicks,72,62,25.7,158.0,1850.3999999999999,3621.2000000000007
2021,regular,Jeremiah Robinson-Earl,C,21,Oklahoma City Thunder,49,36,22.2,0.0,1087.8,0.0
2021,regular,Isaiah Roby,PF,23,Oklahoma City Thunder,45,28,21.1,64.0,949.5000000000001,1438.5
2021,regular,Rajon Rondo,PG,35,TOT,39,1,17.9,523.0,698.0999999999999,14665.099999999999
2021,regular,Derrick Rose,PG,33,New York Knicks,26,4,24.5,389.0,637.0,11159.699999999999
2021,regular,Terrence Ross,SG,30,Orlando Magic,63,0,23.0,648.0,1449.0,16064.5
2021,regular,Terry Rozier,SG,27,Charlotte Hornets,73,73,33.7,454.0,2460.1000000000004,11217.599999999999
2021,regular,Ricky Rubio,PG,31,Cleveland Cavaliers,34,8,28.5,601.0,969.0,18111.7
2021,regular,D'Angelo Russell,PG,25,Minnesota Timberwolves,65,65,32.0,364.0,2080.0,10542.4
2021,regular,Matt Ryan,SF,24,Boston Celtics,1,0,5.0,0.0,5.0,0.0
2021,regular,Domantas Sabonis,PF,25,TOT,62,61,34.5,366.0,2139.0,9933.800000000001
2021,regular,Olivier Sarr,C,22,Oklahoma City Thunder,22,2,19.1,0.0,420.20000000000005,0.0
2021,regular,Tomas Satoransky,SG-PG-SF,30,TOT,55,13,16.5,349.0,907.5,7808.200000000001
2021,regular,Jordan Schakel,SG,23,Washington Wizards,4,0,7.5,0.0,30.0,0.0
2021,regular,Admiral Schofield,SF,24,Orlando Magic,38,1,12.3,33.0,467.40000000000003,369.59999999999997
2021,regular,Dennis Schroder,PG,28,TOT,64,29,28.7,609.0,1836.8,15895.900000000001
2021,regular,Tre Scott,SF,25,Cleveland Cavaliers,2,0,5.5,0.0,11.0,0.0
2021,regular,Jay Scrubb,SG,21,Los Angeles Clippers,18,0,6.7,10.0,120.60000000000001,91.8
2021,regular,Wayne Selden,SG,27,New York Knicks,3,0,6.3,130.0,18.9,2475.8
2021,regular,Alperen Sengun,C,19,Houston Rockets,72,13,20.7,0.0,1490.3999999999999,0.0
2021,regular,Collin Sexton,SG,23,Cleveland Cavaliers,11,11,28.7,207.0,315.7,6870.6
2021,regular,Landry Shamet,SG,24,Phoenix Suns,69,14,20.8,224.0,1435.2,5279.9
2021,regular,Day'Ron Sharpe,PF,20,Brooklyn Nets,32,8,12.2,0.0,390.4,0.0
2021,regular,Pascal Siakam,PF,27,Toronto Raptors,68,68,37.9,379.0,2577.2,10700.899999999998
2021,regular,Chris Silva,PF,25,TOT,10,0,9.1,59.0,91.0,439.1
2021,regular,Marko Simonovic,C,22,Chicago Bulls,9,0,3.9,0.0,35.1,0.0
2021,regular,Anfernee Simons,SG,22,Portland Trailblazers,57,30,29.5,169.0,1681.5,2899.0
2021,regular,Zavier Simpson,PG,24,Oklahoma City Thunder,4,4,43.5,0.0,174.0,0.0
2021,regular,Jericho Sims,PF,23,New York Knicks,41,5,13.5,0.0,553.5,0.0
2021,regular,Deividas Sirvydis,SG,21,Detroit Pistons,3,0,9.0,20.0,27.0,134.0
2021,regular,Javonte Smart,PG,22,TOT,17,1,11.8,0.0,200.60000000000002,0.0
2021,regular,Marcus Smart,PG,27,Boston Celtics,71,71,32.3,516.0,2293.2999999999997,15322.3
2021,regular,Dennis Smith Jr.,PG,24,Portland Trailblazers,37,4,17.2,179.0,636.4,4517.9
2021,regular,Ish Smith,PG,33,TOT,65,1,17.3,598.0,1124.5,12752.5
2021,regular,Jalen Smith,PF,21,TOT,51,8,18.1,33.0,923.1,174.60000000000002
2021,regular,Xavier Sneed,SF,24,TOT,9,0,4.3,0.0,38.699999999999996,0.0
2021,regular,Tony Snell,SG,30,TOT,53,12,15.5,595.0,821.5,12865.500000000002
2021,regular,Jaden Springer,SG,19,Philadelphia 76ers,2,0,3.0,0.0,6.0,0.0
2021,regular,Cassius Stanley,SG,22,Detroit Pistons,9,1,17.2,24.0,154.79999999999998,93.6
2021,regular,Nik Stauskas,SG,28,TOT,8,0,4.9,335.0,39.2,6664.6
2021,regular,Lance Stephenson,PG-SG,31,TOT,46,1,17.7,507.0,814.1999999999999,13043.900000000001
2021,regular,Lamar Stevens,PF,24,Cleveland Cavaliers,63,13,16.1,40.0,1014.3000000000001,500.0000000000001
2021,regular,Isaiah Stewart,C,20,Detroit Pistons,71,71,25.6,68.0,1817.6000000000001,1455.2
2021,regular,Max Strus,SF,25,Miami Heat,68,16,23.3,43.0,1584.4,519.0
2021,regular,Jalen Suggs,PG,20,Orlando Magic,48,45,27.2,0.0,1305.6,0.0
2021,regular,Craig Sword,SG,28,Washington Wizards,3,0,6.3,0.0,18.9,0.0
2021,regular,Keifer Sykes,PG,28,Indiana Pacers,32,11,17.7,0.0,566.4,0.0
2021,regular,Jae'Sean Tate,PF,26,Houston Rockets,78,77,26.4,70.0,2059.2,2044.0
2021,regular,Jayson Tatum,SF,23,Boston Celtics,76,76,35.9,339.0,2728.4,11304.400000000001
2021,regular,Terry Taylor,PF,22,Indiana Pacers,33,7,21.6,0.0,712.8000000000001,0.0
2021,regular,Garrett Temple,SG,35,New Orleans Pelicans,59,16,18.6,605.0,1097.4,13355.199999999999
2021,regular,Emanuel Terry,PF,25,Phoenix Suns,3,0,6.0,3.0,18.0,23.1
2021,regular,Tyrell Terry,PG,21,Memphis Grizzlies,2,0,1.5,11.0,3.0,56.099999999999994
2021,regular,Jon Teske,C,24,Memphis Grizzlies,3,0,2.7,0.0,8.100000000000001,0.0
2021,regular,Daniel Theis,C,29,TOT,47,27,20.8,283.0,977.6,5539.8
2021,regular,Brodric Thomas,SG,25,Boston Celtics,12,0,5.0,32.0,60.0,400.0
2021,regular,Cam Thomas,SG,20,Brooklyn Nets,67,2,17.6,0.0,1179.2,0.0
2021,regular,Isaiah Thomas,PG,32,TOT,22,1,15.1,488.0,332.2,14435.2
2021,regular,Matt Thomas,SG,27,Chicago Bulls,40,0,11.5,99.0,460.0,853.5999999999999
2021,regular,Klay Thompson,SG,31,Golden State Warriors,32,32,29.4,672.0,940.8,23302.999999999996
2021,regular,Tristan Thompson,C,30,TOT,57,6,15.7,696.0,894.9,19695.2
2021,regular,JT Thor,PF,19,Charlotte Hornets,33,0,7.9,0.0,260.7,0.0
2021,regular,Matisse Thybulle,SG,24,Philadelphia 76ers,66,50,25.5,146.0,1683.0,2881.7999999999993
2021,regular,Killian Tillie,C,23,Memphis Grizzlies,36,3,12.8,18.0,460.8,181.8
2021,regular,Xavier Tillman Sr.,PF,23,Memphis Grizzlies,53,2,13.2,62.0,699.5999999999999,1103.6
2021,regular,Isaiah Todd,PF,20,Washington Wizards,12,0,6.2,0.0,74.4,0.0
2021,regular,Obi Toppin,PF,23,New York Knicks,72,10,17.1,67.0,1231.2,747.0
2021,regular,Juan Toscano-Anderson,SF,28,Golden State Warriors,73,6,13.6,66.0,992.8,1379.3999999999999
2021,regular,Karl-Anthony Towns,C,26,Minnesota Timberwolves,74,74,33.5,413.0,2479.0,14172.400000000001
2021,regular,Gary Trent Jr.,SG,23,Toronto Raptors,70,69,35.0,139.0,2450.0,3397.6000000000004
2021,regular,P.J. Tucker,PF,36,Miami Heat,71,70,27.9,762.0,1980.8999999999999,22814.7
2021,regular,Rayjon Tucker,SG,24,TOT,5,0,14.2,37.0,71.0,243.60000000000002
2021,regular,Myles Turner,C,25,Indiana Pacers,42,42,29.4,415.0,1234.8,11944.7
2021,regular,Jonas Valanciunas,C,29,New Orleans Pelicans,74,74,30.3,669.0,2242.2000000000003,17169.899999999998
2021,regular,Denzel Valentine,SG,28,TOT,24,0,9.3,236.0,223.20000000000002,4616.1
2021,regular,Jarred Vanderbilt,PF,22,Minnesota Timberwolves,74,67,25.4,95.0,1879.6,1260.2000000000003
2021,regular,Fred VanVleet,PG,27,Toronto Raptors,65,65,37.9,331.0,2463.5,8563.7
2021,regular,Devin Vassell,SF,21,San Antonio Spurs,71,32,27.3,62.0,1938.3,1054.0000000000002
2021,regular,Gabe Vincent,PG,25,Miami Heat,68,27,23.4,63.0,1591.1999999999998,751.9000000000001
2021,regular,Nikola Vucevic,C,31,Chicago Bulls,73,73,33.1,627.0,2416.3,19961.2
2021,regular,Dean Wade,PF,25,Cleveland Cavaliers,51,28,19.2,75.0,979.1999999999999,1280.4
2021,regular,Franz Wagner,SF,20,Orlando Magic,79,79,30.7,0.0,2425.2999999999997,0.0
2021,regular,Moritz Wagner,C,24,Orlando Magic,63,3,15.2,133.0,957.5999999999999,2004.2000000000003
2021,regular,Ish Wainright,PF,27,Phoenix Suns,45,0,8.0,0.0,360.0,0.0
2021,regular,Kemba Walker,PG,31,New York Knicks,37,37,25.6,669.0,947.2,23058.4
2021,regular,Lonnie Walker IV,SG,23,San Antonio Spurs,70,6,23.0,144.0,1610.0,2650.5
2021,regular,M.J. Walker,SG,23,Phoenix Suns,2,0,4.0,0.0,8.0,0.0
2021,regular,Tyrone Wallace,SG,27,New Orleans Pelicans,6,0,12.5,108.0,75.0,1648.7999999999997
2021,regular,Derrick Walton,PG,26,Detroit Pistons,3,3,36.0,42.0,108.0,394.2
2021,regular,Brad Wanamaker,PG,32,TOT,23,2,13.9,189.0,319.7,3058.5
