Date,Team,Acquired,Relinquished,Notes
2017-03-17,Phoenix Suns,,Leandro Barbosa,illness (DTD)
2017-03-17,Phoenix Suns,Brandon Knight,,returned to lineup
2017-03-18,Minnesota Timberwolves,Lance Stephenson,,returned to lineup
2017-03-18,Nets,,Sean Kilpatrick,strained left hamstring (DTD)
2017-03-18,Sacramento Kings,,Tyreke Evans,ankle injury (DTD)
2017-03-18,Charlotte Hornets,Nicolas Batum,,returned to lineup
2017-03-18,Atlanta Hawks,,Paul Millsap,tightness in left knee (DTD)
2017-03-18,Miami Heat,,Dion Waiters,sprained left ankle (out for season)
2017-03-18,Cleveland Cavaliers,Derrick Williams,,returned to lineup
2017-03-18,Cleveland Cavaliers,,LeBron James,rest (DTD)
2017-03-18,Cleveland Cavaliers,,Kyrie Irving,rest / knee injury (DTD)
2017-03-18,Cleveland Cavaliers,,Kevin Love,rest (DTD)
2017-03-18,Milwaukee Bucks,Rashad Vaughn,,returned to lineup
2017-03-18,Los Angeles Clippers,Blake Griffin,,returned to lineup
2017-03-19,Phoenix Suns,,Ronnie Price,left leg injury (DTD)
2017-03-19,Detroit Pistons,,Michael Gbinije,sprained left ankle (DTD)
2017-03-19,New Orleans Pelicans,DeMarcus Cousins,,returned to lineup
2017-03-19,Los Angeles Lakers,,Nick Young,gastroenteritis (DTD)
2017-03-19,Cleveland Cavaliers,Kyrie Irving,,returned to lineup
2017-03-19,Cleveland Cavaliers,LeBron James,,returned to lineup
2017-03-19,Cleveland Cavaliers,Kevin Love,,returned to lineup
2017-03-19,Philadelphia 76ers,,Justin Anderson,gastroenteritis (DTD)
2017-03-19,Los Angeles Lakers,,Tarik Black,illness (DTD)
2017-03-19,Atlanta Hawks,,Kent Bazemore,bone bruise in right knee (DTD)
2017-03-20,Philadelphia 76ers,Justin Anderson,,returned to lineup
2017-03-20,Utah Jazz,Rodney Hood,,returned to lineup
2017-03-20,Philadelphia 76ers,,Gerald Henderson,rest (DTD)
2017-03-20,Philadelphia 76ers,,Jahlil Okafor,sore right knee (DTD)
2017-03-21,Minnesota Timberwolves,,Nemanja Bjelica,recovering from surgery on left foot (out for season)
2017-03-21,Phoenix Suns,Leandro Barbosa,,returned to lineup
2017-03-21,Phoenix Suns,,Alan Williams,gastroenteritis (DTD)
2017-03-21,Nets,Trevor Booker,,returned to lineup
2017-03-21,Los Angeles Lakers,Nick Young,,returned to lineup
2017-03-21,Los Angeles Lakers,Tarik Black,,returned to lineup
2017-03-21,Memphis Grizzlies,,Tony Allen,left knee injury (DTD)
2017-03-21,Nets,,Jeremy Lin,ankle injury (DTD)
2017-03-22,Philadelphia 76ers,Gerald Henderson,,returned to lineup
2017-03-22,Philadelphia 76ers,Jahlil Okafor,,returned to lineup
2017-03-22,Milwaukee Bucks,,John Henson,sprained left thumb (DTD)
2017-03-22,Sacramento Kings,,Kosta Koufos,rest (DTD)
2017-03-22,Sacramento Kings,,Ty Lawson,rest (DTD)
2017-03-22,Sacramento Kings,Tyreke Evans,,returned to lineup
2017-03-22,Denver Nuggets,Darrell Arthur,,returned to lineup
2017-03-23,Phoenix Suns,Alan Williams,,returned to lineup
2017-03-23,Phoenix Suns,,TJ Warren,left foot injury (DTD)
2017-03-23,Indiana Pacers,,Glenn Robinson,strained left calf (out for season)
2017-03-23,Nets,Jeremy Lin,,returned to lineup
2017-03-23,New York Knicks,,Lance Thomas,sore right hip (out for season)
2017-03-23,New York Knicks,,Carmelo Anthony,sore left knee (DTD)
2017-03-23,New York Knicks,,Derrick Rose,sore right foot (DTD)
2017-03-23,Memphis Grizzlies,Tony Allen,,returned to lineup
2017-03-24,Philadelphia 76ers,,Jahlil Okafor,sore right knee (out for season)
2017-03-24,Philadelphia 76ers,,Joel Embiid,surgery on left knee to repair torn meniscus (out for season)
2017-03-24,Boston Celtics,,Avery Bradley,illness (DTD)
2017-03-24,Sacramento Kings,Kosta Koufos,,returned to lineup
2017-03-24,Sacramento Kings,Ty Lawson,,returned to lineup
2017-03-24,Charlotte Hornets,,Miles Plumlee,strained right calf (DTD)
2017-03-25,Houston Rockets,,Ryan Anderson,sprained right ankle (DTD)
2017-03-25,New York Knicks,Derrick Rose,,returned to lineup
2017-03-25,Toronto Raptors,,DeMarre Carroll,sore lower back (DTD)
2017-03-26,Phoenix Suns,,Leandro Barbosa,sore right hamstring (out for season)
2017-03-26,Phoenix Suns,TJ Warren,,returned to lineup
2017-03-26,Phoenix Suns,,Brandon Knight,rest (DTD)
2017-03-26,Phoenix Suns,,Tyson Chandler,rest (DTD)
2017-03-26,New Orleans Pelicans,,DeMarcus Cousins,sprained right ankle (DTD)
2017-03-26,Phoenix Suns,,Eric Bledsoe,rest (out for season)
2017-03-26,Atlanta Hawks,,Thabo Sefolosha,strained right groin (DTD)
2017-03-26,Sacramento Kings,,Ty Lawson,stiffness in right knee (DTD)
2017-03-26,Memphis Grizzlies,,Marc Gasol,strained left foot (DTD)
2017-03-26,Boston Celtics,Avery Bradley,,returned to lineup
2017-03-26,Philadelphia 76ers,,Tiago Splitter,strained right calf (DTD)
2017-03-27,Cleveland Cavaliers,,Iman Shumpert,sore right knee (DTD)
2017-03-27,Sacramento Kings,Ty Lawson,,returned to lineup
2017-03-27,Indiana Pacers,,Al Jefferson,sprained left ankle (DTD)
2017-03-27,Cleveland Cavaliers,,Kyle Korver,sore left foot (DTD)
2017-03-27,Utah Jazz,,Gordon Hayward,bruised left quadricep (DTD)
2017-03-28,Philadelphia 76ers,,Gerald Henderson,sore left hip (DTD)
2017-03-28,Philadelphia 76ers,,Sergio Rodriguez,strained / tightness in left hamstring (out for season)
2017-03-29,Nets,,Quincy Acy,ankle injury (DTD)
2017-03-29,New York Knicks,Joakim Noah,,returned to lineup
2017-03-29,Golden State Warriors,,Kevon Looney,strained left hip (DTD)
2017-03-29,Toronto Raptors,DeMarre Carroll,,returned to lineup
2017-03-29,New Orleans Pelicans,DeMarcus Cousins,,returned to lineup
2017-03-29,Dallas Mavericks,,Salah Mejri,knee injury (DTD)
2017-03-29,Utah Jazz,Gordon Hayward,,returned to lineup
2017-03-29,Utah Jazz,,Raulzinho Neto,strained right groin (DTD)
2017-03-29,Charlotte Hornets,Miles Plumlee,,returned to lineup
2017-03-29,Memphis Grizzlies,,JaMychal Green,sore left shoulder (DTD)
2017-03-29,Philadelphia 76ers,Gerald Henderson,,returned to lineup
2017-03-29,Philadelphia 76ers,,Robert Covington,swelling in right knee (out for season)
2017-03-30,Denver Nuggets,,Darrell Arthur,sore left knee (DTD)
2017-03-30,Cleveland Cavaliers,Iman Shumpert,,returned to lineup
2017-03-30,Los Angeles Clippers,,Austin Rivers,strained left hamstring (DTD)
2017-03-30,Philadelphia 76ers,,Robert Covington,torn meniscus in right knee (out for season)
2017-03-30,Cleveland Cavaliers,,Richard Jefferson,left knee injury (DTD)
2017-03-31,New Orleans Pelicans,,Alexis Ajinca,hip injury (DTD)
2017-03-31,Portland Trailblazers,,Jusuf Nurkic,fractured fibula in right leg (out for season)
2017-03-31,Milwaukee Bucks,,Malcolm Brogdon,sore back (DTD)
2017-03-31,Utah Jazz,,Raulzinho Neto,strained right groin (DTD)
2017-03-31,Los Angeles Lakers,,Ivica Zubac,sprained right ankle (out for season)
2017-03-31,Dallas Mavericks,,Seth Curry,sore left shoulder (out for season)
2017-03-31,Golden State Warriors,,Patrick McCaw,leg cramps (DTD)
2017-04-01,San Antonio Spurs,,Danny Green,bruised left quadricep (DTD)
2017-04-01,Atlanta Hawks,,Malcolm Delaney,back spasms (DTD)
2017-04-02,Philadelphia 76ers,,Sergio Rodriguez,strained left knee (out for season)
2017-04-02,Cleveland Cavaliers,Richard Jefferson,,returned to lineup
2017-04-02,Utah Jazz,,Raulzinho Neto,strained right groin (DTD)
2017-04-02,Denver Nuggets,,Jameer Nelson,calf injury (DTD)
2017-04-02,New Orleans Pelicans,Alexis Ajinca,,returned to lineup
2017-04-02,San Antonio Spurs,,LaMarcus Aldridge,sprained left/right thumb (DTD)
2017-04-02,Golden State Warriors,Patrick McCaw,,returned to lineup
2017-04-03,Houston Rockets,,Sam Dekker,fractured left hand (out indefinitely)
2017-04-04,Dallas Mavericks,,Wesley Matthews,rest (DTD)
2017-04-04,Portland Trailblazers,,Jusuf Nurkic,fractured fibula in right leg (DTD)
2017-04-04,Golden State Warriors,Kevon Looney,,returned to lineup
2017-04-04,San Antonio Spurs,LaMarcus Aldridge,,returned to lineup
2017-04-04,Dallas Mavericks,,Dirk Nowitzki,sore right Achilles (DTD)
2017-04-04,Sacramento Kings,,Kosta Koufos,rest (DTD)
2017-04-04,Sacramento Kings,,Ty Lawson,rest (DTD)
2017-04-04,Sacramento Kings,,Arron Afflalo,strained lower back / hip (DTD)
2017-04-04,Sacramento Kings,,Anthony Tolliver,strained right hip / lower back (DTD)
2017-04-04,Utah Jazz,,Rodney Hood,sore right knee (DTD)
2017-04-04,Memphis Grizzlies,Marc Gasol,,returned to lineup
2017-04-04,Memphis Grizzlies,JaMychal Green,,returned to lineup
2017-04-04,Philadelphia 76ers,,Sergio Rodriguez,strained left hamstring (out for season)
2017-04-04,Sacramento Kings,,Darren Collison,rest (DTD)
2017-04-05,Golden State Warriors,,Draymond Green,rest (DTD)
2017-04-05,Golden State Warriors,,Andre Iguodala,rest (DTD)
2017-04-05,San Antonio Spurs,,Emanuel Ginobili,bruised right quadriceps (DTD)
2017-04-05,Denver Nuggets,Jameer Nelson,,returned to lineup
2017-04-05,New York Knicks,,Derrick Rose,surgery on left knee to repair torn meniscus (out for season)
2017-04-05,Dallas Mavericks,Dirk Nowitzki,,returned to lineup
2017-04-05,Miami Heat,,Luke Babbitt,strained right hip flexor (out for season)
2017-04-05,Memphis Grizzlies,,Mike Conley,eye injury (DTD)
2017-04-05,Dallas Mavericks,Wesley Matthews,,returned to lineup
2017-04-06,New Orleans Pelicans,,DeMarcus Cousins,tendinitis in right Achilles (out for season)
2017-04-06,Denver Nuggets,,Jameer Nelson,strained right calf (out for season)
2017-04-06,Indiana Pacers,Al Jefferson,,returned to lineup
2017-04-06,New York Knicks,,Kristaps Porzingis,sore lower back (out for season)
2017-04-07,San Antonio Spurs,,Emanuel Ginobili,rest (DTD)
2017-04-07,San Antonio Spurs,,Tony Parker,rest (DTD)
2017-04-07,San Antonio Spurs,,Kawhi Leonard,rest (DTD)
2017-04-07,New York Knicks,,Carmelo Anthony,sore left knee (DTD)
2017-04-07,San Antonio Spurs,,Pau Gasol,rest (DTD)
2017-04-07,Oklahoma City Thunder,,Andre Roberson,sore left knee (DTD)
2017-04-07,San Antonio Spurs,,LaMarcus Aldridge,rest (DTD)
2017-04-07,Sacramento Kings,Darren Collison,,returned to lineup
2017-04-07,Utah Jazz,Rodney Hood,,returned to lineup
2017-04-07,Sacramento Kings,Anthony Tolliver,,returned to lineup
2017-04-07,Sacramento Kings,,Kosta Koufos,rest (DTD)
2017-04-07,Sacramento Kings,,Garrett Temple,rest (DTD)
2017-04-07,Sacramento Kings,Arron Afflalo,,returned to lineup
2017-04-07,Atlanta Hawks,,Kent Bazemore,bone bruise in right knee (DTD)
2017-04-07,Atlanta Hawks,,Dwight Howard,rest (DTD)
2017-04-07,Atlanta Hawks,,Dennis Schröder,rest / foot injury (DTD)
2017-04-08,Golden State Warriors,,Stephen Curry,bruised left knee (DTD)
2017-04-08,San Antonio Spurs,Pau Gasol,,returned to lineup
2017-04-08,San Antonio Spurs,LaMarcus Aldridge,,returned to lineup
2017-04-08,San Antonio Spurs,Kawhi Leonard,,returned to lineup
2017-04-08,San Antonio Spurs,Emanuel Ginobili,,returned to lineup
2017-04-08,San Antonio Spurs,Tony Parker,,returned to lineup
2017-04-08,New Orleans Pelicans,,ETwaun Moore,sprained left ankle (out for season)
2017-04-08,New Orleans Pelicans,,Anthony Davis,sore left knee (out for season)
2017-04-08,Indiana Pacers,,Al Jefferson,sprained left ankle (out for season)
2017-04-08,Charlotte Hornets,,Marco Belinelli,strained left index finger (out for season)
2017-04-08,Boston Celtics,,James Young,illness (DTD)
2017-04-08,Portland Trailblazers,,Allen Crabbe,sore left foot (DTD)
2017-04-09,Golden State Warriors,,Matt Barnes,"sprained right ankle, foot (DTD)"
2017-04-09,Oklahoma City Thunder,Andre Roberson,,returned to lineup
2017-04-09,Oklahoma City Thunder,,Doug McDermott,sore left knee (DTD)
2017-04-09,Houston Rockets,,Nene Nene,rest / finger injury (DTD)
2017-04-09,Houston Rockets,,Eric Gordon,rest (DTD)
2017-04-09,Nets,,Quincy Acy,sore left ankle (out for season)
2017-04-09,Dallas Mavericks,,Jose Juan,rest (DTD)
2017-04-09,Atlanta Hawks,Dennis Schröder,,returned to lineup
2017-04-09,Sacramento Kings,Ty Lawson,,returned to lineup
2017-04-09,Sacramento Kings,Garrett Temple,,returned to lineup
2017-04-09,Utah Jazz,,Rodney Hood,sore right knee (DTD)
2017-04-09,Utah Jazz,,Raulzinho Neto,sprained left ankle (DTD)
2017-04-09,Utah Jazz,,Derrick Favors,sore left knee (DTD)
2017-04-09,Atlanta Hawks,,Kris Humphries,neck spasms (DTD)
2017-04-09,Dallas Mavericks,,Harrison Barnes,rest (out for season)
2017-04-10,Golden State Warriors,,Kevon Looney,strained left hip (out for season)
2017-04-10,Miami Heat,,Josh McRoberts,stress fracture in left foot (out for season)
2017-04-10,Washington Wizards,,John Wall,rest / quadriceps injury (DTD)
2017-04-10,Golden State Warriors,Stephen Curry,,returned to lineup
2017-04-10,Golden State Warriors,,Matt Barnes,"sprained right ankle, foot (DTD)"
2017-04-10,Golden State Warriors,,Klay Thompson,rest (DTD)
2017-04-10,Houston Rockets,,Patrick Beverley,shoulder injury (DTD)
2017-04-10,Cleveland Cavaliers,,Kyrie Irving,rest (DTD)
2017-04-10,Utah Jazz,,Gordon Hayward,bruised left quadricep (DTD)
2017-04-10,Charlotte Hornets,,Kemba Walker,sore left knee (out for season)
2017-04-10,Boston Celtics,James Young,,returned to lineup
2017-04-10,Cleveland Cavaliers,,LeBron James,rest (DTD)
2017-04-10,Portland Trailblazers,,Damian Lillard,rest / right foot injury (DTD)
2017-04-10,Portland Trailblazers,,CJ McCollum,strained right hand (DTD)
2017-04-10,Denver Nuggets,,Emmanuel Mudiay,sore/sprained right ankle (out for season)
2017-04-11,Denver Nuggets,,Kenneth Faried,lower back injury (out for season)
2017-04-11,Oklahoma City Thunder,,Taj Gibson,rest (DTD)
2017-04-11,Oklahoma City Thunder,,Russell Westbrook,rest (DTD)
2017-04-11,Denver Nuggets,Darrell Arthur,,returned to lineup
2017-04-11,Denver Nuggets,,Will Barton,rest (DTD)
2017-04-11,Phoenix Suns,,Devin Booker,DNP
2017-04-11,Dallas Mavericks,,Wesley Matthews,rest (out for season)
2017-04-11,Sacramento Kings,,Tyreke Evans,DNP
2017-04-11,Sacramento Kings,,Kosta Koufos,DNP
2017-04-11,Sacramento Kings,,Arron Afflalo,DNP
2017-04-11,Atlanta Hawks,Kris Humphries,,returned to lineup
2017-04-11,Dallas Mavericks,Jose Juan,,returned to lineup
2017-04-12,Sacramento Kings,,Tyreke Evans,rest / toe injury (out for season)
2017-04-12,Sacramento Kings,Arron Afflalo,,returned to lineup
2017-04-12,New York Knicks,Carmelo Anthony,,returned to lineup
2017-04-12,Dallas Mavericks,,Dirk Nowitzki,rest (out for season)
2017-04-12,Nets,,Brook Lopez,rest (DTD)
2017-04-12,Denver Nuggets,,Gary Harris,sore right knee (out for season)
2017-04-12,Nets,,Trevor Booker,rest (out for season)
2017-04-12,Denver Nuggets,,Will Barton,DNP
2017-04-12,Denver Nuggets,,Wilson Chandler,DNP
2017-04-12,Sacramento Kings,,Ty Lawson,rest (out for season)
2017-04-12,Nets,,Jeremy Lin,rest (out for season)
2017-04-12,Sacramento Kings,,Kosta Koufos,rest (DTD)
2017-04-12,Utah Jazz,Rodney Hood,,returned to lineup
2017-04-12,Utah Jazz,Gordon Hayward,,returned to lineup
2017-04-12,Atlanta Hawks,,Tim Hardaway,rest (DTD)
2017-04-12,Atlanta Hawks,,Dwight Howard,rest (DTD)
2017-04-12,Atlanta Hawks,,Dennis Schröder,rest (DTD)
2017-04-12,Cleveland Cavaliers,,Kevin Love,rest (DTD)
2017-04-12,Milwaukee Bucks,,Tony Snell,rest (DTD)
2017-04-12,Milwaukee Bucks,,Matthew Dellavedova,rest (DTD)
2017-04-12,Milwaukee Bucks,,Giannis Antetokounmpo,rest (DTD)
2017-04-12,Portland Trailblazers,,Damian Lillard,rest (DTD)
2017-04-12,Portland Trailblazers,,CJ McCollum,rest (DTD)
2017-04-12,Portland Trailblazers,,Al-Farouq Aminu,rest (DTD)
2017-04-12,Philadelphia 76ers,,Dario Saric,sore left heel (out for season)
2017-04-13,Memphis Grizzlies,,Tony Allen,strained right calf (out for season)
2017-04-14,Washington Wizards,,Sheldon McClellan,strained calf (DTD)
2017-04-15,Cleveland Cavaliers,Kevin Love,,returned to lineup
2017-04-15,Milwaukee Bucks,Tony Snell,,returned to lineup
2017-04-15,Cleveland Cavaliers,Kyrie Irving,,returned to lineup
2017-04-15,Milwaukee Bucks,,Matthew Dellavedova,returned to lineup
2017-04-15,Milwaukee Bucks,Giannis Antetokounmpo,,returned to lineup
2017-04-16,Washington Wizards,Markieff Morris,,returned to lineup
2017-04-16,Washington Wizards,John Wall,,returned to lineup
2017-04-16,Atlanta Hawks,Dennis Schröder,,returned to lineup
2017-04-16,Portland Trailblazers,Damian Lillard,,returned to lineup
2017-04-16,Washington Wizards,Sheldon McClellan,,returned to lineup
2017-04-16,Portland Trailblazers,Allen Crabbe,,returned to lineup
2017-04-16,Portland Trailblazers,Al-Farouq Aminu,,returned to lineup
2017-04-16,Portland Trailblazers,,Tim Quarterman,concussion (DTD)
2017-04-16,Portland Trailblazers,CJ McCollum,,returned to lineup
2017-04-17,Utah Jazz,,Rudy Gobert,hyperextended left knee (DTD)
2017-04-19,Portland Trailblazers,Tim Quarterman,,returned to lineup
2017-04-19,Golden State Warriors,,Kevin Durant,strained left calf (DTD)
2017-04-19,Golden State Warriors,,Shaun Livingston,sprained right index finger (DTD)
2017-04-22,Los Angeles Clippers,,Blake Griffin,right big toe injury (out for season)
2017-04-22,Los Angeles Lakers,,Timofey Mozgov,sore ankle (DTD)
2017-04-22,Golden State Warriors,,Steve Kerr,head coach illness (DTD)
2017-04-23,Utah Jazz,,Gordon Hayward,food poisoning (DTD)
2017-04-24,Golden State Warriors,Kevin Durant,,returned to lineup
2017-04-24,Golden State Warriors,,Steve Kerr,head coach illness (DTD)
2017-04-24,Portland Trailblazers,,Jusuf Nurkic,fractured fibula in right leg (out for season)
2017-04-24,Utah Jazz,Gordon Hayward,,returned to lineup
2017-04-27,New York Knicks,,Joakim Noah,surgery on right shoulder to repair torn rotator cuff (out indefinitely)
2017-04-27,Denver Nuggets,,Jamal Murray,surgery to repair core muscle related injuries (out indefinitely)
2017-05-01,Los Angeles Clippers,,Blake Griffin,surgery on right big toe (out for season)
2017-05-02,Golden State Warriors,,Steve Kerr,head coach illness (DTD)
2017-05-02,Golden State Warriors,Shaun Livingston,,returned to lineup
2017-05-03,Los Angeles Lakers,,Luol Deng,surgery on right pectoral muscle (out indefinitely)
2017-05-04,Golden State Warriors,,Steve Kerr,head coach illness (DTD)
2017-05-04,San Antonio Spurs,,Tony Parker,ruptured quadriceps tendon in left leg (out for season)
2017-05-05,Toronto Raptors,,Kyle Lowry,sprained left ankle (DTD)
2017-05-06,Golden State Warriors,,Steve Kerr,head coach illness (DTD)
2017-05-08,Houston Rockets,,Nene Nene,torn left adductor muscle (out for season)
2017-05-13,Cleveland Cavaliers,,Walter Tavares,fractured right hand (out for season)
2017-05-14,Golden State Warriors,,Andre Iguodala,sore left knee (DTD)
2017-05-14,San Antonio Spurs,,Kawhi Leonard,sprained left ankle (DTD)
2017-05-17,Golden State Warriors,,Zaur Pachulia,bruised right heel
2017-05-17,Charlotte Hornets,,Kemba Walker,arthroscopic surgery on left knee (out indefinitely)
2017-05-17,Chicago Bulls,,Denzel Valentine,arthroscopic surgery on left ankle (out indefinitely)
2017-05-20,Boston Celtics,,Isaiah Thomas,hip injury (out for season)
2017-05-21,San Antonio Spurs,,David Lee,torn patellar tendon in left knee (out for season)
2017-05-22,San Antonio Spurs,,Kawhi Leonard,sprained left ankle (out for season)
2017-05-23,Boston Celtics,,Amir Johnson,sprained right shoulder (out for season)
2017-05-24,Los Angeles Clippers,,Luc Richard,player declined contract option
2017-06-28,Phoenix Suns,,Jared Dudley,surgery to repair ligament and bone (out indefinitely)
2017-07-04,Minnesota Timberwolves,,Justin Patton,surgery on left foot to repair fracture (out indefinitely)
2017-07-25,Phoenix Suns,,Brandon Knight,torn ACL in left knee (out for season)
2017-07-30,Los Angeles Clippers,,Danilo Gallinari,fractured bone in right hand (out indefinitely)
2017-08-08,Memphis Grizzlies,,Ben McLemore,surgery on right foot to repair fracture (out indefinitely)
2017-08-10,Oklahoma City Thunder,,Patrick Patterson,arthroscopic surgery on his left knee (out indefinitely)
2017-08-28,New Orleans Pelicans,,Solomon Hill,surgery to repair torn left hamstring (out indefinitely)
2017-09-01,New Orleans Pelicans,,Frank Jackson,fractured right foot (out for season)
2017-09-06,Chicago Bulls,,Cameron Payne,surgery to repair fractured right foot (out indefinitely)
2017-09-13,Atlanta Hawks,,DeAndre Bembry,strained right triceps (out indefinitely)
2017-09-18,Toronto Raptors,,Ogugua Anunoby,torn ACL in knee (out indefinitely)
2017-09-22,Washington Wizards,,Markieff Morris,surgery to repair sports hernia (out indefinitely)
2017-09-25,Phoenix Suns,,Alan Williams,surgery on right knee to repair torn meniscus (out indefinitely)
2017-09-26,Cleveland Cavaliers,,Isaiah Thomas,right hip impingement (DTD)
2017-09-30,Indiana Pacers,,Glenn Robinson,high ankle sprain (DTD)
2017-09-30,San Antonio Spurs,,Kawhi Leonard,sore right quadriceps (out indefinitely)
2017-10-05,Portland Trailblazers,,Noah Vonleh,strained right shoulder (DTD)
2017-10-05,Charlotte Hornets,,Nicolas Batum,torn ligament in left elbow (out indefinitely)
2017-10-06,Sacramento Kings,,Harry Giles,recovering from surgery / rehab of knees
2017-10-07,Dallas Mavericks,,Seth Curry,stress reaction in tibia in left leg (out for season)
2017-10-07,Utah Jazz,,Dante Exum,separated left shoulder (out indefinitely)
2017-10-07,Chicago Bulls,,Kris Dunn,dislocated left index finger (out indefinitely)
2017-10-08,Philadelphia 76ers,,Richaun Holmes,fractured wrist (out indefinitely)
2017-10-09,New Orleans Pelicans,,Rajon Rondo,surgery to repair sports hernia (out indefinitely)
2017-10-09,Washington Wizards,,Sheldon McClellan,torn Achilles tendon (out for season)
2017-10-10,Washington Wizards,,Sheldon McClellan,surgery to repair torn left Achilles tendon (out indefinitely)
2017-10-11,Atlanta Hawks,,Miles Plumlee,strained right quadriceps (DTD)
2017-10-11,Charlotte Hornets,,Michael Carter-Williams,sore knees (DTD)
2017-10-12,Phoenix Suns,,Davon Reed,surgery on left knee to repair torn meniscus (out indefinitely)
2017-10-12,New Orleans Pelicans,,Omer Asik,illness (DTD)
2017-10-12,Miami Heat,,Rodney McGruder,surgery on lower left leg to repair stress fracture (out indefinitely) (date approximate)
2017-10-14,Indiana Pacers,,Glenn Robinson,surgery on left ankle (out indefinitely)
2017-10-16,Utah Jazz,,Dante Exum,surgery to repair separated left shoulder (out indefinitely)
2017-10-17,Chicago Bulls,,Nikola Mirotic,fractured bones in face (out indefinitely)
2017-10-17,Boston Celtics,,Gordon Hayward,fractured tibia in left leg and dislocated left ankle (out for season)
2017-10-17,Sacramento Kings,,Bogdan Bogdanovic,sprained right ankle (DTD)
2017-10-18,Houston Rockets,,Chris Paul,bruised left knee (DTD)
2017-10-18,Indiana Pacers,,Ike Anigbogu,knee injury (DTD)
2017-10-18,Nets,,Jeremy Lin,ruptured patella tendon in right knee (out for season)
2017-10-18,Milwaukee Bucks,,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL
2017-10-18,Portland Trailblazers,,Zach Collins,illness (DTD)
2017-10-18,Philadelphia 76ers,,Jahlil Okafor,illness (DTD)
2017-10-18,Boston Celtics,,Gordon Hayward,surgery on left ankle/leg to repair fractured tibia and dislocated ankle (out for season)
2017-10-19,Memphis Grizzlies,,JaMychal Green,sprained left ankle (DTD)
2017-10-19,Indiana Pacers,,Myles Turner,sore neck (DTD)
2017-10-20,Indiana Pacers,Ike Anigbogu,,returned to lineup
2017-10-20,Miami Heat,,Hassan Whiteside,bruised left knee (DTD)
2017-10-20,Charlotte Hornets,,Michael Carter-Williams,sore knee (DTD)
2017-10-20,Cleveland Cavaliers,,Derrick Rose,sprained left ankle (DTD)
2017-10-20,Portland Trailblazers,Zach Collins,,returned to lineup
2017-10-21,Philadelphia 76ers,Jahlil Okafor,,returned to lineup
2017-10-21,Toronto Raptors,,Jonas Valanciunas,sore/sprained left ankle (DTD)
2017-10-22,Los Angeles Clippers,,Milos Teodosic,plantar fascia in left foot (out indefinitely)
2017-10-23,Milwaukee Bucks,,Malcolm Brogdon,sprained left ankle (DTD)
2017-10-23,Atlanta Hawks,,Ersan Ilyasova,strained left knee (DTD)
2017-10-24,Minnesota Timberwolves,,Jimmy Butler,upper respiratory illness (DTD)
2017-10-24,San Antonio Spurs,,Joffrey Lauvergne,sprained right ankle (DTD)
2017-10-24,Houston Rockets,,Trevor Ariza,sprained left foot (DTD)
2017-10-24,Atlanta Hawks,,DeAndre Bembry,surgery on right wrist to repair fracture
2017-10-24,Portland Trailblazers,,CJ Wilcox,right knee injury (out indefinitely)
2017-10-25,Philadelphia 76ers,,Markelle Fultz,sore right shoulder (DTD)
2017-10-25,Portland Trailblazers,,Meyers Leonard,sore/sprained right ankle (DTD)
2017-10-25,Cleveland Cavaliers,,Dwyane Wade,bruised left knee (DTD)
2017-10-25,Memphis Grizzlies,,Chandler Parsons,rest (DTD)
2017-10-25,Toronto Raptors,,Lucas Nogueira,sprained left ankle (DTD)
2017-10-26,New Orleans Pelicans,,Anthony Davis,left knee tendinitis (DTD)
2017-10-26,Dallas Mavericks,,Dorian Finney-Smith,left knee tendinitis (DTD)
2017-10-26,Chicago Bulls,,Paul Zipser,bruised right knee (DTD)
2017-10-26,Milwaukee Bucks,Malcolm Brogdon,,returned to lineup
2017-10-27,Atlanta Hawks,Ersan Ilyasova,,returned to lineup
2017-10-27,Charlotte Hornets,,Treveon Graham,bruised right quadriceps (DTD)
2017-10-27,San Antonio Spurs,,Joffrey Lauvergne,sprained right ankle (DTD)
2017-10-28,Philadelphia 76ers,,JJ Redick,tightness in lower back (DTD)
2017-10-28,Chicago Bulls,Paul Zipser,,returned to lineup
2017-10-28,Cleveland Cavaliers,Dwyane Wade,,returned to lineup
2017-10-28,Nets,,Quincy Acy,strained left groin (DTD)
2017-10-28,New Orleans Pelicans,Anthony Davis,,returned to lineup
2017-10-29,Charlotte Hornets,Treveon Graham,,returned to lineup
2017-10-29,Cleveland Cavaliers,,Iman Shumpert,sore right knee (DTD)
2017-10-29,Charlotte Hornets,,Frank Kaminsky,illness (DTD)
2017-10-29,Charlotte Hornets,Cody Zeller,,returned to lineup
2017-10-30,Toronto Raptors,Lucas Nogueira,,returned to lineup
2017-10-30,San Antonio Spurs,,Emanuel Ginobili,rest (DTD)
2017-10-30,Charlotte Hornets,Frank Kaminsky,,returned to lineup
2017-10-30,Toronto Raptors,,Serge Ibaka,swollen left / right knee (DTD)
2017-10-31,Nets,,Jarrett Allen,strained left foot (DTD)
2017-10-31,Utah Jazz,,Joe Johnson,sore right wrist (DTD)
2017-11-01,Memphis Grizzlies,,Mike Conley,sore left Achilles (DTD)
2017-11-01,Miami Heat,,James Johnson,tendinitis in right knee (DTD)
2017-11-01,Detroit Pistons,,Jon Leuer,sprained left ankle (DTD)
