Date,Team,Acquired,Relinquished,Notes
2013-12-11,Boston Celtics,,Kris Humphries,bruised right knee (DNP)
2013-12-11,Boston Celtics,,Kelly Olynyk,sprained right ankle (DNP)
2013-12-11,Chicago Bulls,,Luol Deng,sore left Achilles (DNP)
2013-12-11,Milwaukee Bucks,,Zaur Pachulia,fractured right foot (DNP)
2013-12-11,Milwaukee Bucks,,Gary Neal,plantar faciitis in left foot (DNP)
2013-12-11,Milwaukee Bucks,,Caron Butler,sore left knee (DNP)
2013-12-11,Charlotte Bobcats,,Bismack Biyombo,sprained right ankle (DNP)
2013-12-11,Philadelphia 76ers,,Michael Carter-Williams,skin infection (DNP)
2013-12-11,Los Angeles Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
2013-12-12,Los Angeles Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
2013-12-12,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (out indefinitely)
2013-12-12,Houston Rockets,,Greg Smith,sprained right knee (DNP)
2013-12-12,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-13,Golden State Warriors,,Jermaine ONeal,arthroscopic surgery on right wrist to repair torn ligament (out indefinitely)
2013-12-13,Toronto Raptors,,Landry Fields,strained neck (DNP)
2013-12-13,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-13,San Antonio Spurs,,Aron Baynes,left ankle injury (DNP)
2013-12-13,Washington Wizards,,Nene Nene,right foot tendinitis (DNP)
2013-12-13,Houston Rockets,,Greg Smith,sprained right knee (DNP)
2013-12-13,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2013-12-13,Nets,,Brook Lopez,sprained left ankle (DNP)
2013-12-13,Memphis Grizzlies,,Quincy Pondexter,stress fracture in right foot (DNP)
2013-12-13,Boston Celtics,,Kris Humphries,bruised right knee (DNP)
2013-12-13,Chicago Bulls,,Mike James,right knee injury (DNP)
2013-12-13,Chicago Bulls,,Luol Deng,sore left Achilles (DNP)
2013-12-13,Milwaukee Bucks,,Zaur Pachulia,fractured right foot (DNP)
2013-12-13,Milwaukee Bucks,,Caron Butler,sore left knee (DNP)
2013-12-13,Philadelphia 76ers,,Michael Carter-Williams,skin infection (DNP)
2013-12-13,New York Knicks,,Raymond Felton,sore left hamstring (DNP)
2013-12-14,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-14,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2013-12-14,New York Knicks,,Raymond Felton,strained left hamstring (DNP)
2013-12-14,New York Knicks,,Kenyon Martin,strained abdominal muscle (DNP)
2013-12-14,Los Angeles Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
2013-12-14,Milwaukee Bucks,,Carlos Delfino,surgery on right foot (out for season)
2013-12-14,Milwaukee Bucks,,Zaur Pachulia,fractured right foot (DNP)
2013-12-14,Milwaukee Bucks,,Caron Butler,sore left knee (DNP)
2013-12-14,Washington Wizards,,Nene Nene,right foot tendinitis (DNP)
2013-12-14,Philadelphia 76ers,,Michael Carter-Williams,skin infection (DNP)
2013-12-14,Chicago Bulls,,Kirk Hinrich,strained back (DNP)
2013-12-15,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-15,Houston Rockets,,Jeremy Lin,sprained right knee (P) / back injury (CBC) (DNP)
2013-12-15,Memphis Grizzlies,,Quincy Pondexter,stress fracture in right foot (DNP)
2013-12-15,New Orleans Pelicans,,Tyreke Evans,sprained left ankle (DNP)
2013-12-16,Nets,,Brook Lopez,sprained left ankle (DNP)
2013-12-16,Minnesota Timberwolves,,Kevin Martin,sore left knee (DNP)
2013-12-16,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-16,New York Knicks,,Raymond Felton,strained left hamstring (DNP)
2013-12-16,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2013-12-16,New York Knicks,,Kenyon Martin,strained abdominal muscle (DNP)
2013-12-16,Los Angeles Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
2013-12-16,Chicago Bulls,,Kirk Hinrich,sore back (DNP)
2013-12-16,Philadelphia 76ers,,Michael Carter-Williams,skin infection (DNP)
2013-12-16,New York Knicks,,Pablo Prigioni,fractured right toe (out indefinitely)
2013-12-17,Memphis Grizzlies,,Mike Conley,bruised left thigh (DNP)
2013-12-17,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2013-12-17,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-17,New Orleans Pelicans,,Tyreke Evans,sprained left ankle (DNP)
2013-12-18,New York Knicks,,Kenyon Martin,strained abdominal muscle (DNP)
2013-12-18,New York Knicks,,Raymond Felton,strained left hamstring (DNP)
2013-12-18,Atlanta Hawks,,Cartier Martin,sprained left ankle (DNP)
2013-12-18,Houston Rockets,,Jeremy Lin,bruised right thigh / back spasms (DNP)
2013-12-18,Washington Wizards,,Glen Rice,surgery on fractured right wrist
2013-12-18,Memphis Grizzlies,,Tayshaun Prince,sore left knee (DNP)
2013-12-18,Milwaukee Bucks,,Gary Neal,left foot injury (DNP)
2013-12-18,Los Angeles Clippers,,Reggie Bullock,sprained left ankle (DNP)
2013-12-18,Chicago Bulls,,Kirk Hinrich,sore back (DNP)
2013-12-18,Milwaukee Bucks,,Zaur Pachulia,fractured right foot (DNP)
2013-12-18,Milwaukee Bucks,,Caron Butler,sore left knee (DNP)
2013-12-18,Memphis Grizzlies,,Mike Conley,bruised left thigh (DNP)
2013-12-19,Chicago Bulls,,Kirk Hinrich,sore back (DNP)
2013-12-19,Chicago Bulls,,Luol Deng,sore left Achilles (DNP)
2013-12-19,Los Angeles Lakers,,Kobe Bryant,fractured left tibia (out for season)
2013-12-19,San Antonio Spurs,,Emanuel Ginobili,rest (DNP)
2013-12-20,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-20,Houston Rockets,,Jeremy Lin,back spasms (DNP)
2013-12-20,Nets,,Kevin Garnett,rest (DNP)
2013-12-20,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-20,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2013-12-20,Atlanta Hawks,,Cartier Martin,sprained left ankle (DNP)
2013-12-20,Cleveland Cavaliers,,Tyler Zeller,sprained right ankle (DNP)
2013-12-20,Cleveland Cavaliers,,Anthony Bennett,illness (DTD)
2013-12-20,Milwaukee Bucks,,Zaur Pachulia,fractured right foot (DNP)
2013-12-20,Milwaukee Bucks,,Gary Neal,left foot injury (DNP)
2013-12-20,Milwaukee Bucks,,Ersan Ilyasova,sprained right ankle (DNP)
2013-12-20,Milwaukee Bucks,,Caron Butler,sore left knee / sore right knee (P) (DNP)
2013-12-20,Philadelphia 76ers,,Elliot Williams,back injury (DNP)
2013-12-20,Cleveland Cavaliers,,Dion Waiters,right wrist injury (DTD)
2013-12-21,Los Angeles Lakers,,Pau Gasol,upper respiratory infection (DNP)
2013-12-21,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-21,Nets,,Brook Lopez,fractured right foot (out for season)
2013-12-21,New Orleans Pelicans,,Jason Smith,bruised right knee (DTD)
2013-12-21,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-21,Houston Rockets,,Jeremy Lin,back spasms (DNP)
2013-12-21,Houston Rockets,,Patrick Beverley,fractured right hand (out indefinitely)
2013-12-21,San Antonio Spurs,,Kawhi Leonard,dental procedure (DNP)
2013-12-21,Houston Rockets,,James Harden,sprained left ankle (DNP)
2013-12-21,New York Knicks,,Raymond Felton,strained left hamstring (DNP)
2013-12-21,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2013-12-21,Memphis Grizzlies,,Tayshaun Prince,sore left knee (DNP)
2013-12-21,Chicago Bulls,,Luol Deng,sore left Achilles (DNP)
2013-12-21,Chicago Bulls,,Kirk Hinrich,sore back (DNP)
2013-12-21,Chicago Bulls,,Jimmy Butler,sprained right ankle (DNP)
2013-12-21,Milwaukee Bucks,,Zaur Pachulia,fractured right foot (DNP)
2013-12-21,Milwaukee Bucks,,John Henson,knee injury (DNP)
2013-12-21,Milwaukee Bucks,,Gary Neal,left foot injury (DNP)
2013-12-21,Milwaukee Bucks,,Ersan Ilyasova,sprained right ankle (DNP)
2013-12-21,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2013-12-21,New York Knicks,,Metta World,sore left knee (DNP)
2013-12-22,Los Angeles Clippers,,Reggie Bullock,sprained left ankle (DNP)
2013-12-23,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-23,Houston Rockets,,James Harden,sprained left ankle (DNP)
2013-12-23,Denver Nuggets,,Kenneth Faried,sprained left ankle (DNP)
2013-12-23,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-23,Houston Rockets,,Greg Smith,sore right knee (DNP)
2013-12-23,New York Knicks,,Metta World,sore left knee (DNP)
2013-12-23,Memphis Grizzlies,,Tayshaun Prince,sore left knee (DNP)
2013-12-23,Milwaukee Bucks,,Gary Neal,left foot injury (DNP)
2013-12-23,Milwaukee Bucks,,Ersan Ilyasova,sprained right ankle (DNP)
2013-12-23,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2013-12-25,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-25,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-25,New York Knicks,,Metta World,sore left knee (DNP)
2013-12-25,Houston Rockets,,Greg Smith,sore right knee (DNP)
2013-12-25,Los Angeles Clippers,,Reggie Bullock,sprained left ankle (DNP)
2013-12-25,Chicago Bulls,,Luol Deng,sore left Achilles (DNP)
2013-12-25,New York Knicks,,Carmelo Anthony,sprained left ankle (DNP)
2013-12-26,Dallas Mavericks,,Brandan Wright,illness (DNP)
2013-12-26,Houston Rockets,,Greg Smith,sprained right knee (DNP)
2013-12-26,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-27,Dallas Mavericks,,Wayne Ellington,illness (DTD)
2013-12-27,New Orleans Pelicans,,Jason Smith,bone bruise in right knee (DNP)
2013-12-27,Oklahoma City Thunder,,Russell Westbrook,arthroscopic surgery on right knee (out indefinitely)
2013-12-27,Washington Wizards,,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP)
2013-12-27,Denver Nuggets,,Kenneth Faried,sprained left ankle (DNP)
2013-12-27,Denver Nuggets,,Darrell Arthur,bruised/strained right quadriceps (DNP)
2013-12-27,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-27,New York Knicks,,Carmelo Anthony,sprained left ankle (DNP)
2013-12-27,Miami Heat,,Ray Allen,right knee tendinitis (DNP)
2013-12-27,Miami Heat,,Chris Andersen,sore back (DNP)
2013-12-27,Atlanta Hawks,,Al Horford,torn right pectoral muscle (out for season)
2013-12-27,Milwaukee Bucks,,Gary Neal,left foot injury (DNP)
2013-12-27,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2013-12-27,Los Angeles Lakers,,Pau Gasol,upper respiratory infection (DNP)
2013-12-28,Houston Rockets,,Greg Smith,sprained right knee (DNP)
2013-12-28,Washington Wizards,,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP)
2013-12-28,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-28,Nets,,Tyshawn Taylor,hamstring injury (DNP)
2013-12-28,Dallas Mavericks,,Wayne Ellington,illness (DNP)
2013-12-28,New York Knicks,,Metta World,sore left knee (DNP)
2013-12-28,Denver Nuggets,,Darrell Arthur,bruised/strained right quadriceps (DNP)
2013-12-28,Chicago Bulls,,Luol Deng,sore left Achilles (DNP)
2013-12-28,Milwaukee Bucks,,John Henson,sprained left ankle (DNP)
2013-12-28,Milwaukee Bucks,,Gary Neal,left foot injury (DNP)
2013-12-28,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2013-12-28,Philadelphia 76ers,,Evan Turner,sore right knee (DNP)
2013-12-28,New York Knicks,,Carmelo Anthony,sprained left ankle (DNP)
2013-12-29,Golden State Warriors,,Toney Douglas,food poisoning (DNP)
2013-12-29,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-29,Houston Rockets,,Greg Smith,sprained right knee (DNP)
2013-12-29,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2013-12-29,Atlanta Hawks,,DeMarre Carroll,sprained right thumb (DNP)
2013-12-29,Los Angeles Lakers,,Pau Gasol,upper respiratory inflammation (DNP)
2013-12-30,Detroit Pistons,,Rodney Stuckey,sore shoulder (DNP)
2013-12-30,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2013-12-30,Chicago Bulls,,Luol Deng,sore left Achilles (DNP)
2013-12-30,Los Angeles Lakers,,Xavier Henry,right knee injury (out indefinitely)
2013-12-30,Dallas Mavericks,,Wayne Ellington,illness (DNP)
2013-12-31,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2013-12-31,Los Angeles Lakers,,Xavier Henry,bone bruise in right knee (DNP)
2013-12-31,Houston Rockets,,Greg Smith,sprained right knee (DNP)
2013-12-31,Los Angeles Lakers,,Wesley Johnson,illness (DNP)
2013-12-31,Nets,,Tyshawn Taylor,hamstring injury (DNP)
2013-12-31,Atlanta Hawks,,DeMarre Carroll,sprained right thumb (DNP)
2013-12-31,Atlanta Hawks,,Al Horford,surgery to repair torn pectoral muscle (out for season)
2013-12-31,Milwaukee Bucks,,John Henson,sprained left ankle (DNP)
2013-12-31,Los Angeles Lakers,,Steve Blake,nerve root irritation (DNP)
2014-01-01,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2014-01-01,Dallas Mavericks,,Wayne Ellington,illness (DNP)
2014-01-02,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2014-01-02,Milwaukee Bucks,,John Henson,sprained left ankle (DNP)
2014-01-02,Cleveland Cavaliers,,Kyrie Irving,bruised left knee (DTD)
2014-01-02,New York Knicks,,Metta World,sore left knee (DNP)
2014-01-02,Orlando Magic,,Nikola Vucevic,sprained left ankle (DNP)
2014-01-02,Nets,,Tyshawn Taylor,hamstring injury (DNP)
2014-01-02,Phoenix Suns,,Eric Bledsoe,sprained right knee (DTD)
2014-01-03,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2014-01-03,Dallas Mavericks,,Wayne Ellington,illness (DNP)
2014-01-03,Los Angeles Lakers,,Xavier Henry,bone bruise in right knee (DNP)
2014-01-03,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2014-01-03,New York Knicks,,Metta World,sore left knee (DNP)
2014-01-03,New York Knicks,,Kenyon Martin,sore left ankle (DNP)
2014-01-03,Los Angeles Clippers,,Chris Paul,separated right shoulder (out indefinitely)
2014-01-03,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2014-01-04,Nets,,Brook Lopez,surgery on right foot to repair fracture (out for season)
2014-01-04,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2014-01-04,Milwaukee Bucks,,John Henson,sprained left ankle (DNP)
2014-01-04,Chicago Bulls,,Carlos Boozer,sore/bruised right knee (DNP)
2014-01-04,Los Angeles Clippers,,Chris Paul,separated right shoulder (DNP)
2014-01-04,Orlando Magic,,Nikola Vucevic,sprained left ankle (DNP)
2014-01-04,Minnesota Timberwolves,,Luc Richard,strained left groin (DNP)
2014-01-05,Los Angeles Lakers,,Xavier Henry,bone bruise in right knee (DNP)
2014-01-05,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2014-01-05,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2014-01-05,Detroit Pistons,,Rodney Stuckey,sore shoulder (DNP)
2014-01-05,Memphis Grizzlies,,Tony Allen,hand injury (DNP)
2014-01-05,Cleveland Cavaliers,,Jarrett Jack,back spasms (DNP)
2014-01-05,New York Knicks,,Metta World,sore left knee (DNP)
2014-01-06,Nets,,Deron Williams,sprained left ankle (DNP)
2014-01-06,Minnesota Timberwolves,,Luc Richard,strained left groin (DNP)
2014-01-06,Philadelphia 76ers,,Tony Wroten,flu (DNP)
2014-01-06,Orlando Magic,,Ronnie Price,sinus infection (DNP)
2014-01-07,Oklahoma City Thunder,,Serge Ibaka,flu (DNP)
2014-01-07,San Antonio Spurs,,Tiago Splitter,sprained/separated right shoulder (DNP)
2014-01-07,Detroit Pistons,,Rodney Stuckey,sore shoulder (DNP)
2014-01-07,Los Angeles Lakers,,Xavier Henry,bone bruise in right knee (DNP)
2014-01-07,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2014-01-07,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2014-01-07,Utah Jazz,,Andris Biedrins,flu (DNP)
2014-01-07,New York Knicks,,Tyson Chandler,upper respiratory infection (DNP)
2014-01-07,Memphis Grizzlies,,Tony Allen,hand injury (DNP)
2014-01-07,Boston Celtics,,Kris Humphries,sprained left ankle (DNP)
2014-01-07,Chicago Bulls,,Carlos Boozer,sore right knee (DNP)
2014-01-07,Milwaukee Bucks,,John Henson,sprained left ankle (DNP)
2014-01-07,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2014-01-07,Philadelphia 76ers,,Tony Wroten,flu (DNP)
2014-01-07,Miami Heat,,Mario Chalmers,right Achilles injury (DNP)
2014-01-08,San Antonio Spurs,,Tiago Splitter,sprained right shoulder (DNP)
2014-01-08,San Antonio Spurs,,Emanuel Ginobili,tightness in left hamstring (DNP)
2014-01-08,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2014-01-08,Houston Rockets,,Greg Smith,sprained/sore right / left (CBC) knee (DNP)
2014-01-08,Houston Rockets,,Chandler Parsons,sore right knee (DNP)
2014-01-08,Orlando Magic,,Nikola Vucevic,concussion (DNP)
2014-01-08,Orlando Magic,,Ronnie Price,sinus infection (DNP)
2014-01-08,Los Angeles Lakers,,Xavier Henry,bone bruise in right knee (DNP)
2014-01-08,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2014-01-08,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2014-01-08,Nets,,Deron Williams,sprained left ankle (DNP)
2014-01-09,New York Knicks,,Tyson Chandler,upper respiratory infection (DNP)
2014-01-09,Denver Nuggets,,Wilson Chandler,strained left hip (DNP)
2014-01-09,Miami Heat,,Mario Chalmers,strained right Achilles (DNP)
2014-01-09,New York Knicks,,Beno Udrih,left knee injury (DNP)
2014-01-10,Orlando Magic,,Nikola Vucevic,concussion (DNP)
2014-01-10,Phoenix Suns,,Eric Bledsoe,arthroscopic surgery on right knee to repair meniscus cartilage
2014-01-10,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2014-01-10,Houston Rockets,,Chandler Parsons,sore right knee (DNP)
2014-01-10,New Orleans Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
2014-01-10,Nets,,Deron Williams,sprained left ankle (DNP)
2014-01-10,Dallas Mavericks,,Wayne Ellington,illness (DNP)
2014-01-10,Orlando Magic,,Ronnie Price,sinus infection (DNP)
2014-01-10,Los Angeles Lakers,,Xavier Henry,bone bruise in right knee (DNP)
2014-01-10,Memphis Grizzlies,,Tony Allen,hand injury (DNP)
2014-01-10,Los Angeles Lakers,,Jordan Farmar,torn left hamstring (DNP)
2014-01-10,Utah Jazz,,Gordon Hayward,strained left hip flexor (DNP)
2014-01-10,Miami Heat,,Mario Chalmers,strained right Achilles (DNP)
2014-01-10,Miami Heat,,Dwyane Wade,knee injury / rest (DNP)
2014-01-10,Los Angeles Lakers,,Steve Blake,torn ligament in right elbow (DNP)
2014-01-10,Milwaukee Bucks,,John Henson,sprained left ankle (DNP)
2014-01-10,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2014-01-10,Philadelphia 76ers,,Lavoy Allen,strained right calf (DNP)
2014-01-11,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2014-01-11,Houston Rockets,,Chandler Parsons,sore right knee (DNP)
2014-01-11,New Orleans Pelicans,,Tyreke Evans,sore left ankle (DNP)
2014-01-11,New Orleans Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
2014-01-11,Denver Nuggets,,Wilson Chandler,strained left hip (DNP)
2014-01-11,Denver Nuggets,,Anthony Randolph,sprained left ankle (DNP)
2014-01-11,Nets,,Kevin Garnett,rest (DNP)
2014-01-11,Dallas Mavericks,,Wayne Ellington,illness (DNP)
2014-01-11,Orlando Magic,,Ronnie Price,sinus infection (DNP)
2014-01-11,Orlando Magic,,Nikola Vucevic,concussion (DNP)
2014-01-11,Orlando Magic,,Arron Afflalo,sprained right foot (DNP)
2014-01-11,New York Knicks,,Tyson Chandler,upper respiratory infection (DNP)
2014-01-11,New York Knicks,,Beno Udrih,inflammation (DNP)
2014-01-11,Chicago Bulls,,Jimmy Butler,bruised thigh (DNP)
2014-01-11,Milwaukee Bucks,,John Henson,sprained left ankle (DNP)
2014-01-11,Charlotte Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
2014-01-11,Philadelphia 76ers,,Lavoy Allen,strained right calf (DNP)
2014-01-12,San Antonio Spurs,,Emanuel Ginobili,tightness in left hamstring (DNP)
2014-01-12,Memphis Grizzlies,,Tony Allen,hand injury (DNP)
2014-01-12,Atlanta Hawks,,Pero Antic,back spasms (DNP)
2014-01-13,New Orleans Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
2014-01-13,Dallas Mavericks,,Shawn Marion,bruised right shoulder (DNP)
2014-01-13,San Antonio Spurs,,Danny Green,fractured left index finger (DNP)
2014-01-13,Houston Rockets,,Omer Asik,bruised right thigh (DNP)
2014-01-13,New Orleans Pelicans,,Tyreke Evans,sprained left ankle (DNP)
2014-01-13,Denver Nuggets,,Darrell Arthur,strained left groin (DNP)
2014-01-13,Orlando Magic,,Ronnie Price,sinus infection (DNP)
2014-01-13,Orlando Magic,,Nikola Vucevic,concussion (DNP)
2014-01-13,Orlando Magic,,Arron Afflalo,sprained right foot (DNP)
