Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
Cleveland Cavaliers,2017,79,2018-04-05,,Washington Wizards,
Cleveland Cavaliers,2017,80,2018-04-06,@,Philadelphia 76ers,
Cleveland Cavaliers,2017,81,2018-04-09,@,New York Knicks,
Cleveland Cavaliers,2017,82,2018-04-11,,New York Knicks,
Cleveland Cavaliers,2017,83,2018-04-15,,Indiana Pacers,
Cleveland Cavaliers,2017,84,2018-04-18,,Indiana Pacers,
Cleveland Cavaliers,2017,85,2018-04-20,@,Indiana Pacers,
Cleveland Cavaliers,2017,86,2018-04-22,@,Indiana Pacers,
Cleveland Cavaliers,2017,87,2018-04-25,,Indiana Pacers,
Cleveland Cavaliers,2017,88,2018-04-27,@,Indiana Pacers,
Cleveland Cavaliers,2017,89,2018-04-29,,Indiana Pacers,
Cleveland Cavaliers,2017,90,2018-05-01,@,Toronto Raptors,OT
Cleveland Cavaliers,2017,91,2018-05-03,@,Toronto Raptors,
Cleveland Cavaliers,2017,92,2018-05-05,,Toronto Raptors,
Cleveland Cavaliers,2017,93,2018-05-07,,Toronto Raptors,
Cleveland Cavaliers,2017,94,2018-05-13,@,Boston Celtics,
Cleveland Cavaliers,2017,95,2018-05-15,@,Boston Celtics,
Cleveland Cavaliers,2017,96,2018-05-19,,Boston Celtics,
Cleveland Cavaliers,2017,97,2018-05-21,,Boston Celtics,
Cleveland Cavaliers,2017,98,2018-05-23,@,Boston Celtics,
Cleveland Cavaliers,2017,99,2018-05-25,,Boston Celtics,
Cleveland Cavaliers,2017,100,2018-05-27,@,Boston Celtics,
Cleveland Cavaliers,2017,101,2018-05-31,@,Golden State Warriors,OT
Cleveland Cavaliers,2017,102,2018-06-03,@,Golden State Warriors,
Cleveland Cavaliers,2017,103,2018-06-06,,Golden State Warriors,
Cleveland Cavaliers,2017,104,2018-06-08,,Golden State Warriors,
Cleveland Cavaliers,2018,1,2018-10-17,@,Toronto Raptors,
Cleveland Cavaliers,2018,2,2018-10-19,@,Minnesota Timberwolves,
Cleveland Cavaliers,2018,3,2018-10-21,,Atlanta Hawks,
Cleveland Cavaliers,2018,4,2018-10-24,,Brooklyn Nets,
Cleveland Cavaliers,2018,5,2018-10-25,@,Detroit Pistons,
Cleveland Cavaliers,2018,6,2018-10-27,,Indiana Pacers,
Cleveland Cavaliers,2018,7,2018-10-30,,Atlanta Hawks,
Cleveland Cavaliers,2018,8,2018-11-01,,Denver Nuggets,
Cleveland Cavaliers,2018,9,2018-11-03,@,Charlotte Hornets,
Cleveland Cavaliers,2018,10,2018-11-05,@,Orlando Magic,
Cleveland Cavaliers,2018,11,2018-11-07,,Oklahoma City Thunder,
Cleveland Cavaliers,2018,12,2018-11-10,@,Chicago Bulls,
Cleveland Cavaliers,2018,13,2018-11-13,,Charlotte Hornets,
Cleveland Cavaliers,2018,14,2018-11-14,@,Washington Wizards,
Cleveland Cavaliers,2018,15,2018-11-19,@,Detroit Pistons,
Cleveland Cavaliers,2018,16,2018-11-21,,Los Angeles Lakers,
Cleveland Cavaliers,2018,17,2018-11-23,@,Philadelphia 76ers,
Cleveland Cavaliers,2018,18,2018-11-24,,Houston Rockets,
Cleveland Cavaliers,2018,19,2018-11-26,,Minnesota Timberwolves,
Cleveland Cavaliers,2018,20,2018-11-28,@,Oklahoma City Thunder,
Cleveland Cavaliers,2018,21,2018-11-30,@,Boston Celtics,
Cleveland Cavaliers,2018,22,2018-12-01,,Toronto Raptors,
Cleveland Cavaliers,2018,23,2018-12-03,@,Brooklyn Nets,
Cleveland Cavaliers,2018,24,2018-12-05,,Golden State Warriors,
Cleveland Cavaliers,2018,25,2018-12-07,,Sacramento Kings,
Cleveland Cavaliers,2018,26,2018-12-08,,Washington Wizards,
Cleveland Cavaliers,2018,27,2018-12-10,@,Milwaukee Bucks,
Cleveland Cavaliers,2018,28,2018-12-12,,New York Knicks,
Cleveland Cavaliers,2018,29,2018-12-14,,Milwaukee Bucks,
Cleveland Cavaliers,2018,30,2018-12-16,,Philadelphia 76ers,
Cleveland Cavaliers,2018,31,2018-12-18,@,Indiana Pacers,
Cleveland Cavaliers,2018,32,2018-12-19,@,Charlotte Hornets,
Cleveland Cavaliers,2018,33,2018-12-21,@,Toronto Raptors,
Cleveland Cavaliers,2018,34,2018-12-23,,Chicago Bulls,
Cleveland Cavaliers,2018,35,2018-12-26,@,Memphis Grizzlies,
Cleveland Cavaliers,2018,36,2018-12-28,@,Miami Heat,
Cleveland Cavaliers,2018,37,2018-12-29,@,Atlanta Hawks,
Cleveland Cavaliers,2018,38,2019-01-02,,Miami Heat,
Cleveland Cavaliers,2018,39,2019-01-04,,Utah Jazz,
Cleveland Cavaliers,2018,40,2019-01-05,,New Orleans Pelicans,
Cleveland Cavaliers,2018,41,2019-01-08,,Indiana Pacers,
Cleveland Cavaliers,2018,42,2019-01-09,@,New Orleans Pelicans,
Cleveland Cavaliers,2018,43,2019-01-11,@,Houston Rockets,
Cleveland Cavaliers,2018,44,2019-01-13,@,Los Angeles Lakers,
Cleveland Cavaliers,2018,45,2019-01-16,@,Portland Trail Blazers,
Cleveland Cavaliers,2018,46,2019-01-18,@,Utah Jazz,
Cleveland Cavaliers,2018,47,2019-01-19,@,Denver Nuggets,
Cleveland Cavaliers,2018,48,2019-01-21,,Chicago Bulls,
Cleveland Cavaliers,2018,49,2019-01-23,@,Boston Celtics,
Cleveland Cavaliers,2018,50,2019-01-25,,Miami Heat,
Cleveland Cavaliers,2018,51,2019-01-27,@,Chicago Bulls,
Cleveland Cavaliers,2018,52,2019-01-29,,Washington Wizards,
Cleveland Cavaliers,2018,53,2019-02-02,,Dallas Mavericks,
Cleveland Cavaliers,2018,54,2019-02-05,,Boston Celtics,
Cleveland Cavaliers,2018,55,2019-02-08,@,Washington Wizards,
Cleveland Cavaliers,2018,56,2019-02-09,@,Indiana Pacers,
Cleveland Cavaliers,2018,57,2019-02-11,,New York Knicks,
Cleveland Cavaliers,2018,58,2019-02-13,,Brooklyn Nets,3OT
Cleveland Cavaliers,2018,59,2019-02-21,,Phoenix Suns,
Cleveland Cavaliers,2018,60,2019-02-23,,Memphis Grizzlies,
Cleveland Cavaliers,2018,61,2019-02-25,,Portland Trail Blazers,
Cleveland Cavaliers,2018,62,2019-02-28,@,New York Knicks,
Cleveland Cavaliers,2018,63,2019-03-02,,Detroit Pistons,
Cleveland Cavaliers,2018,64,2019-03-03,,Orlando Magic,
Cleveland Cavaliers,2018,65,2019-03-06,@,Brooklyn Nets,
Cleveland Cavaliers,2018,66,2019-03-08,@,Miami Heat,
Cleveland Cavaliers,2018,67,2019-03-11,,Toronto Raptors,
Cleveland Cavaliers,2018,68,2019-03-12,@,Philadelphia 76ers,
Cleveland Cavaliers,2018,69,2019-03-14,@,Orlando Magic,
Cleveland Cavaliers,2018,70,2019-03-16,@,Dallas Mavericks,
Cleveland Cavaliers,2018,71,2019-03-18,,Detroit Pistons,
Cleveland Cavaliers,2018,72,2019-03-20,,Milwaukee Bucks,
Cleveland Cavaliers,2018,73,2019-03-22,,Los Angeles Clippers,
Cleveland Cavaliers,2018,74,2019-03-24,@,Milwaukee Bucks,
Cleveland Cavaliers,2018,75,2019-03-26,,Boston Celtics,
Cleveland Cavaliers,2018,76,2019-03-28,@,San Antonio Spurs,
Cleveland Cavaliers,2018,77,2019-03-30,@,Los Angeles Clippers,
Cleveland Cavaliers,2018,78,2019-04-01,@,Phoenix Suns,
Cleveland Cavaliers,2018,79,2019-04-04,@,Sacramento Kings,
Cleveland Cavaliers,2018,80,2019-04-05,@,Golden State Warriors,
Cleveland Cavaliers,2018,81,2019-04-07,,San Antonio Spurs,
Cleveland Cavaliers,2018,82,2019-04-09,,Charlotte Hornets,
Cleveland Cavaliers,2019,1,2019-10-23,@,Orlando Magic,
Cleveland Cavaliers,2019,2,2019-10-26,,Indiana Pacers,
Cleveland Cavaliers,2019,3,2019-10-28,@,Milwaukee Bucks,
Cleveland Cavaliers,2019,4,2019-10-30,,Chicago Bulls,
Cleveland Cavaliers,2019,5,2019-11-01,@,Indiana Pacers,
Cleveland Cavaliers,2019,6,2019-11-03,,Dallas Mavericks,
Cleveland Cavaliers,2019,7,2019-11-05,,Boston Celtics,
Cleveland Cavaliers,2019,8,2019-11-08,@,Washington Wizards,
Cleveland Cavaliers,2019,9,2019-11-10,@,New York Knicks,
Cleveland Cavaliers,2019,10,2019-11-12,@,Philadelphia 76ers,
Cleveland Cavaliers,2019,11,2019-11-14,,Miami Heat,
Cleveland Cavaliers,2019,12,2019-11-17,,Philadelphia 76ers,
Cleveland Cavaliers,2019,13,2019-11-18,@,New York Knicks,
Cleveland Cavaliers,2019,14,2019-11-20,@,Miami Heat,
Cleveland Cavaliers,2019,15,2019-11-22,@,Dallas Mavericks,
Cleveland Cavaliers,2019,16,2019-11-23,,Portland Trail Blazers,
Cleveland Cavaliers,2019,17,2019-11-25,,Brooklyn Nets,
Cleveland Cavaliers,2019,18,2019-11-27,,Orlando Magic,
Cleveland Cavaliers,2019,19,2019-11-29,,Milwaukee Bucks,
Cleveland Cavaliers,2019,20,2019-12-03,,Detroit Pistons,
Cleveland Cavaliers,2019,21,2019-12-06,,Orlando Magic,
Cleveland Cavaliers,2019,22,2019-12-07,@,Philadelphia 76ers,
Cleveland Cavaliers,2019,23,2019-12-09,@,Boston Celtics,
Cleveland Cavaliers,2019,24,2019-12-11,,Houston Rockets,
Cleveland Cavaliers,2019,25,2019-12-12,@,San Antonio Spurs,OT
Cleveland Cavaliers,2019,26,2019-12-14,@,Milwaukee Bucks,
Cleveland Cavaliers,2019,27,2019-12-16,@,Toronto Raptors,
Cleveland Cavaliers,2019,28,2019-12-18,,Charlotte Hornets,
Cleveland Cavaliers,2019,29,2019-12-20,,Memphis Grizzlies,
Cleveland Cavaliers,2019,30,2019-12-23,,Atlanta Hawks,
Cleveland Cavaliers,2019,31,2019-12-27,@,Boston Celtics,
Cleveland Cavaliers,2019,32,2019-12-28,@,Minnesota Timberwolves,
Cleveland Cavaliers,2019,33,2019-12-31,@,Toronto Raptors,
Cleveland Cavaliers,2019,34,2020-01-02,,Charlotte Hornets,
Cleveland Cavaliers,2019,35,2020-01-04,,Oklahoma City Thunder,
Cleveland Cavaliers,2019,36,2020-01-05,,Minnesota Timberwolves,
Cleveland Cavaliers,2019,37,2020-01-07,,Detroit Pistons,
Cleveland Cavaliers,2019,38,2020-01-09,@,Detroit Pistons,OT
Cleveland Cavaliers,2019,39,2020-01-11,@,Denver Nuggets,
Cleveland Cavaliers,2019,40,2020-01-13,@,Los Angeles Lakers,
Cleveland Cavaliers,2019,41,2020-01-14,@,Los Angeles Clippers,
Cleveland Cavaliers,2019,42,2020-01-17,@,Memphis Grizzlies,
Cleveland Cavaliers,2019,43,2020-01-18,@,Chicago Bulls,
Cleveland Cavaliers,2019,44,2020-01-20,,New York Knicks,
Cleveland Cavaliers,2019,45,2020-01-23,,Washington Wizards,
Cleveland Cavaliers,2019,46,2020-01-25,,Chicago Bulls,
Cleveland Cavaliers,2019,47,2020-01-27,@,Detroit Pistons,
Cleveland Cavaliers,2019,48,2020-01-28,,New Orleans Pelicans,
Cleveland Cavaliers,2019,49,2020-01-30,,Toronto Raptors,
Cleveland Cavaliers,2019,50,2020-02-01,,Golden State Warriors,
Cleveland Cavaliers,2019,51,2020-02-03,,New York Knicks,OT
Cleveland Cavaliers,2019,52,2020-02-05,@,Oklahoma City Thunder,
Cleveland Cavaliers,2019,53,2020-02-09,,Los Angeles Clippers,
Cleveland Cavaliers,2019,54,2020-02-12,,Atlanta Hawks,
Cleveland Cavaliers,2019,55,2020-02-21,@,Washington Wizards,
Cleveland Cavaliers,2019,56,2020-02-22,@,Miami Heat,
Cleveland Cavaliers,2019,57,2020-02-24,,Miami Heat,OT
Cleveland Cavaliers,2019,58,2020-02-26,,Philadelphia 76ers,
Cleveland Cavaliers,2019,59,2020-02-28,@,New Orleans Pelicans,
Cleveland Cavaliers,2019,60,2020-02-29,,Indiana Pacers,
Cleveland Cavaliers,2019,61,2020-03-02,,Utah Jazz,
Cleveland Cavaliers,2019,62,2020-03-04,,Boston Celtics,
Cleveland Cavaliers,2019,63,2020-03-07,,Denver Nuggets,
Cleveland Cavaliers,2019,64,2020-03-08,,San Antonio Spurs,OT
Cleveland Cavaliers,2019,65,2020-03-10,@,Chicago Bulls,
Cleveland Cavaliers,2020,1,2020-12-23,,Charlotte Hornets,
Cleveland Cavaliers,2020,2,2020-12-26,@,Detroit Pistons,2OT
Cleveland Cavaliers,2020,3,2020-12-27,,Philadelphia 76ers,
Cleveland Cavaliers,2020,4,2020-12-29,,New York Knicks,
Cleveland Cavaliers,2020,5,2020-12-31,@,Indiana Pacers,
Cleveland Cavaliers,2020,6,2021-01-02,@,Atlanta Hawks,
Cleveland Cavaliers,2020,7,2021-01-04,@,Orlando Magic,
Cleveland Cavaliers,2020,8,2021-01-06,@,Orlando Magic,
Cleveland Cavaliers,2020,9,2021-01-07,@,Memphis Grizzlies,
Cleveland Cavaliers,2020,10,2021-01-09,@,Milwaukee Bucks,
Cleveland Cavaliers,2020,11,2021-01-11,,Memphis Grizzlies,
Cleveland Cavaliers,2020,12,2021-01-12,,Utah Jazz,
Cleveland Cavaliers,2020,13,2021-01-15,,New York Knicks,
Cleveland Cavaliers,2020,14,2021-01-20,,Brooklyn Nets,2OT
Cleveland Cavaliers,2020,15,2021-01-22,,Brooklyn Nets,
Cleveland Cavaliers,2020,16,2021-01-24,@,Boston Celtics,
Cleveland Cavaliers,2020,17,2021-01-25,,Los Angeles Lakers,
Cleveland Cavaliers,2020,18,2021-01-27,,Detroit Pistons,
Cleveland Cavaliers,2020,19,2021-01-29,@,New York Knicks,
Cleveland Cavaliers,2020,20,2021-01-31,@,Minnesota Timberwolves,
Cleveland Cavaliers,2020,21,2021-02-01,,Minnesota Timberwolves,
Cleveland Cavaliers,2020,22,2021-02-03,,Los Angeles Clippers,
Cleveland Cavaliers,2020,23,2021-02-05,,Milwaukee Bucks,
Cleveland Cavaliers,2020,24,2021-02-06,,Milwaukee Bucks,
Cleveland Cavaliers,2020,25,2021-02-08,@,Phoenix Suns,
Cleveland Cavaliers,2020,26,2021-02-10,@,Denver Nuggets,
Cleveland Cavaliers,2020,27,2021-02-12,@,Portland Trail Blazers,
Cleveland Cavaliers,2020,28,2021-02-14,@,Los Angeles Clippers,
Cleveland Cavaliers,2020,29,2021-02-15,@,Golden State Warriors,
Cleveland Cavaliers,2020,30,2021-02-19,,Denver Nuggets,
Cleveland Cavaliers,2020,31,2021-02-21,,Oklahoma City Thunder,
Cleveland Cavaliers,2020,32,2021-02-23,,Atlanta Hawks,
Cleveland Cavaliers,2020,33,2021-02-24,,Houston Rockets,
Cleveland Cavaliers,2020,34,2021-02-27,@,Philadelphia 76ers,OT
Cleveland Cavaliers,2020,35,2021-03-01,@,Houston Rockets,
Cleveland Cavaliers,2020,36,2021-03-03,,Indiana Pacers,
Cleveland Cavaliers,2020,37,2021-03-12,@,New Orleans Pelicans,
Cleveland Cavaliers,2020,38,2021-03-14,@,Atlanta Hawks,
Cleveland Cavaliers,2020,39,2021-03-16,@,Miami Heat,
Cleveland Cavaliers,2020,40,2021-03-17,,Boston Celtics,
Cleveland Cavaliers,2020,41,2021-03-19,,San Antonio Spurs,
Cleveland Cavaliers,2020,42,2021-03-21,,Toronto Raptors,
Cleveland Cavaliers,2020,43,2021-03-22,,Sacramento Kings,
Cleveland Cavaliers,2020,44,2021-03-24,@,Chicago Bulls,
Cleveland Cavaliers,2020,45,2021-03-26,@,Los Angeles Lakers,
Cleveland Cavaliers,2020,46,2021-03-27,@,Sacramento Kings,
Cleveland Cavaliers,2020,47,2021-03-29,@,Utah Jazz,
Cleveland Cavaliers,2020,48,2021-04-01,,Philadelphia 76ers,
Cleveland Cavaliers,2020,49,2021-04-03,@,Miami Heat,
Cleveland Cavaliers,2020,50,2021-04-05,@,San Antonio Spurs,
Cleveland Cavaliers,2020,51,2021-04-08,@,Oklahoma City Thunder,
Cleveland Cavaliers,2020,52,2021-04-10,,Toronto Raptors,
Cleveland Cavaliers,2020,53,2021-04-11,,New Orleans Pelicans,
Cleveland Cavaliers,2020,54,2021-04-14,@,Charlotte Hornets,
Cleveland Cavaliers,2020,55,2021-04-15,,Golden State Warriors,
Cleveland Cavaliers,2020,56,2021-04-17,@,Chicago Bulls,
Cleveland Cavaliers,2020,57,2021-04-19,@,Detroit Pistons,
Cleveland Cavaliers,2020,58,2021-04-21,,Chicago Bulls,
Cleveland Cavaliers,2020,59,2021-04-23,@,Charlotte Hornets,
Cleveland Cavaliers,2020,60,2021-04-25,@,Washington Wizards,
Cleveland Cavaliers,2020,61,2021-04-26,@,Toronto Raptors,
Cleveland Cavaliers,2020,62,2021-04-28,,Orlando Magic,
Cleveland Cavaliers,2020,63,2021-04-30,,Washington Wizards,
Cleveland Cavaliers,2020,64,2021-05-01,,Miami Heat,
Cleveland Cavaliers,2020,65,2021-05-04,,Phoenix Suns,OT
Cleveland Cavaliers,2020,66,2021-05-05,,Portland Trail Blazers,
Cleveland Cavaliers,2020,67,2021-05-07,@,Dallas Mavericks,
Cleveland Cavaliers,2020,68,2021-05-09,,Dallas Mavericks,
Cleveland Cavaliers,2020,69,2021-05-10,,Indiana Pacers,
Cleveland Cavaliers,2020,70,2021-05-12,,Boston Celtics,
Cleveland Cavaliers,2020,71,2021-05-14,@,Washington Wizards,
Cleveland Cavaliers,2020,72,2021-05-16,@,Brooklyn Nets,
Cleveland Cavaliers,2021,1,2021-10-20,@,Memphis Grizzlies,
Cleveland Cavaliers,2021,2,2021-10-22,,Charlotte Hornets,
Cleveland Cavaliers,2021,3,2021-10-23,,Atlanta Hawks,
Cleveland Cavaliers,2021,4,2021-10-25,@,Denver Nuggets,
Cleveland Cavaliers,2021,5,2021-10-27,@,Los Angeles Clippers,
Cleveland Cavaliers,2021,6,2021-10-29,@,Los Angeles Lakers,
Cleveland Cavaliers,2021,7,2021-10-30,@,Phoenix Suns,
Cleveland Cavaliers,2021,8,2021-11-01,@,Charlotte Hornets,
Cleveland Cavaliers,2021,9,2021-11-03,,Portland Trail Blazers,
Cleveland Cavaliers,2021,10,2021-11-05,@,Toronto Raptors,
Cleveland Cavaliers,2021,11,2021-11-07,@,New York Knicks,
Cleveland Cavaliers,2021,12,2021-11-10,,Washington Wizards,
Cleveland Cavaliers,2021,13,2021-11-12,,Detroit Pistons,
Cleveland Cavaliers,2021,14,2021-11-13,,Boston Celtics,
Cleveland Cavaliers,2021,15,2021-11-15,,Boston Celtics,
Cleveland Cavaliers,2021,16,2021-11-17,@,Brooklyn Nets,
Cleveland Cavaliers,2021,17,2021-11-18,,Golden State Warriors,
Cleveland Cavaliers,2021,18,2021-11-22,,Brooklyn Nets,
Cleveland Cavaliers,2021,19,2021-11-24,,Phoenix Suns,
Cleveland Cavaliers,2021,20,2021-11-27,,Orlando Magic,
Cleveland Cavaliers,2021,21,2021-11-29,@,Dallas Mavericks,
Cleveland Cavaliers,2021,22,2021-12-01,@,Miami Heat,
Cleveland Cavaliers,2021,23,2021-12-03,@,Washington Wizards,
Cleveland Cavaliers,2021,24,2021-12-05,,Utah Jazz,
Cleveland Cavaliers,2021,25,2021-12-06,@,Milwaukee Bucks,
Cleveland Cavaliers,2021,26,2021-12-08,,Chicago Bulls,
Cleveland Cavaliers,2021,27,2021-12-10,@,Minnesota Timberwolves,
Cleveland Cavaliers,2021,28,2021-12-11,,Sacramento Kings,
Cleveland Cavaliers,2021,29,2021-12-13,,Miami Heat,
Cleveland Cavaliers,2021,30,2021-12-15,,Houston Rockets,
Cleveland Cavaliers,2021,31,2021-12-18,@,Milwaukee Bucks,
Cleveland Cavaliers,2021,32,2021-12-22,@,Boston Celtics,
Cleveland Cavaliers,2021,33,2021-12-26,,Toronto Raptors,
Cleveland Cavaliers,2021,34,2021-12-28,@,New Orleans Pelicans,
Cleveland Cavaliers,2021,35,2021-12-30,@,Washington Wizards,
Cleveland Cavaliers,2021,36,2021-12-31,,Atlanta Hawks,
Cleveland Cavaliers,2021,37,2022-01-02,,Indiana Pacers,
Cleveland Cavaliers,2021,38,2022-01-04,,Memphis Grizzlies,
Cleveland Cavaliers,2021,39,2022-01-07,@,Portland Trail Blazers,
Cleveland Cavaliers,2021,40,2022-01-09,@,Golden State Warriors,
Cleveland Cavaliers,2021,41,2022-01-10,@,Sacramento Kings,
Cleveland Cavaliers,2021,42,2022-01-12,@,Utah Jazz,
Cleveland Cavaliers,2021,43,2022-01-14,@,San Antonio Spurs,
Cleveland Cavaliers,2021,44,2022-01-15,@,Oklahoma City Thunder,
Cleveland Cavaliers,2021,45,2022-01-17,,Brooklyn Nets,
Cleveland Cavaliers,2021,46,2022-01-19,@,Chicago Bulls,
Cleveland Cavaliers,2021,47,2022-01-22,,Oklahoma City Thunder,
Cleveland Cavaliers,2021,48,2022-01-24,,New York Knicks,
Cleveland Cavaliers,2021,49,2022-01-26,,Milwaukee Bucks,
Cleveland Cavaliers,2021,50,2022-01-30,@,Detroit Pistons,
Cleveland Cavaliers,2021,51,2022-01-31,,New Orleans Pelicans,
Cleveland Cavaliers,2021,52,2022-02-02,@,Houston Rockets,
Cleveland Cavaliers,2021,53,2022-02-04,@,Charlotte Hornets,
Cleveland Cavaliers,2021,54,2022-02-06,,Indiana Pacers,
Cleveland Cavaliers,2021,55,2022-02-09,,San Antonio Spurs,
Cleveland Cavaliers,2021,56,2022-02-11,@,Indiana Pacers,
Cleveland Cavaliers,2021,57,2022-02-12,@,Philadelphia 76ers,
Cleveland Cavaliers,2021,58,2022-02-15,@,Atlanta Hawks,
Cleveland Cavaliers,2021,59,2022-02-24,@,Detroit Pistons,
Cleveland Cavaliers,2021,60,2022-02-26,,Washington Wizards,
Cleveland Cavaliers,2021,61,2022-02-28,,Minnesota Timberwolves,
Cleveland Cavaliers,2021,62,2022-03-02,,Charlotte Hornets,
Cleveland Cavaliers,2021,63,2022-03-04,@,Philadelphia 76ers,
Cleveland Cavaliers,2021,64,2022-03-06,,Toronto Raptors,
Cleveland Cavaliers,2021,65,2022-03-08,@,Indiana Pacers,
Cleveland Cavaliers,2021,66,2022-03-11,@,Miami Heat,
Cleveland Cavaliers,2021,67,2022-03-12,@,Chicago Bulls,
Cleveland Cavaliers,2021,68,2022-03-14,,Los Angeles Clippers,OT
Cleveland Cavaliers,2021,69,2022-03-16,,Philadelphia 76ers,
Cleveland Cavaliers,2021,70,2022-03-18,,Denver Nuggets,OT
Cleveland Cavaliers,2021,71,2022-03-19,,Detroit Pistons,
Cleveland Cavaliers,2021,72,2022-03-21,,Los Angeles Lakers,
Cleveland Cavaliers,2021,73,2022-03-24,@,Toronto Raptors,
Cleveland Cavaliers,2021,74,2022-03-26,,Chicago Bulls,
Cleveland Cavaliers,2021,75,2022-03-28,,Orlando Magic,
Cleveland Cavaliers,2021,76,2022-03-30,,Dallas Mavericks,
Cleveland Cavaliers,2021,77,2022-03-31,@,Atlanta Hawks,
Cleveland Cavaliers,2021,78,2022-04-02,@,New York Knicks,
Cleveland Cavaliers,2021,79,2022-04-03,,Philadelphia 76ers,
Cleveland Cavaliers,2021,80,2022-04-05,@,Orlando Magic,
Cleveland Cavaliers,2021,81,2022-04-08,@,Brooklyn Nets,
Cleveland Cavaliers,2021,82,2022-04-10,,Milwaukee Bucks,
Cleveland Cavaliers,2021,83,2022-04-12,@,Brooklyn Nets,
Cleveland Cavaliers,2021,84,2022-04-15,,Atlanta Hawks,
Cleveland Cavaliers,2022,1,2022-10-19,@,Toronto Raptors,
Cleveland Cavaliers,2022,2,2022-10-22,@,Chicago Bulls,
Cleveland Cavaliers,2022,3,2022-10-23,,Washington Wizards,OT
Cleveland Cavaliers,2022,4,2022-10-26,,Orlando Magic,
Cleveland Cavaliers,2022,5,2022-10-28,@,Boston Celtics,OT
Cleveland Cavaliers,2022,6,2022-10-30,,New York Knicks,
Cleveland Cavaliers,2022,7,2022-11-02,,Boston Celtics,OT
Cleveland Cavaliers,2022,8,2022-11-04,@,Detroit Pistons,
Cleveland Cavaliers,2022,9,2022-11-06,@,Los Angeles Lakers,
Cleveland Cavaliers,2022,10,2022-11-07,@,Los Angeles Clippers,
Cleveland Cavaliers,2022,11,2022-11-09,@,Sacramento Kings,
Cleveland Cavaliers,2022,12,2022-11-11,@,Golden State Warriors,
Cleveland Cavaliers,2022,13,2022-11-13,,Minnesota Timberwolves,
Cleveland Cavaliers,2022,14,2022-11-16,@,Milwaukee Bucks,
Cleveland Cavaliers,2022,15,2022-11-18,,Charlotte Hornets,2OT
Cleveland Cavaliers,2022,16,2022-11-20,,Miami Heat,
Cleveland Cavaliers,2022,17,2022-11-21,,Atlanta Hawks,
Cleveland Cavaliers,2022,18,2022-11-23,,Portland Trail Blazers,
Cleveland Cavaliers,2022,19,2022-11-25,@,Milwaukee Bucks,
Cleveland Cavaliers,2022,20,2022-11-27,@,Detroit Pistons,
Cleveland Cavaliers,2022,21,2022-11-28,@,Toronto Raptors,
Cleveland Cavaliers,2022,22,2022-11-30,,Philadelphia 76ers,
Cleveland Cavaliers,2022,23,2022-12-02,,Orlando Magic,
Cleveland Cavaliers,2022,24,2022-12-04,@,New York Knicks,
Cleveland Cavaliers,2022,25,2022-12-06,,Los Angeles Lakers,
Cleveland Cavaliers,2022,26,2022-12-09,,Sacramento Kings,
Cleveland Cavaliers,2022,27,2022-12-10,,Oklahoma City Thunder,
Cleveland Cavaliers,2022,28,2022-12-12,@,San Antonio Spurs,
Cleveland Cavaliers,2022,29,2022-12-14,@,Dallas Mavericks,
Cleveland Cavaliers,2022,30,2022-12-16,,Indiana Pacers,
Cleveland Cavaliers,2022,31,2022-12-17,,Dallas Mavericks,OT
Cleveland Cavaliers,2022,32,2022-12-19,,Utah Jazz,
Cleveland Cavaliers,2022,33,2022-12-21,,Milwaukee Bucks,
Cleveland Cavaliers,2022,34,2022-12-23,,Toronto Raptors,
Cleveland Cavaliers,2022,35,2022-12-26,,Brooklyn Nets,
Cleveland Cavaliers,2022,36,2022-12-29,@,Indiana Pacers,
Cleveland Cavaliers,2022,37,2022-12-31,@,Chicago Bulls,
Cleveland Cavaliers,2022,38,2023-01-02,,Chicago Bulls,OT
Cleveland Cavaliers,2022,39,2023-01-04,,Phoenix Suns,
Cleveland Cavaliers,2022,40,2023-01-06,@,Denver Nuggets,
Cleveland Cavaliers,2022,41,2023-01-08,@,Phoenix Suns,
Cleveland Cavaliers,2022,42,2023-01-10,@,Utah Jazz,
Cleveland Cavaliers,2022,43,2023-01-12,@,Portland Trail Blazers,
Cleveland Cavaliers,2022,44,2023-01-14,@,Minnesota Timberwolves,
Cleveland Cavaliers,2022,45,2023-01-16,,New Orleans Pelicans,
Cleveland Cavaliers,2022,46,2023-01-18,@,Memphis Grizzlies,
Cleveland Cavaliers,2022,47,2023-01-20,,Golden State Warriors,
Cleveland Cavaliers,2022,48,2023-01-21,,Milwaukee Bucks,
Cleveland Cavaliers,2022,49,2023-01-24,@,New York Knicks,
Cleveland Cavaliers,2022,50,2023-01-26,@,Houston Rockets,
Cleveland Cavaliers,2022,51,2023-01-27,@,Oklahoma City Thunder,
Cleveland Cavaliers,2022,52,2023-01-29,,Los Angeles Clippers,
Cleveland Cavaliers,2022,53,2023-01-31,,Miami Heat,
Cleveland Cavaliers,2022,54,2023-02-02,,Memphis Grizzlies,
Cleveland Cavaliers,2022,55,2023-02-05,@,Indiana Pacers,
Cleveland Cavaliers,2022,56,2023-02-06,@,Washington Wizards,
Cleveland Cavaliers,2022,57,2023-02-08,,Detroit Pistons,
