Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
New Orleans Hornets,2012,41,2013-01-21,,Sacramento Kings,
New Orleans Hornets,2012,42,2013-01-23,@,San Antonio Spurs,
New Orleans Hornets,2012,43,2013-01-25,,Houston Rockets,
New Orleans Hornets,2012,44,2013-01-27,@,Memphis Grizzlies,
New Orleans Hornets,2012,45,2013-01-29,@,Los Angeles Lakers,
New Orleans Hornets,2012,46,2013-01-30,@,Utah Jazz,
New Orleans Hornets,2012,47,2013-02-01,@,Denver Nuggets,
New Orleans Hornets,2012,48,2013-02-02,@,Minnesota Timberwolves,
New Orleans Hornets,2012,49,2013-02-06,,Phoenix Suns,
New Orleans Hornets,2012,50,2013-02-08,@,Atlanta Hawks,
New Orleans Hornets,2012,51,2013-02-10,@,Toronto Raptors,
New Orleans Hornets,2012,52,2013-02-11,@,Detroit Pistons,
New Orleans Hornets,2012,53,2013-02-13,,Portland Trail Blazers,
New Orleans Hornets,2012,54,2013-02-19,,Chicago Bulls,
New Orleans Hornets,2012,55,2013-02-20,@,Cleveland Cavaliers,
New Orleans Hornets,2012,56,2013-02-22,,Dallas Mavericks,
New Orleans Hornets,2012,57,2013-02-24,,Sacramento Kings,
New Orleans Hornets,2012,58,2013-02-26,,Brooklyn Nets,
New Orleans Hornets,2012,59,2013-02-27,@,Oklahoma City Thunder,
New Orleans Hornets,2012,60,2013-03-01,,Detroit Pistons,
New Orleans Hornets,2012,61,2013-03-04,,Orlando Magic,
New Orleans Hornets,2012,62,2013-03-06,,Los Angeles Lakers,
New Orleans Hornets,2012,63,2013-03-09,@,Memphis Grizzlies,
New Orleans Hornets,2012,64,2013-03-10,,Portland Trail Blazers,
New Orleans Hornets,2012,65,2013-03-12,@,Brooklyn Nets,
New Orleans Hornets,2012,66,2013-03-15,@,Washington Wizards,
New Orleans Hornets,2012,67,2013-03-17,@,Minnesota Timberwolves,
New Orleans Hornets,2012,68,2013-03-18,,Golden State Warriors,
New Orleans Hornets,2012,69,2013-03-20,,Boston Celtics,
New Orleans Hornets,2012,70,2013-03-22,,Memphis Grizzlies,
New Orleans Hornets,2012,71,2013-03-25,,Denver Nuggets,
New Orleans Hornets,2012,72,2013-03-27,,Los Angeles Clippers,
New Orleans Hornets,2012,73,2013-03-29,,Miami Heat,
New Orleans Hornets,2012,74,2013-03-31,,Cleveland Cavaliers,
New Orleans Hornets,2012,75,2013-04-03,@,Golden State Warriors,
New Orleans Hornets,2012,76,2013-04-05,@,Utah Jazz,
New Orleans Hornets,2012,77,2013-04-07,@,Phoenix Suns,
New Orleans Hornets,2012,78,2013-04-09,@,Los Angeles Lakers,
New Orleans Hornets,2012,79,2013-04-10,@,Sacramento Kings,
New Orleans Hornets,2012,80,2013-04-12,,Los Angeles Clippers,
New Orleans Hornets,2012,81,2013-04-14,,Dallas Mavericks,
New Orleans Hornets,2012,82,2013-04-17,@,Dallas Mavericks,
New Orleans Hornets,2012,1,2012-10-31,,San Antonio Spurs,
New Orleans Hornets,2012,2,2012-11-02,,Utah Jazz,
New Orleans Hornets,2012,3,2012-11-03,@,Chicago Bulls,
New Orleans Hornets,2012,4,2012-11-07,,Philadelphia 76ers,
New Orleans Hornets,2012,5,2012-11-09,,Charlotte Bobcats,
New Orleans Hornets,2012,6,2012-11-14,@,Houston Rockets,
New Orleans Hornets,2012,7,2012-11-16,,Oklahoma City Thunder,
New Orleans Hornets,2012,8,2012-11-17,@,Milwaukee Bucks,
New Orleans Hornets,2012,9,2012-11-20,,New York Knicks,
New Orleans Hornets,2012,10,2012-11-21,@,Indiana Pacers,OT
New Orleans Hornets,2012,11,2012-11-23,@,Phoenix Suns,OT
New Orleans Hornets,2012,12,2012-11-25,@,Denver Nuggets,
New Orleans Hornets,2012,13,2012-11-26,@,Los Angeles Clippers,
New Orleans Hornets,2012,14,2012-11-28,,Utah Jazz,
New Orleans Hornets,2012,15,2012-12-01,,Oklahoma City Thunder,
New Orleans Hornets,2012,16,2012-12-03,,Milwaukee Bucks,
New Orleans Hornets,2012,17,2012-12-05,,Los Angeles Lakers,
New Orleans Hornets,2012,18,2012-12-07,,Memphis Grizzlies,
New Orleans Hornets,2012,19,2012-12-08,@,Miami Heat,
New Orleans Hornets,2012,20,2012-12-11,,Washington Wizards,
New Orleans Hornets,2012,21,2012-12-12,@,Oklahoma City Thunder,
New Orleans Hornets,2012,22,2012-12-14,,Minnesota Timberwolves,
New Orleans Hornets,2012,23,2012-12-16,@,Portland Trail Blazers,
New Orleans Hornets,2012,24,2012-12-18,@,Golden State Warriors,
New Orleans Hornets,2012,25,2012-12-19,@,Los Angeles Clippers,
New Orleans Hornets,2012,26,2012-12-21,@,San Antonio Spurs,
New Orleans Hornets,2012,27,2012-12-22,,Indiana Pacers,
New Orleans Hornets,2012,28,2012-12-26,@,Orlando Magic,
New Orleans Hornets,2012,29,2012-12-28,,Toronto Raptors,OT
New Orleans Hornets,2012,30,2012-12-29,@,Charlotte Bobcats,
New Orleans Hornets,2012,31,2013-01-01,,Atlanta Hawks,
New Orleans Hornets,2012,32,2013-01-02,@,Houston Rockets,
New Orleans Hornets,2012,33,2013-01-05,@,Dallas Mavericks,OT
New Orleans Hornets,2012,34,2013-01-07,,San Antonio Spurs,
New Orleans Hornets,2012,35,2013-01-09,,Houston Rockets,
New Orleans Hornets,2012,36,2013-01-11,,Minnesota Timberwolves,
New Orleans Hornets,2012,37,2013-01-13,@,New York Knicks,
New Orleans Hornets,2012,38,2013-01-15,@,Philadelphia 76ers,
New Orleans Hornets,2012,39,2013-01-16,@,Boston Celtics,
New Orleans Hornets,2012,40,2013-01-19,,Golden State Warriors,
New Orleans Hornets,2012,41,2013-01-21,,Sacramento Kings,
New Orleans Hornets,2012,42,2013-01-23,@,San Antonio Spurs,
New Orleans Hornets,2012,43,2013-01-25,,Houston Rockets,
New Orleans Hornets,2012,44,2013-01-27,@,Memphis Grizzlies,
New Orleans Hornets,2012,45,2013-01-29,@,Los Angeles Lakers,
New Orleans Hornets,2012,46,2013-01-30,@,Utah Jazz,
New Orleans Hornets,2012,47,2013-02-01,@,Denver Nuggets,
New Orleans Hornets,2012,48,2013-02-02,@,Minnesota Timberwolves,
New Orleans Hornets,2012,49,2013-02-06,,Phoenix Suns,
New Orleans Hornets,2012,50,2013-02-08,@,Atlanta Hawks,
New Orleans Hornets,2012,51,2013-02-10,@,Toronto Raptors,
New Orleans Hornets,2012,52,2013-02-11,@,Detroit Pistons,
New Orleans Hornets,2012,53,2013-02-13,,Portland Trail Blazers,
New Orleans Hornets,2012,54,2013-02-19,,Chicago Bulls,
New Orleans Hornets,2012,55,2013-02-20,@,Cleveland Cavaliers,
New Orleans Hornets,2012,56,2013-02-22,,Dallas Mavericks,
New Orleans Hornets,2012,57,2013-02-24,,Sacramento Kings,
New Orleans Hornets,2012,58,2013-02-26,,Brooklyn Nets,
New Orleans Hornets,2012,59,2013-02-27,@,Oklahoma City Thunder,
New Orleans Hornets,2012,60,2013-03-01,,Detroit Pistons,
New Orleans Hornets,2012,61,2013-03-04,,Orlando Magic,
New Orleans Hornets,2012,62,2013-03-06,,Los Angeles Lakers,
New Orleans Hornets,2012,63,2013-03-09,@,Memphis Grizzlies,
New Orleans Hornets,2012,64,2013-03-10,,Portland Trail Blazers,
New Orleans Hornets,2012,65,2013-03-12,@,Brooklyn Nets,
New Orleans Hornets,2012,66,2013-03-15,@,Washington Wizards,
New Orleans Hornets,2012,67,2013-03-17,@,Minnesota Timberwolves,
New Orleans Hornets,2012,68,2013-03-18,,Golden State Warriors,
New Orleans Hornets,2012,69,2013-03-20,,Boston Celtics,
New Orleans Hornets,2012,70,2013-03-22,,Memphis Grizzlies,
New Orleans Hornets,2012,71,2013-03-25,,Denver Nuggets,
New Orleans Hornets,2012,72,2013-03-27,,Los Angeles Clippers,
New Orleans Hornets,2012,73,2013-03-29,,Miami Heat,
New Orleans Hornets,2012,74,2013-03-31,,Cleveland Cavaliers,
New Orleans Hornets,2012,75,2013-04-03,@,Golden State Warriors,
New Orleans Hornets,2012,76,2013-04-05,@,Utah Jazz,
New Orleans Hornets,2012,77,2013-04-07,@,Phoenix Suns,
New Orleans Hornets,2012,78,2013-04-09,@,Los Angeles Lakers,
New Orleans Hornets,2012,79,2013-04-10,@,Sacramento Kings,
New Orleans Hornets,2012,80,2013-04-12,,Los Angeles Clippers,
New Orleans Hornets,2012,81,2013-04-14,,Dallas Mavericks,
New Orleans Hornets,2012,82,2013-04-17,@,Dallas Mavericks,
New Orleans Pelicans,2013,1,2013-10-30,,Indiana Pacers,
New Orleans Pelicans,2013,2,2013-11-01,@,Orlando Magic,
New Orleans Pelicans,2013,3,2013-11-02,,Charlotte Bobcats,
New Orleans Pelicans,2013,4,2013-11-05,,Phoenix Suns,
New Orleans Pelicans,2013,5,2013-11-06,@,Memphis Grizzlies,
New Orleans Pelicans,2013,6,2013-11-08,,Los Angeles Lakers,
New Orleans Pelicans,2013,7,2013-11-10,@,Phoenix Suns,
New Orleans Pelicans,2013,8,2013-11-12,@,Los Angeles Lakers,
New Orleans Pelicans,2013,9,2013-11-13,@,Utah Jazz,
New Orleans Pelicans,2013,10,2013-11-16,,Philadelphia 76ers,
New Orleans Pelicans,2013,11,2013-11-20,,Utah Jazz,
New Orleans Pelicans,2013,12,2013-11-22,,Cleveland Cavaliers,
New Orleans Pelicans,2013,13,2013-11-25,@,San Antonio Spurs,
New Orleans Pelicans,2013,14,2013-11-26,,Golden State Warriors,
New Orleans Pelicans,2013,15,2013-11-29,@,Philadelphia 76ers,
New Orleans Pelicans,2013,16,2013-12-01,@,New York Knicks,
New Orleans Pelicans,2013,17,2013-12-02,@,Chicago Bulls,3OT
New Orleans Pelicans,2013,18,2013-12-04,,Dallas Mavericks,
New Orleans Pelicans,2013,19,2013-12-06,,Oklahoma City Thunder,
New Orleans Pelicans,2013,20,2013-12-11,,Detroit Pistons,OT
New Orleans Pelicans,2013,21,2013-12-13,,Memphis Grizzlies,
New Orleans Pelicans,2013,22,2013-12-15,@,Denver Nuggets,
New Orleans Pelicans,2013,23,2013-12-17,@,Golden State Warriors,
New Orleans Pelicans,2013,24,2013-12-18,@,Los Angeles Clippers,
New Orleans Pelicans,2013,25,2013-12-21,@,Portland Trail Blazers,
New Orleans Pelicans,2013,26,2013-12-23,@,Sacramento Kings,
New Orleans Pelicans,2013,27,2013-12-27,,Denver Nuggets,
New Orleans Pelicans,2013,28,2013-12-28,@,Houston Rockets,
New Orleans Pelicans,2013,29,2013-12-30,,Portland Trail Blazers,
New Orleans Pelicans,2013,30,2014-01-01,@,Minnesota Timberwolves,
New Orleans Pelicans,2013,31,2014-01-03,@,Boston Celtics,
New Orleans Pelicans,2013,32,2014-01-04,@,Indiana Pacers,
New Orleans Pelicans,2013,33,2014-01-07,@,Miami Heat,
New Orleans Pelicans,2013,34,2014-01-08,,Washington Wizards,
New Orleans Pelicans,2013,35,2014-01-10,,Dallas Mavericks,
New Orleans Pelicans,2013,36,2014-01-11,@,Dallas Mavericks,
New Orleans Pelicans,2013,37,2014-01-13,,San Antonio Spurs,
New Orleans Pelicans,2013,38,2014-01-15,,Houston Rockets,
New Orleans Pelicans,2013,39,2014-01-18,,Golden State Warriors,
New Orleans Pelicans,2013,40,2014-01-20,@,Memphis Grizzlies,
New Orleans Pelicans,2013,41,2014-01-21,,Sacramento Kings,
New Orleans Pelicans,2013,42,2014-01-24,@,Detroit Pistons,
New Orleans Pelicans,2013,43,2014-01-26,,Orlando Magic,
New Orleans Pelicans,2013,44,2014-01-28,@,Cleveland Cavaliers,
New Orleans Pelicans,2013,45,2014-01-29,@,Minnesota Timberwolves,
New Orleans Pelicans,2013,46,2014-02-01,,Chicago Bulls,
New Orleans Pelicans,2013,47,2014-02-03,,San Antonio Spurs,
New Orleans Pelicans,2013,48,2014-02-05,,Atlanta Hawks,
New Orleans Pelicans,2013,49,2014-02-07,,Minnesota Timberwolves,
New Orleans Pelicans,2013,50,2014-02-09,@,Brooklyn Nets,
New Orleans Pelicans,2013,51,2014-02-10,@,Toronto Raptors,
New Orleans Pelicans,2013,52,2014-02-12,@,Milwaukee Bucks,
New Orleans Pelicans,2013,53,2014-02-19,,New York Knicks,
New Orleans Pelicans,2013,54,2014-02-21,@,Charlotte Bobcats,
New Orleans Pelicans,2013,55,2014-02-22,@,Washington Wizards,
New Orleans Pelicans,2013,56,2014-02-24,,Los Angeles Clippers,
New Orleans Pelicans,2013,57,2014-02-26,@,Dallas Mavericks,
New Orleans Pelicans,2013,58,2014-02-28,@,Phoenix Suns,
New Orleans Pelicans,2013,59,2014-03-01,@,Los Angeles Clippers,
New Orleans Pelicans,2013,60,2014-03-03,@,Sacramento Kings,
New Orleans Pelicans,2013,61,2014-03-04,@,Los Angeles Lakers,
New Orleans Pelicans,2013,62,2014-03-07,,Milwaukee Bucks,
New Orleans Pelicans,2013,63,2014-03-09,,Denver Nuggets,OT
New Orleans Pelicans,2013,64,2014-03-12,,Memphis Grizzlies,
New Orleans Pelicans,2013,65,2014-03-14,,Portland Trail Blazers,
New Orleans Pelicans,2013,66,2014-03-16,,Boston Celtics,OT
New Orleans Pelicans,2013,67,2014-03-19,,Toronto Raptors,
New Orleans Pelicans,2013,68,2014-03-21,@,Atlanta Hawks,
New Orleans Pelicans,2013,69,2014-03-22,,Miami Heat,
New Orleans Pelicans,2013,70,2014-03-24,,Brooklyn Nets,OT
New Orleans Pelicans,2013,71,2014-03-26,,Los Angeles Clippers,
New Orleans Pelicans,2013,72,2014-03-28,,Utah Jazz,
New Orleans Pelicans,2013,73,2014-03-29,@,San Antonio Spurs,
New Orleans Pelicans,2013,74,2014-03-31,,Sacramento Kings,
New Orleans Pelicans,2013,75,2014-04-02,@,Denver Nuggets,
New Orleans Pelicans,2013,76,2014-04-04,@,Utah Jazz,
New Orleans Pelicans,2013,77,2014-04-06,@,Portland Trail Blazers,
New Orleans Pelicans,2013,78,2014-04-09,,Phoenix Suns,
New Orleans Pelicans,2013,79,2014-04-11,@,Oklahoma City Thunder,
New Orleans Pelicans,2013,80,2014-04-12,@,Houston Rockets,
New Orleans Pelicans,2013,81,2014-04-14,,Oklahoma City Thunder,
New Orleans Pelicans,2013,82,2014-04-16,,Houston Rockets,
New Orleans Pelicans,2014,1,2014-10-28,,Orlando Magic,
New Orleans Pelicans,2014,2,2014-11-01,,Dallas Mavericks,
New Orleans Pelicans,2014,3,2014-11-03,@,Memphis Grizzlies,
New Orleans Pelicans,2014,4,2014-11-04,,Charlotte Hornets,
New Orleans Pelicans,2014,5,2014-11-08,@,San Antonio Spurs,
New Orleans Pelicans,2014,6,2014-11-10,@,Cleveland Cavaliers,
New Orleans Pelicans,2014,7,2014-11-12,,Los Angeles Lakers,
New Orleans Pelicans,2014,8,2014-11-14,,Minnesota Timberwolves,
New Orleans Pelicans,2014,9,2014-11-17,@,Portland Trail Blazers,
New Orleans Pelicans,2014,10,2014-11-18,@,Sacramento Kings,
New Orleans Pelicans,2014,11,2014-11-21,@,Denver Nuggets,
New Orleans Pelicans,2014,12,2014-11-22,@,Utah Jazz,
New Orleans Pelicans,2014,13,2014-11-25,,Sacramento Kings,
New Orleans Pelicans,2014,14,2014-11-28,@,Atlanta Hawks,
New Orleans Pelicans,2014,15,2014-11-29,@,Washington Wizards,
New Orleans Pelicans,2014,16,2014-12-02,,Oklahoma City Thunder,
New Orleans Pelicans,2014,17,2014-12-04,@,Golden State Warriors,
New Orleans Pelicans,2014,18,2014-12-06,@,Los Angeles Clippers,
New Orleans Pelicans,2014,19,2014-12-07,@,Los Angeles Lakers,
New Orleans Pelicans,2014,20,2014-12-09,,New York Knicks,
New Orleans Pelicans,2014,21,2014-12-10,@,Dallas Mavericks,
New Orleans Pelicans,2014,22,2014-12-12,,Cleveland Cavaliers,
New Orleans Pelicans,2014,23,2014-12-14,,Golden State Warriors,OT
New Orleans Pelicans,2014,24,2014-12-16,,Utah Jazz,
New Orleans Pelicans,2014,25,2014-12-18,@,Houston Rockets,
New Orleans Pelicans,2014,26,2014-12-20,,Portland Trail Blazers,
New Orleans Pelicans,2014,27,2014-12-21,@,Oklahoma City Thunder,
New Orleans Pelicans,2014,28,2014-12-23,@,Indiana Pacers,
New Orleans Pelicans,2014,29,2014-12-26,,San Antonio Spurs,
New Orleans Pelicans,2014,30,2014-12-27,@,Chicago Bulls,
New Orleans Pelicans,2014,31,2014-12-30,,Phoenix Suns,
New Orleans Pelicans,2014,32,2014-12-31,@,San Antonio Spurs,OT
New Orleans Pelicans,2014,33,2015-01-02,,Houston Rockets,
New Orleans Pelicans,2014,34,2015-01-05,,Washington Wizards,
New Orleans Pelicans,2014,35,2015-01-07,@,Charlotte Hornets,
New Orleans Pelicans,2014,36,2015-01-09,,Memphis Grizzlies,
New Orleans Pelicans,2014,37,2015-01-12,@,Boston Celtics,
New Orleans Pelicans,2014,38,2015-01-14,@,Detroit Pistons,
New Orleans Pelicans,2014,39,2015-01-16,@,Philadelphia 76ers,
New Orleans Pelicans,2014,40,2015-01-18,@,Toronto Raptors,
New Orleans Pelicans,2014,41,2015-01-19,@,New York Knicks,
New Orleans Pelicans,2014,42,2015-01-21,,Los Angeles Lakers,
New Orleans Pelicans,2014,43,2015-01-23,@,Minnesota Timberwolves,
New Orleans Pelicans,2014,44,2015-01-25,,Dallas Mavericks,
New Orleans Pelicans,2014,45,2015-01-26,,Philadelphia 76ers,
New Orleans Pelicans,2014,46,2015-01-28,,Denver Nuggets,
New Orleans Pelicans,2014,47,2015-01-30,,Los Angeles Clippers,
New Orleans Pelicans,2014,48,2015-02-02,,Atlanta Hawks,
New Orleans Pelicans,2014,49,2015-02-04,,Oklahoma City Thunder,
New Orleans Pelicans,2014,50,2015-02-06,@,Oklahoma City Thunder,
New Orleans Pelicans,2014,51,2015-02-07,,Chicago Bulls,
New Orleans Pelicans,2014,52,2015-02-09,,Utah Jazz,
New Orleans Pelicans,2014,53,2015-02-11,,Indiana Pacers,
New Orleans Pelicans,2014,54,2015-02-20,@,Orlando Magic,
New Orleans Pelicans,2014,55,2015-02-21,@,Miami Heat,
New Orleans Pelicans,2014,56,2015-02-23,,Toronto Raptors,
New Orleans Pelicans,2014,57,2015-02-25,,Brooklyn Nets,
New Orleans Pelicans,2014,58,2015-02-27,,Miami Heat,
New Orleans Pelicans,2014,59,2015-03-01,@,Denver Nuggets,
New Orleans Pelicans,2014,60,2015-03-02,@,Dallas Mavericks,
New Orleans Pelicans,2014,61,2015-03-04,,Detroit Pistons,
New Orleans Pelicans,2014,62,2015-03-06,,Boston Celtics,
New Orleans Pelicans,2014,63,2015-03-07,,Memphis Grizzlies,
New Orleans Pelicans,2014,64,2015-03-09,@,Milwaukee Bucks,
New Orleans Pelicans,2014,65,2015-03-10,@,Brooklyn Nets,
New Orleans Pelicans,2014,66,2015-03-15,,Denver Nuggets,2OT
New Orleans Pelicans,2014,67,2015-03-17,,Milwaukee Bucks,
New Orleans Pelicans,2014,68,2015-03-19,@,Phoenix Suns,
New Orleans Pelicans,2014,69,2015-03-20,@,Golden State Warriors,
New Orleans Pelicans,2014,70,2015-03-22,@,Los Angeles Clippers,
New Orleans Pelicans,2014,71,2015-03-25,,Houston Rockets,
New Orleans Pelicans,2014,72,2015-03-27,,Sacramento Kings,
New Orleans Pelicans,2014,73,2015-03-29,,Minnesota Timberwolves,
New Orleans Pelicans,2014,74,2015-04-01,@,Los Angeles Lakers,
New Orleans Pelicans,2014,75,2015-04-03,@,Sacramento Kings,
New Orleans Pelicans,2014,76,2015-04-04,@,Portland Trail Blazers,
New Orleans Pelicans,2014,77,2015-04-07,,Golden State Warriors,
New Orleans Pelicans,2014,78,2015-04-08,@,Memphis Grizzlies,
New Orleans Pelicans,2014,79,2015-04-10,,Phoenix Suns,
New Orleans Pelicans,2014,80,2015-04-12,@,Houston Rockets,
New Orleans Pelicans,2014,81,2015-04-13,@,Minnesota Timberwolves,
New Orleans Pelicans,2014,82,2015-04-15,,San Antonio Spurs,
New Orleans Pelicans,2014,83,2015-04-18,@,Golden State Warriors,
New Orleans Pelicans,2014,84,2015-04-20,@,Golden State Warriors,
New Orleans Pelicans,2014,85,2015-04-23,,Golden State Warriors,OT
New Orleans Pelicans,2014,86,2015-04-25,,Golden State Warriors,
New Orleans Pelicans,2015,1,2015-10-27,@,Golden State Warriors,
New Orleans Pelicans,2015,2,2015-10-28,@,Portland Trail Blazers,
New Orleans Pelicans,2015,3,2015-10-31,,Golden State Warriors,
New Orleans Pelicans,2015,4,2015-11-03,,Orlando Magic,
New Orleans Pelicans,2015,5,2015-11-06,,Atlanta Hawks,
New Orleans Pelicans,2015,6,2015-11-07,@,Dallas Mavericks,
New Orleans Pelicans,2015,7,2015-11-10,,Dallas Mavericks,
New Orleans Pelicans,2015,8,2015-11-11,@,Atlanta Hawks,
New Orleans Pelicans,2015,9,2015-11-13,@,Toronto Raptors,
New Orleans Pelicans,2015,10,2015-11-15,@,New York Knicks,
New Orleans Pelicans,2015,11,2015-11-17,,Denver Nuggets,
New Orleans Pelicans,2015,12,2015-11-18,@,Oklahoma City Thunder,
New Orleans Pelicans,2015,13,2015-11-20,,San Antonio Spurs,
New Orleans Pelicans,2015,14,2015-11-22,,Phoenix Suns,
New Orleans Pelicans,2015,15,2015-11-25,@,Phoenix Suns,
New Orleans Pelicans,2015,16,2015-11-27,@,Los Angeles Clippers,
New Orleans Pelicans,2015,17,2015-11-28,@,Utah Jazz,
New Orleans Pelicans,2015,18,2015-12-01,,Memphis Grizzlies,
New Orleans Pelicans,2015,19,2015-12-02,@,Houston Rockets,
New Orleans Pelicans,2015,20,2015-12-04,,Cleveland Cavaliers,OT
New Orleans Pelicans,2015,21,2015-12-07,,Boston Celtics,
New Orleans Pelicans,2015,22,2015-12-11,,Washington Wizards,
New Orleans Pelicans,2015,23,2015-12-12,@,Chicago Bulls,
New Orleans Pelicans,2015,24,2015-12-14,@,Portland Trail Blazers,
New Orleans Pelicans,2015,25,2015-12-16,@,Utah Jazz,
New Orleans Pelicans,2015,26,2015-12-18,@,Phoenix Suns,
New Orleans Pelicans,2015,27,2015-12-20,@,Denver Nuggets,
New Orleans Pelicans,2015,28,2015-12-23,,Portland Trail Blazers,
New Orleans Pelicans,2015,29,2015-12-25,@,Miami Heat,OT
New Orleans Pelicans,2015,30,2015-12-26,,Houston Rockets,
New Orleans Pelicans,2015,31,2015-12-28,@,Orlando Magic,
New Orleans Pelicans,2015,32,2015-12-31,,Los Angeles Clippers,
New Orleans Pelicans,2015,33,2016-01-02,@,Dallas Mavericks,
New Orleans Pelicans,2015,34,2016-01-06,,Dallas Mavericks,
New Orleans Pelicans,2015,35,2016-01-08,,Indiana Pacers,
New Orleans Pelicans,2015,36,2016-01-10,@,Los Angeles Clippers,OT
New Orleans Pelicans,2015,37,2016-01-12,@,Los Angeles Lakers,
New Orleans Pelicans,2015,38,2016-01-13,@,Sacramento Kings,
New Orleans Pelicans,2015,39,2016-01-15,,Charlotte Hornets,
New Orleans Pelicans,2015,40,2016-01-18,@,Memphis Grizzlies,
New Orleans Pelicans,2015,41,2016-01-19,,Minnesota Timberwolves,
New Orleans Pelicans,2015,42,2016-01-21,,Detroit Pistons,
New Orleans Pelicans,2015,43,2016-01-23,,Milwaukee Bucks,
New Orleans Pelicans,2015,44,2016-01-25,,Houston Rockets,
New Orleans Pelicans,2015,45,2016-01-28,,Sacramento Kings,
New Orleans Pelicans,2015,46,2016-01-30,,Brooklyn Nets,
New Orleans Pelicans,2015,47,2016-02-01,,Memphis Grizzlies,
New Orleans Pelicans,2015,48,2016-02-03,@,San Antonio Spurs,
New Orleans Pelicans,2015,49,2016-02-04,,Los Angeles Lakers,
New Orleans Pelicans,2015,50,2016-02-06,@,Cleveland Cavaliers,
New Orleans Pelicans,2015,51,2016-02-08,@,Minnesota Timberwolves,
New Orleans Pelicans,2015,52,2016-02-10,,Utah Jazz,
New Orleans Pelicans,2015,53,2016-02-11,@,Oklahoma City Thunder,
New Orleans Pelicans,2015,54,2016-02-19,,Philadelphia 76ers,
New Orleans Pelicans,2015,55,2016-02-21,@,Detroit Pistons,
New Orleans Pelicans,2015,56,2016-02-23,@,Washington Wizards,
New Orleans Pelicans,2015,57,2016-02-25,,Oklahoma City Thunder,
New Orleans Pelicans,2015,58,2016-02-27,,Minnesota Timberwolves,
New Orleans Pelicans,2015,59,2016-03-02,@,Houston Rockets,
New Orleans Pelicans,2015,60,2016-03-03,,San Antonio Spurs,
New Orleans Pelicans,2015,61,2016-03-05,,Utah Jazz,
New Orleans Pelicans,2015,62,2016-03-07,,Sacramento Kings,
New Orleans Pelicans,2015,63,2016-03-09,@,Charlotte Hornets,
New Orleans Pelicans,2015,64,2016-03-11,@,Memphis Grizzlies,OT
New Orleans Pelicans,2015,65,2016-03-12,@,Milwaukee Bucks,
New Orleans Pelicans,2015,66,2016-03-14,@,Golden State Warriors,
New Orleans Pelicans,2015,67,2016-03-16,@,Sacramento Kings,
New Orleans Pelicans,2015,68,2016-03-18,,Portland Trail Blazers,
New Orleans Pelicans,2015,69,2016-03-20,,Los Angeles Clippers,
New Orleans Pelicans,2015,70,2016-03-22,,Miami Heat,
New Orleans Pelicans,2015,71,2016-03-24,@,Indiana Pacers,
New Orleans Pelicans,2015,72,2016-03-26,,Toronto Raptors,
New Orleans Pelicans,2015,73,2016-03-28,,New York Knicks,
New Orleans Pelicans,2015,74,2016-03-30,@,San Antonio Spurs,
New Orleans Pelicans,2015,75,2016-03-31,,Denver Nuggets,
New Orleans Pelicans,2015,76,2016-04-03,@,Brooklyn Nets,
New Orleans Pelicans,2015,77,2016-04-05,@,Philadelphia 76ers,
New Orleans Pelicans,2015,78,2016-04-06,@,Boston Celtics,
New Orleans Pelicans,2015,79,2016-04-08,,Los Angeles Lakers,
New Orleans Pelicans,2015,80,2016-04-09,,Phoenix Suns,
New Orleans Pelicans,2015,81,2016-04-11,,Chicago Bulls,
New Orleans Pelicans,2015,82,2016-04-13,@,Minnesota Timberwolves,
New Orleans Pelicans,2016,1,2016-10-26,,Denver Nuggets,
New Orleans Pelicans,2016,2,2016-10-28,,Golden State Warriors,
New Orleans Pelicans,2016,3,2016-10-29,@,San Antonio Spurs,
New Orleans Pelicans,2016,4,2016-11-01,,Milwaukee Bucks,
New Orleans Pelicans,2016,5,2016-11-02,@,Memphis Grizzlies,OT
New Orleans Pelicans,2016,6,2016-11-04,,Phoenix Suns,OT
New Orleans Pelicans,2016,7,2016-11-07,@,Golden State Warriors,
New Orleans Pelicans,2016,8,2016-11-08,@,Sacramento Kings,
New Orleans Pelicans,2016,9,2016-11-10,@,Milwaukee Bucks,
New Orleans Pelicans,2016,10,2016-11-12,,Los Angeles Lakers,
New Orleans Pelicans,2016,11,2016-11-14,,Boston Celtics,
New Orleans Pelicans,2016,12,2016-11-16,@,Orlando Magic,
New Orleans Pelicans,2016,13,2016-11-18,,Portland Trail Blazers,
New Orleans Pelicans,2016,14,2016-11-19,,Charlotte Hornets,OT
New Orleans Pelicans,2016,15,2016-11-22,@,Atlanta Hawks,
New Orleans Pelicans,2016,16,2016-11-23,,Minnesota Timberwolves,
New Orleans Pelicans,2016,17,2016-11-25,@,Portland Trail Blazers,
New Orleans Pelicans,2016,18,2016-11-27,@,Dallas Mavericks,
New Orleans Pelicans,2016,19,2016-11-29,,Los Angeles Lakers,
New Orleans Pelicans,2016,20,2016-12-02,,Los Angeles Clippers,
New Orleans Pelicans,2016,21,2016-12-04,@,Oklahoma City Thunder,
New Orleans Pelicans,2016,22,2016-12-05,,Memphis Grizzlies,2OT
New Orleans Pelicans,2016,23,2016-12-08,,Philadelphia 76ers,
New Orleans Pelicans,2016,24,2016-12-10,@,Los Angeles Clippers,
