Year,Season,Player,Pos,Age,Team,G,GS,MPPG
2016,regular,David West,C,36,Golden State Warriors,68,0,12.6
2016,regular,Russell Westbrook,PG,28,Oklahoma City Thunder,81,81,34.6
2016,regular,Okaro White,PF,24,Miami Heat,35,0,13.5
2016,regular,Isaiah Whitehead,PG,21,Brooklyn Nets,73,26,22.5
2016,regular,Hassan Whiteside,C,27,Miami Heat,77,77,32.6
2016,regular,Andrew Wiggins,SF,21,Minnesota Timberwolves,82,82,37.2
2016,regular,C.J. Wilcox,SG,26,Orlando Magic,22,0,4.9
2016,regular,Alan Williams,C,24,Phoenix Suns,47,0,15.1
2016,regular,Deron Williams,PG,32,TOT,64,44,25.9
2016,regular,Deron Williams,PG,32,Dallas Mavericks,40,40,29.3
2016,regular,Deron Williams,PG,32,Cleveland Cavaliers,24,4,20.3
2016,regular,Derrick Williams,PF,25,TOT,50,11,16.1
2016,regular,Derrick Williams,PF,25,Miami Heat,25,11,15.1
2016,regular,Derrick Williams,PF,25,Cleveland Cavaliers,25,0,17.1
2016,regular,Lou Williams,SG,30,TOT,81,1,24.6
2016,regular,Lou Williams,SG,30,Los Angeles Lakers,58,1,24.2
2016,regular,Lou Williams,SG,30,Houston Rockets,23,0,25.7
2016,regular,Marvin Williams,PF,30,Charlotte Hornets,76,76,30.2
2016,regular,Reggie Williams,SF,30,New Orleans Pelicans,6,0,13.2
2016,regular,Troy Williams,SF,22,TOT,30,16,18.6
2016,regular,Troy Williams,SF,22,Memphis Grizzlies,24,13,17.4
2016,regular,Troy Williams,SF,22,Houston Rockets,6,3,23.2
2016,regular,Kyle Wiltjer,PF,24,Houston Rockets,14,0,3.1
2016,regular,Justise Winslow,SF,20,Miami Heat,18,15,34.7
2016,regular,Jeff Withey,C,26,Utah Jazz,51,1,8.5
2016,regular,Christian Wood,PF,21,Charlotte Hornets,13,0,8.2
2016,regular,Metta World Peace,SF,37,Los Angeles Lakers,25,2,6.4
2016,regular,Brandan Wright,PF,29,Memphis Grizzlies,28,5,16.0
2016,regular,Delon Wright,PG,24,Toronto Raptors,27,0,16.5
2016,regular,James Young,SG,21,Boston Celtics,29,0,7.6
2016,regular,Joe Young,PG,24,Indiana Pacers,33,0,4.1
2016,regular,Nick Young,SG,31,Los Angeles Lakers,60,60,25.9
2016,regular,Thaddeus Young,PF,28,Indiana Pacers,74,74,30.2
2016,regular,Cody Zeller,C,24,Charlotte Hornets,62,58,27.8
2016,regular,Tyler Zeller,C,27,Boston Celtics,51,5,10.3
2016,regular,Stephen Zimmerman,C,20,Orlando Magic,19,0,5.7
2016,regular,Paul Zipser,SF,22,Chicago Bulls,44,18,19.2
2016,regular,Ivica Zubac,C,19,Los Angeles Lakers,38,11,16.0
2016,post,Alex Abrines,SG,23,Oklahoma City Thunder,5,0,16.0
2016,post,Steven Adams,C,23,Oklahoma City Thunder,5,5,31.4
2016,post,LaMarcus Aldridge,PF,31,San Antonio Spurs,16,16,33.6
2016,post,Lavoy Allen,PF,27,Indiana Pacers,3,0,3.7
2016,post,Al-Farouq Aminu,PF,26,Portland Trailblazers,4,0,28.3
2016,post,Kyle Anderson,SF,23,San Antonio Spurs,15,1,13.0
2016,post,Ryan Anderson,PF,28,Houston Rockets,11,9,30.5
2016,post,Giannis Antetokounmpo,SF,22,Milwaukee Bucks,6,6,40.5
2016,post,Joel Anthony,C,34,San Antonio Spurs,3,0,5.0
2016,post,Trevor Ariza,SF,31,Houston Rockets,11,11,37.5
2016,post,Wade Baldwin,PG,20,Memphis Grizzlies,3,0,4.0
2016,post,Matt Barnes,SF,36,Golden State Warriors,12,0,5.1
2016,post,Brandon Bass,PF,31,Los Angeles Clippers,1,0,4.0
2016,post,Kent Bazemore,SF,27,Atlanta Hawks,6,0,25.0
2016,post,Bradley Beal,SG,23,Washington Wizards,13,13,38.8
2016,post,Michael Beasley,PF,28,Milwaukee Bucks,4,0,12.0
2016,post,Davis Bertans,PF,24,San Antonio Spurs,13,0,8.6
2016,post,Patrick Beverley,SG,28,Houston Rockets,11,11,29.5
2016,post,Bojan Bogdanovic,SF,27,Washington Wizards,13,0,20.3
2016,post,Joel Bolomboy,PF,23,Utah Jazz,2,0,4.5
2016,post,Avery Bradley,SG,26,Boston Celtics,18,18,35.8
2016,post,Malcolm Brogdon,SG,24,Milwaukee Bucks,6,6,30.5
2016,post,Aaron Brooks,PG,32,Indiana Pacers,1,0,7.0
2016,post,Bobby Brown,PG,32,Houston Rockets,5,0,4.4
2016,post,Jaylen Brown,SF,20,Boston Celtics,17,0,12.6
2016,post,Trey Burke,PG,24,Washington Wizards,3,0,6.7
2016,post,Jimmy Butler,SF,27,Chicago Bulls,6,6,39.8
2016,post,Jose Calderon,PG,35,Atlanta Hawks,6,0,12.5
2016,post,Isaiah Canaan,SG,25,Chicago Bulls,3,2,31.7
2016,post,Clint Capela,C,22,Houston Rockets,11,11,26.0
2016,post,DeMarre Carroll,SF,30,Toronto Raptors,10,7,15.5
2016,post,Vince Carter,SF,40,Memphis Grizzlies,6,6,32.5
2016,post,Michael Carter-Williams,PG,25,Chicago Bulls,5,0,10.6
2016,post,Semaj Christon,PG,24,Oklahoma City Thunder,2,0,10.5
2016,post,Ian Clark,SG,25,Golden State Warriors,16,0,13.7
2016,post,Norris Cole,PG,28,Oklahoma City Thunder,4,0,6.3
2016,post,Mike Conley,PG,29,Memphis Grizzlies,6,6,37.3
2016,post,Pat Connaughton,SG,24,Portland Trailblazers,3,0,8.0
2016,post,Allen Crabbe,SG,24,Portland Trailblazers,4,0,23.0
2016,post,Jamal Crawford,SG,36,Los Angeles Clippers,7,0,28.0
2016,post,Jae Crowder,SF,26,Boston Celtics,18,18,33.1
2016,post,Stephen Curry,PG,28,Golden State Warriors,17,17,35.4
2016,post,Troy Daniels,SG,25,Memphis Grizzlies,6,0,11.3
2016,post,Deyonta Davis,C,20,Memphis Grizzlies,3,0,3.7
2016,post,Dewayne Dedmon,C,27,San Antonio Spurs,12,3,8.1
2016,post,Sam Dekker,PF,22,Houston Rockets,4,0,7.8
2016,post,Malcolm Delaney,PG,27,Atlanta Hawks,1,0,3.0
2016,post,Matthew Dellavedova,PG,26,Milwaukee Bucks,6,0,26.5
2016,post,DeMar DeRozan,SG,27,Toronto Raptors,10,10,37.3
2016,post,Boris Diaw,PF,34,Utah Jazz,11,9,18.5
2016,post,Mike Dunleavy,SF,36,Atlanta Hawks,6,0,8.8
2016,post,Kevin Durant,PF,28,Golden State Warriors,15,15,35.5
2016,post,Monta Ellis,SG,31,Indiana Pacers,4,2,19.0
2016,post,James Ennis III,SF,26,Memphis Grizzlies,6,4,26.5
2016,post,Dante Exum,PG,21,Utah Jazz,7,0,12.0
2016,post,Derrick Favors,PF,25,Utah Jazz,11,2,20.5
2016,post,Cristiano Felicio,C,24,Chicago Bulls,6,0,13.7
2016,post,Raymond Felton,PG,32,Los Angeles Clippers,7,0,18.1
2016,post,Bryn Forbes,SG,23,San Antonio Spurs,6,0,12.2
2016,post,Enes Freedom,C,24,Oklahoma City Thunder,5,0,9.0
2016,post,Channing Frye,C,33,Cleveland Cavaliers,12,0,12.8
2016,post,Marc Gasol,C,32,Memphis Grizzlies,6,6,40.0
2016,post,Pau Gasol,C,36,San Antonio Spurs,16,7,22.8
2016,post,Paul George,SF,26,Indiana Pacers,4,4,43.0
2016,post,Taj Gibson,PF,31,Oklahoma City Thunder,5,5,23.6
2016,post,Manu Ginobili,SG,39,San Antonio Spurs,16,1,17.8
2016,post,Rudy Gobert,C,24,Utah Jazz,9,9,27.3
2016,post,Eric Gordon,SG,28,Houston Rockets,11,2,32.5
2016,post,Marcin Gortat,C,32,Washington Wizards,13,13,31.5
2016,post,Jerami Grant,PF,22,Oklahoma City Thunder,5,0,22.2
2016,post,Jerian Grant,PG,24,Chicago Bulls,5,2,10.4
2016,post,Danny Green,SG,29,San Antonio Spurs,16,16,27.3
2016,post,Draymond Green,PF,26,Golden State Warriors,17,17,34.9
2016,post,Gerald Green,SF,31,Boston Celtics,13,7,14.8
2016,post,JaMychal Green,PF,26,Memphis Grizzlies,6,2,19.7
2016,post,Blake Griffin,PF,27,Los Angeles Clippers,3,3,33.0
2016,post,Tim Hardaway Jr.,SG,24,Atlanta Hawks,6,6,33.3
2016,post,James Harden,PG,27,Houston Rockets,11,11,37.0
2016,post,Maurice Harkless,SF,23,Portland Trailblazers,4,4,24.8
2016,post,Montrezl Harrell,C,23,Houston Rockets,5,0,4.2
2016,post,Andrew Harrison,PG,22,Memphis Grizzlies,6,0,19.8
2016,post,Spencer Hawes,PF,28,Milwaukee Bucks,3,0,5.7
2016,post,Gordon Hayward,SF,26,Utah Jazz,11,11,37.4
2016,post,John Henson,C,26,Milwaukee Bucks,2,0,6.0
2016,post,Nene,C,34,Houston Rockets,9,0,17.9
2016,post,George Hill,PG,30,Utah Jazz,8,8,35.1
2016,post,Rodney Hood,SG,24,Utah Jazz,11,0,25.2
2016,post,Al Horford,C,30,Boston Celtics,18,18,33.9
2016,post,Dwight Howard,C,31,Atlanta Hawks,6,6,26.2
2016,post,Kris Humphries,PF,31,Atlanta Hawks,1,0,3.0
2016,post,Serge Ibaka,PF,27,Toronto Raptors,10,10,30.7
2016,post,Andre Iguodala,SF,33,Golden State Warriors,16,0,26.2
2016,post,Ersan Ilyasova,PF,29,Atlanta Hawks,6,0,15.0
2016,post,Joe Ingles,SF,29,Utah Jazz,11,11,30.4
2016,post,Kyrie Irving,PG,24,Cleveland Cavaliers,18,18,36.3
2016,post,LeBron James,SF,32,Cleveland Cavaliers,18,18,41.3
2016,post,Richard Jefferson,SF,36,Cleveland Cavaliers,14,0,12.8
2016,post,Brandon Jennings,PG,27,Washington Wizards,13,0,13.7
2016,post,Jonas Jerebko,PF,29,Boston Celtics,12,0,10.7
2016,post,Amir Johnson,PF,29,Boston Celtics,14,9,10.1
2016,post,Joe Johnson,SF,35,Utah Jazz,11,2,29.6
2016,post,Wesley Johnson,SF,29,Los Angeles Clippers,3,0,3.7
2016,post,Dahntay Jones,SF,36,Cleveland Cavaliers,10,0,3.3
2016,post,Damian Jones,C,21,Golden State Warriors,4,0,5.3
2016,post,James Jones,SF,36,Cleveland Cavaliers,8,0,3.8
2016,post,DeAndre Jordan,C,28,Los Angeles Clippers,7,7,37.7
2016,post,Cory Joseph,PG,25,Toronto Raptors,10,2,21.2
2016,post,Kyle Korver,SG,35,Cleveland Cavaliers,18,0,18.1
2016,post,Joffrey Lauvergne,C,25,Chicago Bulls,3,0,8.7
2016,post,Jake Layman,SF,22,Portland Trailblazers,2,0,8.0
2016,post,David Lee,PF,33,San Antonio Spurs,15,4,16.3
2016,post,Kawhi Leonard,SF,25,San Antonio Spurs,12,12,35.8
2016,post,Meyers Leonard,PF,24,Portland Trailblazers,3,1,10.3
2016,post,Damian Lillard,PG,26,Portland Trailblazers,4,4,37.8
2016,post,Shaun Livingston,PG,31,Golden State Warriors,14,0,15.7
2016,post,Robin Lopez,C,28,Chicago Bulls,6,6,27.0
2016,post,Kevin Love,PF,28,Cleveland Cavaliers,18,18,32.1
2016,post,Kyle Lowry,PG,30,Toronto Raptors,8,8,37.5
2016,post,Trey Lyles,PF,21,Utah Jazz,2,0,5.0
2016,post,Sheldon Mac,SG,24,Washington Wizards,7,0,2.4
2016,post,Shelvin Mack,PG,26,Utah Jazz,9,3,17.2
2016,post,Ian Mahinmi,C,30,Washington Wizards,5,0,12.6
2016,post,Thon Maker,C,19,Milwaukee Bucks,6,6,19.3
2016,post,Jarell Martin,PF,22,Memphis Grizzlies,3,0,3.3
2016,post,Luc Mbah a Moute,SF,30,Los Angeles Clippers,7,7,32.0
2016,post,James Michael McAdoo,PF,24,Golden State Warriors,13,0,4.3
2016,post,Patrick McCaw,SG,21,Golden State Warriors,15,3,12.1
2016,post,CJ McCollum,SG,25,Portland Trailblazers,4,4,35.0
2016,post,Doug McDermott,SF,25,Oklahoma City Thunder,5,0,13.2
2016,post,JaVale McGee,C,29,Golden State Warriors,16,1,9.3
2016,post,Jordan Mickey,PF,22,Boston Celtics,2,0,9.0
2016,post,Khris Middleton,SF,25,Milwaukee Bucks,6,6,38.5
2016,post,C.J. Miles,SF,29,Indiana Pacers,4,2,20.5
2016,post,Patty Mills,PG,28,San Antonio Spurs,16,6,26.0
2016,post,Paul Millsap,PF,31,Atlanta Hawks,6,6,36.5
2016,post,Nikola Mirotic,PF,25,Chicago Bulls,6,6,27.0
2016,post,Greg Monroe,C,26,Milwaukee Bucks,6,0,23.5
2016,post,Markieff Morris,PF,27,Washington Wizards,13,13,28.7
2016,post,Anthony Morrow,SG,31,Chicago Bulls,3,0,9.7
2016,post,Dejounte Murray,PG,20,San Antonio Spurs,11,2,15.3
2016,post,Mike Muscala,C,25,Atlanta Hawks,6,0,13.5
2016,post,Shabazz Napier,PG,25,Portland Trailblazers,4,0,11.8
2016,post,Raul Neto,PG,24,Utah Jazz,9,0,6.7
2016,post,Lucas Nogueira,C,24,Toronto Raptors,3,0,2.3
2016,post,Jusuf Nurkic,C,22,Portland Trailblazers,1,1,17.0
2016,post,Daniel Ochefu,C,23,Washington Wizards,4,0,1.3
2016,post,Victor Oladipo,SG,24,Oklahoma City Thunder,5,5,36.2
2016,post,Kelly Olynyk,C,25,Boston Celtics,18,2,19.2
2016,post,Kelly Oubre Jr.,SF,21,Washington Wizards,12,0,15.3
2016,post,Zaza Pachulia,C,32,Golden State Warriors,15,15,14.1
2016,post,Tony Parker,PG,34,San Antonio Spurs,8,8,26.4
2016,post,Patrick Patterson,PF,27,Toronto Raptors,10,1,18.5
2016,post,Chris Paul,PG,31,Los Angeles Clippers,7,7,37.1
2016,post,Cameron Payne,PG,22,Chicago Bulls,1,0,4.0
2016,post,Paul Pierce,SF,39,Los Angeles Clippers,7,0,14.4
2016,post,Jakob Poeltl,C,21,Toronto Raptors,6,0,4.3
2016,post,Otto Porter Jr.,SF,23,Washington Wizards,13,13,32.9
2016,post,Bobby Portis,PF,21,Chicago Bulls,6,0,20.2
2016,post,Norman Powell,SG,23,Toronto Raptors,9,5,25.2
2016,post,Taurean Prince,SF,22,Atlanta Hawks,6,6,31.2
2016,post,Tim Quarterman,SG,22,Portland Trailblazers,2,0,3.5
2016,post,Zach Randolph,PF,35,Memphis Grizzlies,6,4,31.8
2016,post,JJ Redick,SG,32,Los Angeles Clippers,7,7,29.4
2016,post,Austin Rivers,SG,24,Los Angeles Clippers,3,2,30.0
2016,post,Andre Roberson,SF,25,Oklahoma City Thunder,5,5,37.0
2016,post,Glenn Robinson III,SF,23,Indiana Pacers,3,0,10.3
2016,post,Rajon Rondo,PG,30,Chicago Bulls,2,2,33.5
2016,post,Terry Rozier,PG,22,Boston Celtics,17,0,16.3
2016,post,Domantas Sabonis,PF,20,Oklahoma City Thunder,2,0,3.0
2016,post,Tomas Satoransky,SG,25,Washington Wizards,10,0,3.6
2016,post,Dennis Schroder,PG,23,Atlanta Hawks,6,6,35.2
2016,post,Thabo Sefolosha,SF,32,Atlanta Hawks,4,0,2.3
2016,post,Wayne Selden,SG,22,Memphis Grizzlies,6,2,17.7
2016,post,Kevin Seraphin,PF,27,Indiana Pacers,4,0,14.8
2016,post,Iman Shumpert,SG,26,Cleveland Cavaliers,17,0,16.2
2016,post,Pascal Siakam,PF,22,Toronto Raptors,2,0,5.0
2016,post,Jonathon Simmons,SG,27,San Antonio Spurs,15,4,20.4
2016,post,Kyle Singler,SF,28,Oklahoma City Thunder,1,0,10.0
2016,post,Marcus Smart,SG,22,Boston Celtics,18,3,29.9
2016,post,J.R. Smith,SG,31,Cleveland Cavaliers,18,18,27.1
2016,post,Jason Smith,C,30,Washington Wizards,13,0,12.1
2016,post,Tony Snell,SG,25,Milwaukee Bucks,6,6,30.8
2016,post,Marreese Speights,C,29,Los Angeles Clippers,7,2,14.0
2016,post,Lance Stephenson,SG,26,Indiana Pacers,4,0,26.8
2016,post,Isaiah Taylor,PG,22,Houston Rockets,3,0,3.3
2016,post,Jeff Teague,PG,28,Indiana Pacers,4,4,35.5
2016,post,Mirza Teletovic,PF,31,Milwaukee Bucks,3,0,9.0
2016,post,Jason Terry,SG,39,Milwaukee Bucks,6,0,11.3
2016,post,Isaiah Thomas,PG,27,Boston Celtics,15,15,34.7
2016,post,Klay Thompson,SG,26,Golden State Warriors,17,17,35.1
2016,post,Tristan Thompson,C,25,Cleveland Cavaliers,18,18,31.2
2016,post,P.J. Tucker,SF,31,Toronto Raptors,10,1,25.1
2016,post,Evan Turner,SF,28,Portland Trailblazers,4,4,31.0
2016,post,Myles Turner,C,20,Indiana Pacers,4,4,33.3
2016,post,Jonas Valanciunas,C,24,Toronto Raptors,10,6,22.6
2016,post,Denzel Valentine,SG,23,Chicago Bulls,4,0,5.5
2016,post,Fred VanVleet,PG,22,Toronto Raptors,7,0,4.1
2016,post,Rashad Vaughn,SG,20,Milwaukee Bucks,3,0,3.3
2016,post,Noah Vonleh,PF,21,Portland Trailblazers,4,2,25.0
2016,post,Dwyane Wade,SG,35,Chicago Bulls,6,6,31.7
2016,post,John Wall,PG,26,Washington Wizards,13,13,39.0
2016,post,David West,C,36,Golden State Warriors,17,0,13.0
2016,post,Russell Westbrook,PG,28,Oklahoma City Thunder,5,5,38.8
2016,post,Deron Williams,PG,32,Cleveland Cavaliers,18,0,14.6
2016,post,Derrick Williams,PF,25,Cleveland Cavaliers,8,0,4.8
2016,post,Lou Williams,SG,30,Houston Rockets,11,0,24.7
2016,post,Troy Williams,SF,22,Houston Rockets,5,0,3.8
2016,post,Kyle Wiltjer,PF,24,Houston Rockets,1,0,5.0
2016,post,Jeff Withey,C,26,Utah Jazz,3,0,7.0
2016,post,Brandan Wright,PF,29,Memphis Grizzlies,2,0,6.0
2016,post,Delon Wright,PG,24,Toronto Raptors,9,0,10.2
2016,post,James Young,SG,21,Boston Celtics,10,0,3.9
2016,post,Thaddeus Young,PF,28,Indiana Pacers,4,4,35.0
2016,post,Tyler Zeller,C,27,Boston Celtics,11,0,7.1
2016,post,Paul Zipser,SF,22,Chicago Bulls,6,0,22.7
2017,regular,Alex Abrines,SG,24,Oklahoma City Thunder,75,8,15.1
2017,regular,Quincy Acy,PF,27,Brooklyn Nets,70,8,19.4
2017,regular,Steven Adams,C,24,Oklahoma City Thunder,76,76,32.7
2017,regular,Bam Adebayo,C,20,Miami Heat,69,19,19.8
2017,regular,Arron Afflalo,SG,32,Orlando Magic,53,3,12.9
2017,regular,Cole Aldrich,C,29,Minnesota Timberwolves,21,0,2.3
2017,regular,LaMarcus Aldridge,C,32,San Antonio Spurs,75,75,33.5
2017,regular,Jarrett Allen,C,19,Brooklyn Nets,72,31,20.0
2017,regular,Kadeem Allen,PG,25,Boston Celtics,18,1,5.9
2017,regular,Tony Allen,SF,36,New Orleans Pelicans,22,0,12.4
2017,regular,Al-Farouq Aminu,PF,27,Portland Trailblazers,69,67,30.0
2017,regular,Justin Anderson,SF,24,Philadelphia 76ers,38,0,13.7
2017,regular,Kyle Anderson,SF,24,San Antonio Spurs,74,67,26.7
2017,regular,Ryan Anderson,PF,29,Houston Rockets,66,50,26.1
2017,regular,Ike Anigbogu,C,19,Indiana Pacers,11,0,2.7
2017,regular,Giannis Antetokounmpo,PF,23,Milwaukee Bucks,75,75,36.7
2017,regular,Carmelo Anthony,PF,33,Oklahoma City Thunder,78,78,32.1
2017,regular,OG Anunoby,SF,20,Toronto Raptors,74,62,20.0
2017,regular,Ryan Arcidiacono,PG,23,Chicago Bulls,24,0,12.7
2017,regular,Trevor Ariza,SF,32,Houston Rockets,67,67,33.9
2017,regular,Darrell Arthur,PF,29,Denver Nuggets,19,1,7.4
2017,regular,Jamel Artis,SG,25,Orlando Magic,15,1,18.6
2017,regular,Omer Asık,C,31,TOT,18,0,10.1
2017,regular,Omer Asık,C,31,New Orleans Pelicans,14,0,8.6
2017,regular,Omer Asık,C,31,Chicago Bulls,4,0,15.3
2017,regular,D.J. Augustin,PG,30,Orlando Magic,75,36,23.5
2017,regular,Luke Babbitt,SF,28,TOT,50,14,14.3
2017,regular,Luke Babbitt,SF,28,Atlanta Hawks,37,9,15.4
2017,regular,Luke Babbitt,SF,28,Miami Heat,13,5,11.2
2017,regular,Dwayne Bacon,SG,22,Charlotte Hornets,53,6,13.5
2017,regular,Ron Baker,SG,24,New York Knicks,29,1,13.3
2017,regular,Wade Baldwin,PG,21,Portland Trailblazers,7,0,11.4
2017,regular,Lonzo Ball,PG,20,Los Angeles Lakers,52,50,34.2
2017,regular,J.J. Barea,PG,33,Dallas Mavericks,69,10,23.2
2017,regular,Harrison Barnes,PF,25,Dallas Mavericks,77,77,34.2
2017,regular,Will Barton,SG,27,Denver Nuggets,81,40,33.1
2017,regular,Nicolas Batum,SG,29,Charlotte Hornets,64,64,31.0
2017,regular,Jerryd Bayless,SG,29,Philadelphia 76ers,39,11,23.7
2017,regular,Aron Baynes,C,31,Boston Celtics,81,67,18.3
2017,regular,Kent Bazemore,SG,28,Atlanta Hawks,65,65,27.5
2017,regular,Bradley Beal,SG,24,Washington Wizards,82,82,36.3
2017,regular,Malik Beasley,SG,21,Denver Nuggets,62,0,9.4
2017,regular,Michael Beasley,PF,29,New York Knicks,74,30,22.3
2017,regular,Marco Belinelli,SG,31,TOT,80,2,24.3
2017,regular,Marco Belinelli,SG,31,Atlanta Hawks,52,1,23.3
2017,regular,Marco Belinelli,SG,31,Philadelphia 76ers,28,1,26.3
2017,regular,Jordan Bell,C,23,Golden State Warriors,57,13,14.2
2017,regular,DeAndre' Bembry,SF,23,Atlanta Hawks,26,3,17.5
2017,regular,Dragan Bender,PF,20,Phoenix Suns,82,37,25.2
2017,regular,Davis Bertans,PF,25,San Antonio Spurs,77,10,14.1
2017,regular,Patrick Beverley,SG,29,Los Angeles Clippers,11,11,30.4
2017,regular,Khem Birch,C,25,Orlando Magic,42,0,13.8
2017,regular,Jabari Bird,SG,23,Boston Celtics,13,1,8.8
2017,regular,Bismack Biyombo,C,25,Orlando Magic,82,25,18.2
2017,regular,Nemanja Bjelica,PF,29,Minnesota Timberwolves,67,21,20.5
2017,regular,Tarik Black,C,26,Houston Rockets,51,2,10.5
2017,regular,Antonio Blakeney,SG,21,Chicago Bulls,19,0,16.5
2017,regular,Eric Bledsoe,PG,28,TOT,74,74,31.4
2017,regular,Eric Bledsoe,PG,28,Phoenix Suns,3,3,27.7
2017,regular,Eric Bledsoe,PG,28,Milwaukee Bucks,71,71,31.5
2017,regular,Vander Blue,SG,25,Los Angeles Lakers,5,0,9.0
2017,regular,Bogdan Bogdanovic,SG,25,Sacramento Kings,78,53,27.9
2017,regular,Bojan Bogdanovic,SF,28,Indiana Pacers,80,80,30.8
2017,regular,Andrew Bogut,C,33,Los Angeles Lakers,24,5,9.0
2017,regular,Joel Bolomboy,PF,24,Milwaukee Bucks,6,0,6.3
2017,regular,Devin Booker,SG,21,Phoenix Suns,54,54,34.5
2017,regular,Trevor Booker,PF,30,TOT,68,7,17.0
2017,regular,Trevor Booker,PF,30,Brooklyn Nets,18,6,21.9
2017,regular,Trevor Booker,PF,30,Philadelphia 76ers,33,0,15.0
2017,regular,Trevor Booker,PF,30,Indiana Pacers,17,1,15.8
2017,regular,Chris Boucher,PF,25,Golden State Warriors,1,0,1.0
2017,regular,Avery Bradley,SG,27,TOT,46,46,31.2
2017,regular,Avery Bradley,SG,27,Detroit Pistons,40,40,31.7
2017,regular,Avery Bradley,SG,27,Los Angeles Clippers,6,6,27.5
2017,regular,Tony Bradley,C,20,Utah Jazz,9,0,3.2
2017,regular,Corey Brewer,SF-SG,31,TOT,72,18,16.8
2017,regular,Corey Brewer,SF,31,Los Angeles Lakers,54,2,12.9
2017,regular,Corey Brewer,SG,31,Oklahoma City Thunder,18,16,28.6
2017,regular,Malcolm Brogdon,PG,25,Milwaukee Bucks,48,20,29.9
2017,regular,Aaron Brooks,PG,33,Minnesota Timberwolves,32,1,5.9
2017,regular,Dillon Brooks,SF,22,Memphis Grizzlies,82,74,28.7
2017,regular,MarShon Brooks,SG,29,Memphis Grizzlies,7,1,27.6
2017,regular,Anthony Brown,SF,25,Minnesota Timberwolves,1,0,4.0
2017,regular,Bobby Brown,PG,33,Houston Rockets,20,0,5.8
2017,regular,Jaylen Brown,SG,21,Boston Celtics,70,70,30.7
2017,regular,Lorenzo Brown,PG,27,Toronto Raptors,14,0,9.9
2017,regular,Markel Brown,SG,26,Houston Rockets,4,0,7.8
2017,regular,Sterling Brown,SG,22,Milwaukee Bucks,54,4,14.4
2017,regular,Nicolas Brussino,SF,24,Atlanta Hawks,4,0,2.5
2017,regular,Thomas Bryant,C,20,Los Angeles Lakers,15,0,4.8
2017,regular,Reggie Bullock,SF,26,Detroit Pistons,62,52,27.9
2017,regular,Trey Burke,PG,25,New York Knicks,36,9,21.8
2017,regular,Alec Burks,SG,26,Utah Jazz,64,1,16.5
2017,regular,Jimmy Butler,SG,28,Minnesota Timberwolves,59,59,36.7
2017,regular,Dwight Buycks,PG,28,Detroit Pistons,29,0,14.7
2017,regular,Bruno Caboclo,SF,22,TOT,12,0,8.9
2017,regular,Bruno Caboclo,SF,22,Toronto Raptors,2,0,3.5
2017,regular,Bruno Caboclo,SF,22,Sacramento Kings,10,0,10.0
2017,regular,Jose Calderon,PG,36,Cleveland Cavaliers,57,32,16.0
2017,regular,Kentavious Caldwell-Pope,SG,24,Los Angeles Lakers,74,74,33.2
2017,regular,Isaiah Canaan,PG-SG,26,TOT,20,1,21.1
2017,regular,Isaiah Canaan,SG,26,Houston Rockets,1,0,4.0
2017,regular,Isaiah Canaan,PG,26,Phoenix Suns,19,1,22.0
2017,regular,Clint Capela,C,23,Houston Rockets,74,74,27.5
2017,regular,DeMarre Carroll,PF,31,Brooklyn Nets,73,73,29.9
2017,regular,Vince Carter,SF,41,Sacramento Kings,58,5,17.7
2017,regular,Michael Carter-Williams,PG,26,Charlotte Hornets,52,2,16.1
2017,regular,Alex Caruso,PG,23,Los Angeles Lakers,37,7,15.2
2017,regular,Omri Casspi,SF,29,Golden State Warriors,53,7,14.0
2017,regular,Willie Cauley-Stein,C,24,Sacramento Kings,73,58,28.0
2017,regular,Tyler Cavanaugh,PF,23,Atlanta Hawks,39,1,13.3
2017,regular,Mario Chalmers,PG,31,Memphis Grizzlies,66,10,21.5
2017,regular,Tyson Chandler,C,35,Phoenix Suns,46,46,25.0
2017,regular,Wilson Chandler,SF,30,Denver Nuggets,74,71,31.7
2017,regular,Marquese Chriss,PF,20,Phoenix Suns,72,49,21.2
2017,regular,Ian Clark,SG,26,New Orleans Pelicans,74,2,19.7
2017,regular,Jordan Clarkson,SG,25,TOT,81,2,23.3
2017,regular,Jordan Clarkson,SG,25,Los Angeles Lakers,53,2,23.7
2017,regular,Jordan Clarkson,SG,25,Cleveland Cavaliers,28,0,22.6
2017,regular,Gian Clavell,SG,24,Dallas Mavericks,7,0,9.1
2017,regular,Antonius Cleveland,SG,23,TOT,17,0,7.2
2017,regular,Antonius Cleveland,SG,23,Dallas Mavericks,13,0,6.2
2017,regular,Antonius Cleveland,SG,23,Atlanta Hawks,4,0,10.5
2017,regular,John Collins,PF,20,Atlanta Hawks,74,26,24.1
2017,regular,Zach Collins,C,20,Portland Trailblazers,66,1,15.8
2017,regular,Kyle Collinsworth,SF,26,Dallas Mavericks,32,2,15.0
2017,regular,Darren Collison,PG,30,Indiana Pacers,69,64,29.2
2017,regular,Nick Collison,PF,37,Oklahoma City Thunder,15,0,5.0
2017,regular,Mike Conley,PG,30,Memphis Grizzlies,12,12,31.1
2017,regular,Pat Connaughton,SG,25,Portland Trailblazers,82,5,18.1
2017,regular,Quinn Cook,PG,24,Golden State Warriors,33,18,22.4
2017,regular,Charles Cooke,SG,23,New Orleans Pelicans,13,0,2.9
