Year,Season,Player,Pos,Age,Team,G,GS,MPPG
2017,regular,Jack Cooley,PF,26,Sacramento Kings,7,0,12.4
2017,regular,Matt Costello,C,24,San Antonio Spurs,4,0,8.0
2017,regular,DeMarcus Cousins,C,27,New Orleans Pelicans,48,48,36.2
2017,regular,Robert Covington,SF,27,Philadelphia 76ers,80,80,31.7
2017,regular,Allen Crabbe,SG,25,Brooklyn Nets,75,68,29.3
2017,regular,Torrey Craig,SF,27,Denver Nuggets,39,5,16.1
2017,regular,Jamal Crawford,SG,37,Minnesota Timberwolves,80,0,20.7
2017,regular,Jordan Crawford,SG,29,New Orleans Pelicans,5,0,10.6
2017,regular,Jae Crowder,SF,27,TOT,80,47,26.1
2017,regular,Jae Crowder,SF,27,Cleveland Cavaliers,53,47,25.4
2017,regular,Jae Crowder,SF,27,Utah Jazz,27,0,27.6
2017,regular,Dante Cunningham,SF,30,TOT,73,25,21.4
2017,regular,Dante Cunningham,SF,30,New Orleans Pelicans,51,24,21.9
2017,regular,Dante Cunningham,SF,30,Brooklyn Nets,22,1,20.3
2017,regular,Stephen Curry,PG,29,Golden State Warriors,51,51,32.0
2017,regular,Troy Daniels,SG,26,Phoenix Suns,79,15,20.5
2017,regular,Anthony Davis,PF,24,New Orleans Pelicans,75,75,36.4
2017,regular,Deyonta Davis,C,21,Memphis Grizzlies,62,6,15.2
2017,regular,Ed Davis,C,28,Portland Trailblazers,78,0,18.9
2017,regular,Dewayne Dedmon,C,28,Atlanta Hawks,62,46,24.9
2017,regular,Sam Dekker,PF,23,Los Angeles Clippers,73,1,12.1
2017,regular,Malcolm Delaney,PG,28,Atlanta Hawks,54,3,18.8
2017,regular,Matthew Dellavedova,PG,27,Milwaukee Bucks,38,3,18.7
2017,regular,Luol Deng,SF,32,Los Angeles Lakers,1,1,13.0
2017,regular,DeMar DeRozan,SG,28,Toronto Raptors,80,80,33.9
2017,regular,Cheick Diallo,PF,21,New Orleans Pelicans,52,0,11.2
2017,regular,Gorgui Dieng,C,28,Minnesota Timberwolves,79,0,16.9
2017,regular,Spencer Dinwiddie,PG,24,Brooklyn Nets,80,58,28.8
2017,regular,Tyler Dorsey,SG,21,Atlanta Hawks,56,5,17.4
2017,regular,Damyean Dotson,SG,23,New York Knicks,44,2,10.8
2017,regular,Milton Doyle,SG,24,Brooklyn Nets,10,0,12.5
2017,regular,PJ Dozier,PG,21,Oklahoma City Thunder,2,0,1.5
2017,regular,Goran Dragic,PG,31,Miami Heat,75,75,31.7
2017,regular,Larry Drew II,PG,27,TOT,10,0,7.0
2017,regular,Larry Drew II,PG,27,Philadelphia 76ers,3,0,5.0
2017,regular,Larry Drew II,PG,27,New Orleans Pelicans,7,0,7.9
2017,regular,Andre Drummond,C,24,Detroit Pistons,78,78,33.7
2017,regular,Jared Dudley,PF,32,Phoenix Suns,48,0,14.3
2017,regular,Kris Dunn,PG,23,Chicago Bulls,52,43,29.3
2017,regular,Kevin Durant,SF,29,Golden State Warriors,68,68,34.2
2017,regular,Jarell Eddie,SF,26,TOT,3,0,3.0
2017,regular,Jarell Eddie,SF,26,Boston Celtics,2,0,3.0
2017,regular,Jarell Eddie,SF,26,Chicago Bulls,1,0,3.0
2017,regular,Henry Ellenson,PF,21,Detroit Pistons,38,0,8.7
2017,regular,Wayne Ellington,SG,30,Miami Heat,77,2,26.5
2017,regular,Joel Embiid,C,23,Philadelphia 76ers,63,63,30.3
2017,regular,James Ennis III,SF,27,TOT,72,22,22.3
2017,regular,James Ennis III,SF,27,Memphis Grizzlies,45,14,23.4
2017,regular,James Ennis III,SF,27,Detroit Pistons,27,8,20.4
2017,regular,Tyler Ennis,PG,23,Los Angeles Lakers,54,11,12.6
2017,regular,Jawun Evans,PG,21,Los Angeles Clippers,48,4,16.2
2017,regular,Jeremy Evans,SF,30,Atlanta Hawks,1,0,5.0
2017,regular,Tyreke Evans,PG,28,Memphis Grizzlies,52,32,30.9
2017,regular,Dante Exum,PG,22,Utah Jazz,14,0,16.8
2017,regular,Kenneth Faried,PF,28,Denver Nuggets,32,7,14.4
2017,regular,Derrick Favors,C,26,Utah Jazz,77,77,28.0
2017,regular,Kay Felder,PG,22,TOT,16,0,8.8
2017,regular,Kay Felder,PG,22,Chicago Bulls,14,0,9.6
2017,regular,Kay Felder,PG,22,Detroit Pistons,2,0,3.0
2017,regular,Cristiano Felicio,C,25,Chicago Bulls,55,16,17.8
2017,regular,Raymond Felton,PG,33,Oklahoma City Thunder,82,2,16.6
2017,regular,Terrance Ferguson,SG,19,Oklahoma City Thunder,61,12,12.5
2017,regular,Yogi Ferrell,SG,24,Dallas Mavericks,82,21,27.8
2017,regular,Dorian Finney-Smith,PF,24,Dallas Mavericks,21,13,21.3
2017,regular,Bryn Forbes,SG,24,San Antonio Spurs,80,12,19.0
2017,regular,Evan Fournier,SF,25,Orlando Magic,57,57,32.2
2017,regular,De'Aaron Fox,PG,20,Sacramento Kings,73,60,27.8
2017,regular,Tim Frazier,PG,27,Washington Wizards,59,11,14.2
2017,regular,Enes Freedom,C,25,New York Knicks,71,71,25.8
2017,regular,Channing Frye,C,34,TOT,53,1,13.1
2017,regular,Channing Frye,C,34,Cleveland Cavaliers,44,1,12.4
2017,regular,Channing Frye,C,34,Los Angeles Lakers,9,0,16.7
2017,regular,Markelle Fultz,SG,19,Philadelphia 76ers,14,0,18.1
2017,regular,Danilo Gallinari,SF,29,Los Angeles Clippers,21,21,32.0
2017,regular,Langston Galloway,SG,26,Detroit Pistons,58,2,14.9
2017,regular,Marc Gasol,C,33,Memphis Grizzlies,73,73,33.0
2017,regular,Pau Gasol,C,37,San Antonio Spurs,77,63,23.5
2017,regular,Rudy Gay,PF,31,San Antonio Spurs,57,6,21.6
2017,regular,Paul George,SF,27,Oklahoma City Thunder,79,79,36.6
2017,regular,Marcus Georges-Hunt,SG,23,Minnesota Timberwolves,42,0,5.3
2017,regular,Jonathan Gibson,PG,30,Boston Celtics,4,0,10.0
2017,regular,Taj Gibson,PF,32,Minnesota Timberwolves,82,82,33.2
2017,regular,Manu Ginobili,SG,40,San Antonio Spurs,65,0,20.0
2017,regular,Rudy Gobert,C,25,Utah Jazz,56,56,32.4
2017,regular,Aaron Gordon,PF,22,Orlando Magic,58,57,32.9
2017,regular,Eric Gordon,SG,29,Houston Rockets,69,30,31.2
2017,regular,Marcin Gortat,C,33,Washington Wizards,82,82,25.3
2017,regular,Treveon Graham,SG,24,Charlotte Hornets,63,2,16.7
2017,regular,Jerami Grant,PF,23,Oklahoma City Thunder,81,1,20.3
2017,regular,Jerian Grant,PG,25,Chicago Bulls,74,26,22.8
2017,regular,Josh Gray,PG,24,Phoenix Suns,5,0,17.2
2017,regular,Danny Green,SG,30,San Antonio Spurs,70,60,25.6
2017,regular,Draymond Green,PF,27,Golden State Warriors,70,70,32.7
2017,regular,Gerald Green,SG,32,Houston Rockets,41,2,22.7
2017,regular,JaMychal Green,PF,27,Memphis Grizzlies,55,54,28.0
2017,regular,Jeff Green,PF,31,Cleveland Cavaliers,78,13,23.4
2017,regular,Blake Griffin,PF,28,TOT,58,58,34.0
2017,regular,Blake Griffin,PF,28,Los Angeles Clippers,33,33,34.5
2017,regular,Blake Griffin,PF,28,Detroit Pistons,25,25,33.2
2017,regular,Daniel Hamilton,SG,22,Oklahoma City Thunder,6,0,4.7
2017,regular,Tim Hardaway Jr.,SG,25,New York Knicks,57,54,33.1
2017,regular,James Harden,SG,28,Houston Rockets,72,72,35.4
2017,regular,Maurice Harkless,SF,24,Portland Trailblazers,59,36,21.4
2017,regular,Montrezl Harrell,C,24,Los Angeles Clippers,76,3,17.0
2017,regular,Devin Harris,PG,34,TOT,71,1,18.9
2017,regular,Devin Harris,PG,34,Dallas Mavericks,44,1,18.3
2017,regular,Devin Harris,PG,34,Denver Nuggets,27,0,19.7
2017,regular,Gary Harris,SG,23,Denver Nuggets,67,65,34.4
2017,regular,Joe Harris,SG,26,Brooklyn Nets,78,14,25.3
2017,regular,Tobias Harris,PF,25,TOT,80,80,33.4
2017,regular,Tobias Harris,PF,25,Detroit Pistons,48,48,32.6
2017,regular,Tobias Harris,PF,25,Los Angeles Clippers,32,32,34.5
2017,regular,Aaron Harrison,SG,23,Dallas Mavericks,9,3,25.9
2017,regular,Andrew Harrison,PG,23,Memphis Grizzlies,56,46,23.7
2017,regular,Shaquille Harrison,PG,24,Phoenix Suns,23,2,16.7
2017,regular,Josh Hart,SG,22,Los Angeles Lakers,63,23,23.2
2017,regular,Udonis Haslem,C,37,Miami Heat,14,0,5.1
2017,regular,Nigel Hayes,SF,23,TOT,9,0,13.6
2017,regular,Nigel Hayes,SF,23,Los Angeles Lakers,2,0,5.5
2017,regular,Nigel Hayes,SF,23,Toronto Raptors,2,0,3.0
2017,regular,Nigel Hayes,SF,23,Sacramento Kings,5,0,21.0
2017,regular,Gordon Hayward,SF,27,Boston Celtics,1,1,5.0
2017,regular,Reggie Hearn,SG,26,Detroit Pistons,3,0,2.3
2017,regular,Myke Henry,SF,25,Memphis Grizzlies,20,0,18.9
2017,regular,John Henson,C,27,Milwaukee Bucks,76,69,25.9
2017,regular,Juancho Hernangomez,PF,22,Denver Nuggets,25,3,11.1
2017,regular,Willy Hernangomez,C,23,TOT,48,1,10.3
2017,regular,Willy Hernangomez,C,23,New York Knicks,26,0,9.0
2017,regular,Willy Hernangomez,C,23,Charlotte Hornets,22,1,11.9
2017,regular,Mario Hezonja,SF,22,Orlando Magic,75,30,22.1
2017,regular,Isaiah Hicks,PF,23,New York Knicks,18,0,13.3
2017,regular,Buddy Hield,SG,25,Sacramento Kings,80,12,25.3
2017,regular,Nene,C,35,Houston Rockets,52,4,14.6
2017,regular,George Hill,PG,31,TOT,67,60,27.0
2017,regular,George Hill,PG,31,Sacramento Kings,43,36,26.6
2017,regular,George Hill,PG,31,Cleveland Cavaliers,24,24,27.9
2017,regular,Solomon Hill,SF,26,New Orleans Pelicans,12,1,15.6
2017,regular,Darrun Hilliard,SG,24,San Antonio Spurs,14,0,6.8
2017,regular,Jrue Holiday,SG,27,New Orleans Pelicans,81,81,36.1
2017,regular,Justin Holiday,SG,28,Chicago Bulls,72,72,31.5
2017,regular,John Holland,SF,29,Cleveland Cavaliers,24,0,7.3
2017,regular,Rondae Hollis-Jefferson,SF,23,Brooklyn Nets,68,59,28.2
2017,regular,Richaun Holmes,C,24,Philadelphia 76ers,48,2,15.5
2017,regular,Rodney Hood,SG,25,TOT,60,23,26.9
2017,regular,Rodney Hood,SG,25,Utah Jazz,39,12,27.8
2017,regular,Rodney Hood,SG,25,Cleveland Cavaliers,21,11,25.3
2017,regular,Scotty Hopson,SG,28,Dallas Mavericks,1,0,8.0
2017,regular,Al Horford,C,31,Boston Celtics,72,72,31.6
2017,regular,Danuel House Jr.,SG,24,Phoenix Suns,23,3,17.5
2017,regular,Dwight Howard,C,32,Charlotte Hornets,81,81,30.4
2017,regular,Josh Huestis,PF,26,Oklahoma City Thunder,69,10,14.2
2017,regular,R.J. Hunter,SG,24,Houston Rockets,5,1,9.0
2017,regular,Vince Hunter,PF,23,Memphis Grizzlies,4,0,1.8
2017,regular,Serge Ibaka,PF,28,Toronto Raptors,76,76,27.5
2017,regular,Andre Iguodala,SF,34,Golden State Warriors,64,7,25.3
2017,regular,Ersan Ilyasova,PF,30,TOT,69,43,25.1
2017,regular,Ersan Ilyasova,PF,30,Atlanta Hawks,46,40,25.5
2017,regular,Ersan Ilyasova,PF,30,Philadelphia 76ers,23,3,24.1
2017,regular,Joe Ingles,SF,30,Utah Jazz,82,81,31.4
2017,regular,Andre Ingram,SG,32,Los Angeles Lakers,2,0,32.0
2017,regular,Brandon Ingram,SF,20,Los Angeles Lakers,59,59,33.5
2017,regular,Kyrie Irving,PG,25,Boston Celtics,60,60,32.2
2017,regular,Jonathan Isaac,PF,20,Orlando Magic,27,10,19.9
2017,regular,Wes Iwundu,SF,23,Orlando Magic,62,12,16.5
2017,regular,Jarrett Jack,PG,34,New York Knicks,62,56,25.0
2017,regular,Aaron Jackson,PG,31,Houston Rockets,1,0,35.0
2017,regular,Demetrius Jackson,PG,23,TOT,15,0,5.3
2017,regular,Demetrius Jackson,PG,23,Houston Rockets,12,0,5.3
2017,regular,Demetrius Jackson,PG,23,Philadelphia 76ers,3,0,5.7
2017,regular,Josh Jackson,SF,20,Phoenix Suns,77,35,25.4
2017,regular,Justin Jackson,SF,22,Sacramento Kings,68,41,22.1
2017,regular,Reggie Jackson,PG,27,Detroit Pistons,45,45,26.7
2017,regular,LeBron James,PF,33,Cleveland Cavaliers,82,82,36.9
2017,regular,Mike James,PG,27,TOT,36,10,19.1
2017,regular,Mike James,PG,27,Phoenix Suns,32,10,20.9
2017,regular,Mike James,PG,27,New Orleans Pelicans,4,0,4.5
2017,regular,Al Jefferson,C,33,Indiana Pacers,36,1,13.4
2017,regular,Richard Jefferson,SF,37,Denver Nuggets,20,0,8.2
2017,regular,Brandon Jennings,PG,28,Milwaukee Bucks,14,0,14.6
2017,regular,Jonas Jerebko,PF,30,Utah Jazz,74,19,15.3
2017,regular,Amir Johnson,C,30,Philadelphia 76ers,74,18,15.8
2017,regular,Brice Johnson,PF,23,TOT,18,0,5.4
2017,regular,Brice Johnson,PF,23,Los Angeles Clippers,9,0,4.2
2017,regular,Brice Johnson,PF,23,Memphis Grizzlies,9,0,6.7
2017,regular,Dakari Johnson,C,22,Oklahoma City Thunder,31,6,5.2
2017,regular,James Johnson,PF,30,Miami Heat,73,41,26.6
2017,regular,Joe Johnson,SF,36,TOT,55,4,21.9
2017,regular,Joe Johnson,SF,36,Utah Jazz,32,3,21.9
2017,regular,Joe Johnson,SF,36,Houston Rockets,23,1,22.0
2017,regular,Omari Johnson,PF,28,Memphis Grizzlies,4,0,18.8
2017,regular,Stanley Johnson,SF,21,Detroit Pistons,69,50,27.4
2017,regular,Tyler Johnson,PG,25,Miami Heat,72,39,28.5
2017,regular,Wesley Johnson,SF,30,Los Angeles Clippers,74,40,20.1
2017,regular,Nikola Jokic,C,22,Denver Nuggets,75,73,32.6
2017,regular,Damian Jones,C,22,Golden State Warriors,15,0,5.9
2017,regular,Derrick Jones Jr.,SF,20,TOT,20,8,12.3
2017,regular,Derrick Jones Jr.,SF,20,Phoenix Suns,6,0,5.5
2017,regular,Derrick Jones Jr.,SF,20,Miami Heat,14,8,15.1
2017,regular,Jalen Jones,SF,24,TOT,16,0,11.3
2017,regular,Jalen Jones,SF,24,New Orleans Pelicans,4,0,4.8
2017,regular,Jalen Jones,SF,24,Dallas Mavericks,12,0,13.5
2017,regular,Tyus Jones,PG,21,Minnesota Timberwolves,82,11,17.9
2017,regular,DeAndre Jordan,C,29,Los Angeles Clippers,77,77,31.5
2017,regular,Cory Joseph,PG,26,Indiana Pacers,82,17,27.0
2017,regular,Frank Kaminsky,PF,24,Charlotte Hornets,79,4,23.2
2017,regular,Luke Kennard,SG,21,Detroit Pistons,73,9,20.0
2017,regular,Michael Kidd-Gilchrist,SF,24,Charlotte Hornets,74,74,25.0
2017,regular,Sean Kilpatrick,SG,28,TOT,52,1,12.3
2017,regular,Sean Kilpatrick,SG,28,Brooklyn Nets,16,0,11.4
2017,regular,Sean Kilpatrick,SG,28,Milwaukee Bucks,23,0,8.9
2017,regular,Sean Kilpatrick,SG,28,Los Angeles Clippers,4,0,9.5
2017,regular,Sean Kilpatrick,SG,28,Chicago Bulls,9,1,23.8
2017,regular,Maxi Kleber,PF,26,Dallas Mavericks,72,36,16.8
2017,regular,Furkan Korkmaz,SG,20,Philadelphia 76ers,14,0,5.7
2017,regular,Luke Kornet,C,22,New York Knicks,20,1,16.3
2017,regular,Kyle Korver,SG,36,Cleveland Cavaliers,73,4,21.6
2017,regular,Kosta Koufos,C,28,Sacramento Kings,71,13,19.6
2017,regular,Kyle Kuzma,PF,22,Los Angeles Lakers,77,37,31.2
2017,regular,Mindaugas Kuzminskas,SF,28,New York Knicks,1,0,2.0
2017,regular,Skal Labissiere,PF,21,Sacramento Kings,60,28,20.7
2017,regular,Jeremy Lamb,SG,25,Charlotte Hornets,80,18,24.6
2017,regular,Shane Larkin,PG,25,Boston Celtics,54,2,14.4
2017,regular,Joffrey Lauvergne,C,26,San Antonio Spurs,55,1,9.7
2017,regular,Zach LaVine,SG,22,Chicago Bulls,24,24,27.3
2017,regular,Jake Layman,SF,23,Portland Trailblazers,35,1,4.6
2017,regular,T.J. Leaf,PF,20,Indiana Pacers,53,0,8.7
2017,regular,Courtney Lee,SG,32,New York Knicks,76,69,30.4
2017,regular,Damion Lee,SG,25,Atlanta Hawks,15,11,26.9
2017,regular,Walt Lemon Jr.,PG,25,New Orleans Pelicans,5,0,7.0
2017,regular,Alex Len,C,24,Phoenix Suns,69,13,20.2
2017,regular,Kawhi Leonard,SF,26,San Antonio Spurs,9,9,23.3
2017,regular,Meyers Leonard,C,25,Portland Trailblazers,33,2,7.7
2017,regular,Jon Leuer,PF,28,Detroit Pistons,8,0,17.0
2017,regular,Caris LeVert,SF,23,Brooklyn Nets,71,10,26.3
2017,regular,DeAndre Liggins,SG,29,TOT,58,4,12.5
2017,regular,DeAndre Liggins,SG,29,Milwaukee Bucks,31,1,15.5
2017,regular,DeAndre Liggins,SG,29,New Orleans Pelicans,27,3,9.0
2017,regular,Damian Lillard,PG,27,Portland Trailblazers,73,73,36.6
2017,regular,Jeremy Lin,PG,29,Brooklyn Nets,1,1,25.0
2017,regular,Shaun Livingston,PG,32,Golden State Warriors,71,7,15.9
2017,regular,Kevon Looney,C,21,Golden State Warriors,66,4,13.8
2017,regular,Brook Lopez,C,29,Los Angeles Lakers,74,72,23.4
2017,regular,Robin Lopez,C,29,Chicago Bulls,64,64,26.4
2017,regular,Kevin Love,C,29,Cleveland Cavaliers,59,59,28.0
2017,regular,Kyle Lowry,PG,31,Toronto Raptors,78,78,32.2
2017,regular,Timothe Luwawu-Cabarrot,SF,22,Philadelphia 76ers,52,7,15.5
2017,regular,Tyler Lydon,PF,21,Denver Nuggets,1,0,2.0
2017,regular,Trey Lyles,PF,22,Denver Nuggets,73,2,19.1
2017,regular,Shelvin Mack,PG,27,Orlando Magic,69,3,19.8
2017,regular,Josh Magette,PG,28,Atlanta Hawks,18,0,12.0
2017,regular,Ian Mahinmi,C,31,Washington Wizards,77,0,14.9
2017,regular,Thon Maker,C,20,Milwaukee Bucks,74,12,16.7
2017,regular,Boban Marjanovic,C,29,TOT,39,1,8.6
2017,regular,Boban Marjanovic,C,29,Detroit Pistons,19,1,9.0
2017,regular,Boban Marjanovic,C,29,Los Angeles Clippers,20,0,8.3
2017,regular,Lauri Markkanen,PF,20,Chicago Bulls,68,68,29.7
2017,regular,Jarell Martin,PF,23,Memphis Grizzlies,73,36,22.8
2017,regular,Frank Mason III,PG,23,Sacramento Kings,52,2,18.9
2017,regular,Mangok Mathiang,C,25,Charlotte Hornets,4,0,5.0
2017,regular,Wesley Matthews,SF,31,Dallas Mavericks,63,62,33.8
2017,regular,Luc Mbah a Moute,PF,31,Houston Rockets,61,15,25.6
2017,regular,James Michael McAdoo,PF,25,Philadelphia 76ers,3,0,6.0
2017,regular,Patrick McCaw,SG,22,Golden State Warriors,57,10,16.9
2017,regular,CJ McCollum,SG,26,Portland Trailblazers,81,81,36.1
2017,regular,T.J. McConnell,PG,25,Philadelphia 76ers,76,1,22.4
2017,regular,Erik McCree,SF,24,Utah Jazz,4,0,2.0
2017,regular,Chris McCullough,PF,22,Washington Wizards,19,0,4.7
2017,regular,Doug McDermott,SF,26,TOT,81,4,21.8
2017,regular,Doug McDermott,SF,26,New York Knicks,55,1,21.3
2017,regular,Doug McDermott,SF,26,Dallas Mavericks,26,3,22.9
2017,regular,JaVale McGee,C,30,Golden State Warriors,65,17,9.5
2017,regular,Rodney McGruder,SG,26,Miami Heat,18,2,16.6
2017,regular,Trey McKinney-Jones,SG,27,Indiana Pacers,1,0,1.0
2017,regular,Alfonzo McKinnie,SF,25,Toronto Raptors,14,0,3.8
2017,regular,Ben McLemore,SG,24,Memphis Grizzlies,56,17,19.5
2017,regular,Josh McRoberts,PF,30,Dallas Mavericks,2,0,3.0
2017,regular,Jodie Meeks,SG,30,Washington Wizards,77,0,14.5
2017,regular,Salah Mejri,C,31,Dallas Mavericks,61,1,12.0
2017,regular,Jordan Mickey,PF,23,Miami Heat,23,3,12.3
2017,regular,Khris Middleton,SF,26,Milwaukee Bucks,82,82,36.4
2017,regular,C.J. Miles,SF,30,Toronto Raptors,70,3,19.1
2017,regular,Darius Miller,SF,27,New Orleans Pelicans,82,3,23.7
2017,regular,Malcolm Miller,SF,24,Toronto Raptors,15,4,8.4
2017,regular,Patty Mills,PG,29,San Antonio Spurs,82,36,25.7
2017,regular,Paul Millsap,PF,32,Denver Nuggets,38,37,30.1
2017,regular,Nikola Mirotic,PF,26,TOT,55,14,27.2
2017,regular,Nikola Mirotic,PF,26,Chicago Bulls,25,3,24.9
2017,regular,Nikola Mirotic,PF,26,New Orleans Pelicans,30,11,29.1
2017,regular,Donovan Mitchell,SG,21,Utah Jazz,79,71,33.4
2017,regular,Naz Mitrou-Long,SG,24,Utah Jazz,1,0,1.0
2017,regular,Malik Monk,SG,19,Charlotte Hornets,63,0,13.6
2017,regular,Greg Monroe,C,27,TOT,51,14,20.4
2017,regular,Greg Monroe,C,27,Milwaukee Bucks,5,0,15.8
2017,regular,Greg Monroe,C,27,Phoenix Suns,20,14,23.3
2017,regular,Greg Monroe,C,27,Boston Celtics,26,0,19.1
2017,regular,Luis Montero,SG,24,Detroit Pistons,2,0,4.0
2017,regular,Ben Moore,PF,22,Indiana Pacers,2,0,4.5
2017,regular,E'Twaun Moore,SG,28,New Orleans Pelicans,82,80,31.5
2017,regular,Eric Moreland,PF,26,Detroit Pistons,67,3,12.0
2017,regular,Jaylen Morris,SG,22,Atlanta Hawks,6,0,16.3
2017,regular,Marcus Morris,PF,28,Boston Celtics,54,21,26.7
2017,regular,Markieff Morris,PF,28,Washington Wizards,73,73,27.0
2017,regular,Monte Morris,PG,22,Denver Nuggets,3,0,8.3
2017,regular,Johnathan Motley,PF,22,Dallas Mavericks,11,4,16.0
2017,regular,Timofey Mozgov,C,31,Brooklyn Nets,31,13,11.6
2017,regular,Emmanuel Mudiay,PG,21,TOT,64,14,19.5
2017,regular,Emmanuel Mudiay,PG,21,Denver Nuggets,42,0,17.9
2017,regular,Emmanuel Mudiay,PG,21,New York Knicks,22,14,22.4
2017,regular,Shabazz Muhammad,SF-SG,25,TOT,43,2,9.7
2017,regular,Shabazz Muhammad,SF,25,Minnesota Timberwolves,32,2,9.4
2017,regular,Shabazz Muhammad,SG,25,Milwaukee Bucks,11,0,10.6
2017,regular,Xavier Munford,SG,25,Milwaukee Bucks,6,0,3.5
2017,regular,Dejounte Murray,PG,21,San Antonio Spurs,81,48,21.5
2017,regular,Jamal Murray,PG,20,Denver Nuggets,81,80,31.7
2017,regular,Mike Muscala,C,26,Atlanta Hawks,53,7,20.0
2017,regular,Abdel Nader,SF,24,Boston Celtics,48,1,10.9
2017,regular,Larry Nance Jr.,C,25,TOT,66,27,21.5
2017,regular,Larry Nance Jr.,C,25,Los Angeles Lakers,42,17,22.0
2017,regular,Larry Nance Jr.,C,25,Cleveland Cavaliers,24,10,20.8
2017,regular,Shabazz Napier,PG,26,Portland Trailblazers,74,10,20.7
2017,regular,Jameer Nelson,PG,35,TOT,50,0,20.3
2017,regular,Jameer Nelson,PG,35,New Orleans Pelicans,43,0,20.9
2017,regular,Jameer Nelson,PG,35,Detroit Pistons,7,0,16.6
2017,regular,Raul Neto,PG,25,Utah Jazz,41,0,12.1
2017,regular,Georges Niang,PF,24,Utah Jazz,9,0,3.6
2017,regular,Joakim Noah,C,32,New York Knicks,7,0,5.7
2017,regular,Nerlens Noel,C,23,Dallas Mavericks,30,6,15.7
2017,regular,Lucas Nogueira,C,25,Toronto Raptors,49,3,8.5
2017,regular,Dirk Nowitzki,C,39,Dallas Mavericks,77,77,24.7
2017,regular,Frank Ntilikina,PG,19,New York Knicks,78,9,21.9
2017,regular,Jusuf Nurkic,C,23,Portland Trailblazers,79,79,26.4
2017,regular,David Nwaba,SG,25,Chicago Bulls,70,21,23.5
2017,regular,Johnny O'Bryant,PF,24,Charlotte Hornets,36,0,10.5
2017,regular,Royce O'Neale,SF,24,Utah Jazz,69,4,16.7
2017,regular,Kyle O'Quinn,C,27,New York Knicks,77,10,18.0
2017,regular,Semi Ojeleye,PF,23,Boston Celtics,73,0,15.8
2017,regular,Emeka Okafor,C,35,New Orleans Pelicans,26,19,13.6
2017,regular,Jahlil Okafor,C,22,TOT,28,0,12.6
2017,regular,Jahlil Okafor,C,22,Philadelphia 76ers,2,0,12.5
2017,regular,Jahlil Okafor,C,22,Brooklyn Nets,26,0,12.6
2017,regular,Victor Oladipo,SG,25,Indiana Pacers,75,75,34.0
2017,regular,Kelly Olynyk,PF,26,Miami Heat,76,22,23.4
2017,regular,Chinanu Onuaku,C,21,Houston Rockets,1,0,22.0
2017,regular,Cedi Osman,SF,22,Cleveland Cavaliers,61,12,11.0
2017,regular,Kelly Oubre Jr.,SF,22,Washington Wizards,81,11,27.5
2017,regular,Zaza Pachulia,C,33,Golden State Warriors,69,57,14.1
2017,regular,Marcus Paige,PG,24,Charlotte Hornets,5,0,5.6
2017,regular,Georgios Papagiannis,C,20,TOT,17,0,7.2
2017,regular,Georgios Papagiannis,C,20,Sacramento Kings,16,0,7.4
2017,regular,Georgios Papagiannis,C,20,Portland Trailblazers,1,0,4.0
2017,regular,Jabari Parker,PF,22,Milwaukee Bucks,31,3,24.0
2017,regular,Tony Parker,PG,35,San Antonio Spurs,55,21,19.5
2017,regular,Chandler Parsons,SF,29,Memphis Grizzlies,36,8,19.2
2017,regular,Patrick Patterson,PF,28,Oklahoma City Thunder,82,3,15.5
2017,regular,Justin Patton,C,20,Minnesota Timberwolves,1,0,4.0
2017,regular,Brandon Paul,SG,26,San Antonio Spurs,64,2,9.0
2017,regular,Chris Paul,PG,32,Houston Rockets,58,58,31.8
2017,regular,Adreian Payne,PF,26,Orlando Magic,5,0,8.6
2017,regular,Cameron Payne,PG,23,Chicago Bulls,25,14,23.3
2017,regular,Elfrid Payton,PG,23,TOT,63,63,28.7
2017,regular,Elfrid Payton,PG,23,Orlando Magic,44,44,28.6
2017,regular,Elfrid Payton,PG,23,Phoenix Suns,19,19,29.0
2017,regular,Gary Payton II,PG,25,TOT,23,6,9.6
2017,regular,Gary Payton II,PG,25,Milwaukee Bucks,12,6,8.8
2017,regular,Gary Payton II,PG,25,Los Angeles Lakers,11,0,10.5
2017,regular,Kendrick Perkins,C,33,Cleveland Cavaliers,1,0,15.0
2017,regular,London Perrantes,PG,23,Cleveland Cavaliers,14,0,4.7
2017,regular,Alec Peters,PF,22,Phoenix Suns,20,0,11.3
2017,regular,Marshall Plumlee,C,25,Milwaukee Bucks,8,0,6.5
2017,regular,Mason Plumlee,C,27,Denver Nuggets,74,26,19.4
2017,regular,Miles Plumlee,C,29,Atlanta Hawks,55,35,16.7
2017,regular,Jakob Poeltl,C,22,Toronto Raptors,82,0,18.6
2017,regular,Quincy Pondexter,SF,29,Chicago Bulls,23,1,8.5
2017,regular,Otto Porter Jr.,SF,24,Washington Wizards,77,77,31.6
2017,regular,Bobby Portis,PF,22,Chicago Bulls,73,4,22.5
2017,regular,Kristaps Porzingis,PF,22,New York Knicks,48,48,32.4
2017,regular,Dwight Powell,C,26,Dallas Mavericks,79,25,21.2
2017,regular,Norman Powell,SG,24,Toronto Raptors,70,18,15.2
2017,regular,Alex Poythress,PF,24,Indiana Pacers,25,0,4.2
2017,regular,Taurean Prince,SF,23,Atlanta Hawks,82,82,30.0
